org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
공급망,4,2,6,12,5,2,10,4
공급키로,1,0,3,2,4,0,4,2
공로,0,0,1,4,2,0,4,4
공시,0,0,1,1,1,0,1,2
공장,3,1,3,2,0,1,0,0
공정,0,0,2,3,4,0,3,2
공정장비,0,0,2,4,3,0,4,2
공정한,0,0,5,3,3,0,4,4
관계자,1,0,0,0,0,0,0,0
관람객,1,3,1,2,2,0,3,2
관람객들,1,5,1,2,2,0,1,1
관리하,0,0,0,1,0,0,2,0
관세,4,2,4,4,0,2,0,0
관심,0,1,1,1,0,0,0,0
관한,2,1,1,2,0,1,0,0
광전자,0,0,0,2,1,0,1,1
광학필름,0,0,1,2,2,0,1,1
교육,0,0,0,0,1,0,0,0
교통사고,1,0,0,0,0,0,0,0
구글,4,0,3,7,3,2,5,3
구동,0,0,2,3,4,0,3,2
국민성장펀드,1,0,3,4,3,1,3,3
국적자,1,0,1,0,0,0,0,0
국정자원,2,1,0,2,0,1,0,0
귀국,1,0,1,0,0,0,0,0
규모,4,1,9,10,13,1,13,7
규모로,2,0,5,8,6,0,8,4
그는,1,0,5,4,3,1,4,4
그래픽,1,4,1,3,2,0,3,3
그래픽카드,1,0,0,1,0,1,0,0
그룹,2,1,1,2,0,1,0,0
글라스,3,1,1,3,2,1,1,1
글래스,3,2,4,8,5,2,5,3
금성백조,0,0,0,0,1,0,0,0
기관,1,0,2,0,0,0,0,0
기기,2,0,2,4,3,1,4,3
기념식,0,0,4,3,3,0,4,5
기능,3,1,1,3,2,1,1,1
기대하고,0,0,4,3,2,0,4,4
기리고,1,1,1,1,1,0,2,1
기반,4,3,5,7,5,2,2,3
기술력,0,0,1,2,2,0,1,1
기업들,1,2,5,6,4,1,5,5
기여한,0,0,2,3,3,0,3,5
기자,4,2,4,7,4,2,7,4
기존,3,2,0,5,1,2,2,1
기증유물전시관,1,1,1,1,1,0,2,1
기증자,1,1,1,1,1,0,2,1
기증해,1,1,1,1,1,0,2,1
김광현,1,0,0,0,0,0,0,0
김보라,0,0,0,1,0,0,2,0
김상민,1,1,1,1,1,0,2,1
김영호,0,0,2,4,3,0,4,4
김지윤,1,0,3,4,3,1,3,3
나노,0,0,1,2,2,0,1,1
나선다.,2,0,0,1,0,1,0,0
나온다.,1,1,2,3,3,0,3,4
남발로,1,0,0,0,0,0,0,0
납품대금,2,1,0,2,1,1,1,1
내구성,0,0,1,3,2,0,3,2
내년,3,5,26,23,18,2,27,28
내린,0,0,1,1,1,0,1,2
냉각,1,0,0,1,0,1,0,0
너무,9,15,0,0,3,0,0,0
넘치,1,4,1,3,2,0,3,3
네트워크,2,2,2,3,3,1,1,2
넥슨,0,5,0,2,1,0,1,1
넷마블,4,14,3,6,7,1,5,4
노란색,0,0,0,1,1,0,1,1
노시환,2,0,0,1,0,1,0,0
높은,4,0,6,11,5,1,10,4
뉴럴,2,0,2,3,2,1,1,1
뉴스토마토,0,0,4,4,3,0,5,5
뉴시스,2,0,2,4,1,1,3,1
다시,0,1,1,1,0,0,0,0
다양한,2,4,4,7,5,1,5,6
단기,3,0,1,2,0,1,0,0
단독,12,20,9,9,16,0,13,7
단지,0,0,0,0,1,0,0,0
달러,4,4,5,7,3,2,3,4
달리,1,1,0,3,1,1,2,1
대금,2,1,0,2,1,1,1,1
대만,1,2,2,5,3,1,4,2
대미,2,1,2,2,0,1,0,0
대비,3,2,8,10,9,0,10,8
대신,1,0,1,0,0,0,0,0
대전,13,16,0,3,3,2,0,0
대죄,2,5,0,2,2,1,1,1
대통령,7,5,7,9,1,4,1,0
대표,3,1,8,11,6,2,11,9
대한,0,1,13,10,9,0,13,15
대해서도,0,0,4,3,2,0,4,4
대형,2,3,25,21,20,0,26,31
덧붙였다.,0,0,4,3,3,0,4,5
덱스,0,0,1,3,2,0,3,2
도시,1,0,1,1,1,0,1,1
도움,0,0,4,3,3,0,4,5
도쿄게임쇼,4,18,4,9,8,0,9,7
두산,1,0,0,0,0,0,0,0
등을,1,0,0,0,0,0,0,0
디바이스,1,2,2,7,3,1,8,2
디스플레,19,26,132,137,110,6,153,155
딜사이트,0,0,5,3,3,0,4,4
딥러닝,2,0,1,3,0,1,1,0
딥마인드,2,0,1,3,0,1,1,0
따돌릴,0,0,4,3,3,0,4,5
따라올,0,0,4,4,3,0,5,5
따르면,4,1,17,19,13,1,19,18
땅에,1,1,0,3,1,1,2,1
때문이다.,1,0,3,4,3,1,3,3
뛰어난,1,0,0,1,0,1,0,0
뜻을,1,1,1,1,1,0,2,1
라닉스,1,1,0,3,3,0,2,1
라떼,0,1,0,0,0,0,0,0
라며,0,0,4,4,3,0,5,5
라인,2,1,6,7,8,1,8,6
라임,0,1,0,0,0,0,0,0
레이밴,2,0,2,3,2,1,1,1
레이저,2,0,9,9,12,0,12,6
렌틸,0,1,0,0,0,0,0,0
로봇,3,1,2,2,0,1,0,0
로봇보다,3,1,2,2,0,1,0,0
로봇에,3,1,2,2,0,1,0,0
롤러블,0,0,2,3,2,0,3,2
롯데GRS,0,1,0,0,0,0,0,0
루카,2,1,1,2,0,1,0,0
리미티드,0,0,0,1,1,0,1,1
리밋,1,5,0,2,1,0,2,1
리프팅,0,0,0,4,0,0,6,0
마감했다.,0,0,1,1,1,0,1,2
마약,1,1,0,3,3,0,2,1
마이크로,5,0,13,22,12,1,23,14
마쳤다.,0,0,1,1,1,0,1,2
만나,0,0,5,3,3,0,4,4
만큼,0,0,5,3,3,0,4,4
많이,0,0,5,4,4,0,5,7
말했다.,1,0,39,30,27,1,37,42
매력,3,0,1,2,0,1,0,0
매수,4,1,4,3,0,1,0,0
메르세데스-AMG,0,0,0,1,1,0,1,1
메인,0,0,0,1,1,0,1,1
메인보드,1,0,0,1,0,1,0,0
메타,7,1,5,10,7,3,6,5
명절,2,1,0,2,1,1,1,1
모델,0,0,0,1,1,0,1,1
모두,1,2,4,7,6,1,6,7
모듈,1,1,0,3,3,0,2,1
모든,2,1,1,2,0,1,0,0
모바일,2,14,2,6,5,0,6,4
모빌리티,1,1,0,5,5,0,3,2
목소리,1,0,0,0,0,0,0,0
무한,3,2,4,9,6,2,8,5
문화유산,1,1,1,1,1,0,2,1
묻혀있지도,1,1,0,3,1,1,2,1
미국,14,7,11,14,3,6,2,1
미래,1,0,16,16,14,0,18,20
미래나노텍,0,0,1,2,2,0,1,1
밀도,0,0,0,4,0,0,6,0
바닐라,0,1,0,0,0,0,0,0
바이오,0,0,2,4,3,0,4,2
박동원,2,0,0,1,0,1,0,0
반도체,3,1,7,10,12,0,11,7
받고,0,1,1,1,0,0,0,0
밝기,1,0,2,4,3,0,4,2
밝혔다.,2,9,5,13,7,0,14,10
방법,1,5,1,4,2,0,4,3
배당,3,0,1,2,0,1,0,0
배터리,4,1,2,3,2,1,1,1
밴드,2,0,2,3,2,1,1,1
변화,1,0,2,4,3,0,4,2
보는,2,1,0,3,1,1,1,1
보도자료,0,0,0,1,0,0,2,0
보완,1,2,2,5,3,1,4,2
부사장,0,0,4,7,6,0,7,9
부스,4,18,2,8,7,1,6,5
부처,2,1,0,2,0,1,0,0
부품,1,1,0,3,3,0,2,1
북미,0,0,4,3,2,0,4,4
분들,1,1,1,1,1,0,2,1
분야,0,0,0,2,2,0,1,1
분야에서,0,0,0,2,2,0,1,1
분양,0,0,0,0,1,0,0,0
브레이커스,5,27,5,17,10,0,16,13
비롯해,1,4,1,3,2,0,3,3
비용,3,0,1,2,0,1,0,0
비자,1,2,1,3,1,1,1,0
비전옥스,3,0,12,10,16,0,16,8
빠른,1,4,1,3,2,0,3,3
사업,5,1,31,27,22,2,27,29
사이클,0,1,1,1,0,0,0,0
사장,2,0,73,52,48,1,67,76
산업,10,7,32,36,27,4,34,41
산업통상자원부,0,0,2,3,3,0,3,5
삼성,2,1,1,5,3,1,4,3
삼성디스플레,1,0,28,21,17,1,26,25
삼성디스플레이,6,19,43,45,35,2,52,52
삼성전자,5,2,7,13,9,3,11,7
삼성화재,1,0,0,0,0,0,0,0
삼현,1,1,0,3,3,0,2,1
상반기,0,0,4,3,3,0,4,5
상위,0,0,1,2,1,0,1,2
새로운,0,0,0,2,0,0,2,0
색상으로,1,0,0,1,0,1,0,0
생산,2,1,8,11,11,2,10,9
생산라인,4,0,23,20,24,0,30,22
샤오미,0,0,0,1,1,0,1,1
서비스,2,1,0,2,0,1,0,0
선글라스,2,0,2,3,2,1,1,1
선발,1,0,0,0,0,0,0,0
성공,2,1,1,2,0,1,0,0
성과,0,0,1,4,2,0,4,4
성능,3,2,3,7,5,2,4,4
성분,0,0,0,4,0,0,4,0
성장,0,0,1,2,2,0,1,1
성장세,0,0,3,3,2,0,5,4
성장할,1,0,2,4,3,0,4,2
세계,3,5,15,23,16,1,22,25
세계관,1,3,1,2,2,0,3,2
세액공제,1,0,7,7,6,1,6,8
세제,0,0,10,6,6,0,8,8
센스,2,0,0,1,0,1,0,0
소각,3,0,1,2,0,1,0,0
소송,1,0,0,0,0,0,0,0
소재,0,0,1,2,2,0,1,1
소중한,1,1,1,1,1,0,2,1
손보사,1,0,0,0,0,0,0,0
손아섭,2,0,0,1,0,1,0,0
손흥민,9,15,0,0,3,0,0,0
수명,1,0,2,4,3,0,4,2
수상했다.,0,0,2,3,3,0,3,5
수수료,1,2,1,3,1,1,1,0
수요,1,0,1,1,1,0,1,1
수주,1,0,3,3,4,0,4,2
수출,0,0,2,3,3,0,3,5
순매도,0,0,1,2,1,0,1,2
순매수,0,0,1,2,1,0,1,2
스냅드래곤,2,2,2,3,3,1,1,2
스마일게이트,1,4,2,2,3,0,3,2
스마트워치,6,0,11,19,11,1,18,8
스마트폰,5,3,3,6,5,2,2,3
스와프,2,1,2,2,0,1,0,0
스타트업,2,0,1,3,0,1,1,0
스트레처블,0,0,3,8,5,0,8,8
스티어링,0,0,0,1,1,0,1,1
스포츠,9,15,0,0,3,0,0,0
승리,2,0,0,1,0,1,0,0
시간당,3,1,2,2,0,1,0,0
시기,0,0,5,3,3,0,4,4
시스템,2,1,0,3,1,1,1,1
시연,2,10,1,4,3,0,3,2
시장에,2,5,3,6,4,0,6,3
시장에서,2,0,3,5,3,1,2,3
시점,3,0,1,2,0,1,0,0
시즌,3,0,0,1,0,1,0,0
신규,3,0,7,5,9,0,9,5
신시장,0,0,4,3,2,0,4,4
신작,7,28,5,15,12,1,14,11
실적,3,3,41,29,25,1,33,42
심리,0,0,1,2,1,0,1,2
아니라,2,1,0,3,1,1,1,1
아래,0,0,1,3,2,0,3,2
아산,1,0,1,1,1,0,1,1
아양지구,0,0,0,0,1,0,0,0
아직,3,0,4,7,2,1,6,2
아티스트,2,1,0,3,1,1,1,1
안경,2,0,2,4,3,1,4,3
안내판,1,1,0,3,1,1,2,1
안랩,2,4,3,5,3,1,4,5
안성,0,0,0,0,1,0,0,0
안타,2,0,0,1,0,1,0,0
않습니다.,1,1,0,3,1,1,2,1
앞당겨,2,1,0,2,1,1,1,1
앞두고,2,1,0,2,1,1,1,1
앞서,1,0,15,10,9,1,12,12
애니메이션,4,17,3,9,7,1,8,6
애플,2,1,12,12,9,2,13,12
액션,2,10,0,4,3,1,2,2
야외에서도,1,0,2,3,1,0,3,1
양사,0,1,4,3,3,0,4,5
양산,0,0,8,6,5,0,8,9
양의지,1,0,0,0,0,0,0,0
업계,5,6,21,27,22,4,26,25
업그레이드,0,0,1,3,2,0,3,2
업무,2,1,0,2,0,1,0,0
업종,0,0,2,4,3,0,4,2
업체,2,0,5,8,6,0,8,4
에디션,0,0,0,1,1,0,1,1
에서,0,2,1,3,3,0,3,4
엔씨,1,4,1,3,2,0,3,3
엔씨소프트,6,25,7,16,12,0,18,13
엔제리너스,0,1,0,0,0,0,0,0
여러,1,0,3,4,3,1,3,3
여전히,0,2,1,3,3,0,3,4
역임하며,0,0,4,3,2,0,4,4
연간,1,0,29,19,18,0,25,30
연결돼,1,1,0,3,1,1,2,1
연구,2,0,1,3,0,1,1,0
연구소,2,0,1,3,0,1,1,0
연출,2,5,0,2,2,1,1,1
열린,1,0,9,8,6,1,9,9
영업비밀,0,0,10,6,6,0,8,8
영업이익,0,0,5,3,3,0,4,5
영입,2,0,1,3,0,1,1,0
예미지,0,0,0,0,1,0,0,0
오는,2,1,0,2,0,1,0,0
올해,3,0,28,23,21,1,28,30
완성형,0,0,0,0,1,0,0,0
외국인,0,0,2,3,2,0,2,4
요약,2,1,2,2,0,1,0,0
요인으로,1,0,2,0,0,0,0,0
우려,1,0,3,6,4,0,5,4
우리,3,1,2,2,0,1,0,0
우수한,1,2,1,3,1,1,1,0
원을,0,0,1,1,1,0,1,2
원자재,2,1,0,2,1,1,1,1
웨어러블,3,0,7,12,9,0,12,6
웨이브,2,4,3,5,3,1,4,5
위기경보,0,0,4,4,3,0,5,5
위안,3,0,9,7,12,0,12,6
위한,1,0,20,14,14,0,17,21
위해,3,1,2,4,1,1,3,1
윈드쉴드,0,0,0,2,2,0,1,1
유공자,0,0,2,3,3,0,3,5
유기발광다이오드,0,0,9,6,6,0,8,9
유럽,2,1,1,2,0,1,0,0
유물,1,1,1,1,1,0,2,1
유비리서치,5,0,9,15,8,1,14,6
유비리서치에,3,0,4,7,2,1,6,2
유저들,1,5,1,2,2,0,1,1
의약품,0,0,2,4,3,0,4,2
이는,0,0,2,3,4,0,3,2
이를,0,0,1,2,2,0,1,1
이번,6,12,6,14,7,3,7,8
이벤트,1,4,2,2,3,0,3,2
이슈,9,15,0,0,3,0,0,0
이야기,2,1,1,2,0,1,0,0
이어,1,0,5,5,3,1,5,4
이유,0,0,1,3,2,0,3,2
이정원,2,1,0,1,0,1,0,0
이차전지,0,0,1,2,2,0,1,1
이청,1,0,14,11,9,1,13,13
이후,2,0,0,1,0,1,0,0
인건비,3,1,2,2,0,1,0,0
인구,1,0,1,1,1,0,1,1
인사,2,1,2,2,0,1,0,0
인수,2,0,1,3,0,1,1,0
인재,2,0,1,3,0,1,1,0
인텔,6,3,6,6,0,3,0,0
인플루언서,1,4,2,2,3,0,3,2
일곱,2,5,0,2,2,1,1,1
일본,7,26,6,13,12,1,13,9
입자,1,1,0,3,1,1,2,1
입주,0,0,0,0,1,0,0,0
있는,17,42,23,43,26,5,33,34
있다,6,4,53,50,38,3,56,57
있다.,28,16,50,73,50,11,61,50
있도록,0,0,0,2,0,0,2,0
있습니다.,2,0,2,3,2,1,1,1
있어,0,0,4,3,3,0,4,5
있었다.,2,0,1,3,0,1,1,0
있지도,1,1,0,3,1,1,2,1
자동차,3,2,1,5,3,1,2,1
자동차에,2,1,1,2,0,1,0,0
자사주,3,0,2,3,1,1,1,2
자신감,0,0,8,7,6,0,9,10
자회사,0,1,1,1,0,0,0,0
작은,1,1,1,6,3,1,5,3
잔류,1,0,1,0,0,0,0,0
장벽,0,0,0,4,0,0,6,0
장비,5,1,15,16,23,0,22,11
재계,2,1,0,2,1,1,1,1
저당,0,1,0,0,0,0,0,0
전국적으로,1,0,1,1,1,0,1,1
전기장에,1,1,0,3,1,1,2,1
전기차,1,0,3,4,3,1,3,3
전날,2,0,0,1,0,1,0,0
전동차,2,1,2,2,0,1,0,0
전동화,0,0,0,2,2,0,1,1
전략,7,4,5,8,5,3,2,3
전략적,2,1,2,2,0,1,0,0
전망이다.,1,0,2,4,3,0,4,2
전면,1,0,0,1,0,1,0,0
전선,1,1,0,3,1,1,2,1
전시,1,1,1,1,1,0,2,1
전시회,0,0,0,2,1,0,1,1
전유성,9,15,0,0,3,0,0,0
전자종이,1,1,0,3,1,1,2,1
전장,1,1,0,3,3,0,2,1
전체,0,0,3,3,2,0,5,4
전투,2,5,0,2,2,1,1,1
전환,1,1,6,3,3,0,4,5
전환에,0,0,4,4,3,0,5,5
점에서,1,0,3,4,3,1,3,3
점유율,0,0,4,3,3,0,3,5
정부,12,6,45,38,27,6,33,39
정철동,0,0,9,6,6,0,8,10
제16회,0,0,4,4,3,0,5,5
제네시스,0,0,2,3,2,0,3,2
제로,1,10,0,4,2,0,3,2
제로슈,0,1,0,0,0,0,0,0
제작,2,1,0,3,1,1,1,1
제조사,1,1,3,4,4,1,4,4
제조업,0,0,2,4,3,0,4,2
제품,0,0,0,4,0,0,4,0
조기,2,1,0,2,1,1,1,1
조달,2,1,2,2,0,1,0,0
조지아주,1,0,1,0,0,0,0,0
종목,0,0,1,2,1,0,1,2
종합,9,15,0,0,3,0,0,0
좌완,1,0,0,0,0,0,0,0
주가,1,0,4,4,3,0,4,2
주간,1,0,3,1,1,0,1,2
주신,1,1,1,1,1,0,2,1
주요,5,11,9,12,10,1,10,6
중국,6,5,60,54,57,2,66,64
중국에,1,1,2,3,3,0,3,4
중심,1,0,2,4,3,0,4,2
즐길,3,13,4,9,6,0,9,8
증상,1,0,0,0,0,0,0,0
증액,1,2,1,3,1,1,1,0
증착기,1,1,3,4,4,1,4,4
지급,2,1,0,2,1,1,1,1
지급한다.,2,1,0,2,1,1,1,1
지난,5,1,12,12,9,2,11,12
지방,1,0,1,1,1,0,1,1
지배구조,2,1,2,2,0,1,0,0
지원,1,2,7,9,8,0,10,11
진행하고,0,0,2,4,3,0,4,2
차량,1,3,3,11,10,0,9,8
차량용,0,2,3,6,5,0,6,6
차세대,4,4,10,16,11,3,13,12
참석한,0,0,4,4,3,0,5,5
창업자,2,1,2,2,0,1,0,0
첨단,0,0,1,2,2,0,1,1
청약,0,0,0,0,1,0,0,0
체포됐던,1,0,1,0,0,0,0,0
체험,1,5,1,4,2,0,4,3
체험할,1,3,1,2,2,0,3,2
최고,0,0,0,1,1,0,1,1
최초로,0,0,2,4,3,0,4,4
추석,2,1,0,2,1,1,1,1
추월당할,1,1,2,3,3,0,3,4
출품했다.,1,4,2,2,3,0,3,2
출하량,2,0,2,4,3,1,4,3
충남,1,0,1,1,1,0,1,1
충칭,0,0,2,3,4,0,3,2
충칭시,0,0,2,3,4,0,3,2
측면에서,1,0,2,0,0,0,0,0
치어리더,9,15,0,0,3,0,0,0
친환경,0,0,1,4,2,0,4,4
카브리올레,0,0,0,1,1,0,1,1
카페,0,1,0,0,0,0,0,0
캐릭터,3,8,1,4,4,1,4,3
커버,0,0,1,3,2,0,3,2
커지고,1,0,1,1,1,0,1,1
컨슈머타임스,1,4,1,3,2,0,3,3
컬러,0,0,0,1,1,0,1,1
컴투스,1,4,2,2,3,0,3,2
코스피,4,2,6,7,2,2,2,4
콘서트,2,1,0,3,1,1,1,1
콘텐츠,2,6,0,5,2,1,2,2
콤부차,0,1,0,0,0,0,0,0
쿠페,0,0,0,1,1,0,1,1
쿨링,1,0,0,1,0,1,0,0
퀄컴,2,2,2,3,3,1,1,2
크게,2,1,2,2,0,1,0,0
크기,0,0,1,3,2,0,3,2
클라우드,2,2,2,3,3,1,1,2
클레녹스,0,0,0,5,0,0,8,0
킵스파마,0,0,2,4,3,0,4,2
타격왕,1,0,0,0,0,0,0,0
타율,1,0,0,0,0,0,0,0
탄력,0,0,0,5,0,0,8,0
탑재한,1,0,2,4,3,0,4,2
태그,2,0,0,1,0,1,0,0
탠덤,1,1,5,8,7,1,8,8
테슬라,5,2,3,4,0,2,0,0
통신업계,3,0,1,2,0,1,0,0
통한,2,1,2,2,0,1,0,0
통해,10,18,13,24,17,4,18,21
투명,0,0,2,6,5,0,5,5
투자,13,5,48,45,33,7,43,41
투자자,1,0,2,0,0,0,0,0
투자자들,0,1,2,3,1,0,1,2
트럼프,3,3,3,5,1,2,1,0
특허,0,0,2,4,2,0,5,2
특허에,0,0,2,3,2,0,3,2
특히,4,1,2,4,3,1,2,2
팀장,0,0,1,4,2,0,4,4
패널,2,1,24,28,24,2,32,26
퍼포먼스,0,0,0,1,1,0,1,1
페이스북,2,0,1,3,0,1,1,0
평균,1,0,1,1,1,0,1,1
포상,0,0,2,3,3,0,3,5
포수,1,0,0,0,0,0,0,0
풀이된다.,0,0,1,1,1,0,1,2
풍부한,2,4,2,4,3,0,4,4
프로,0,0,2,4,5,0,4,3
프로젝트,2,0,4,7,7,1,7,5
프로젝트에,2,0,6,4,8,0,8,4
프리미엄,1,2,3,9,6,0,11,6
플랫폼,5,7,6,11,9,2,8,6
플렉스,1,4,1,3,2,0,3,3
피부,0,0,0,7,0,0,10,0
필터,0,0,1,2,2,0,1,1
하나증권,3,0,1,2,0,1,0,0
하반기,0,1,26,19,18,0,25,29
하반기에,0,0,4,4,3,0,5,5
하향,3,0,1,2,0,1,0,0
한국,7,3,34,26,21,2,27,34
한국인,1,0,1,0,0,0,0,0
한다,1,0,9,7,6,1,7,9
한라캐스트,1,1,0,3,3,0,2,1
한미글로벌,0,1,1,1,0,0,0,0
한방병협,1,0,0,0,0,0,0,0
한의계,1,0,0,0,0,0,0,0
한화,11,15,0,1,3,1,0,0
한화오션,1,0,2,0,0,0,0,0
함께,0,0,0,2,0,0,4,0
합작,1,0,1,0,0,0,0,0
해당,1,2,1,3,1,1,1,0
핵심,8,3,11,18,8,4,9,10
했다.,0,0,6,7,6,0,8,9
행사,1,5,1,2,2,0,1,1
행정,2,1,0,2,0,1,0,0
행정부,1,2,1,3,1,1,1,0
향후,3,1,2,2,0,1,0,0
허페,4,0,15,13,20,0,20,10
헤드셋,2,0,2,4,3,1,4,3
혁신,0,0,0,2,2,0,1,1
현대모비스,0,0,0,2,2,0,1,1
현장,1,5,0,2,1,0,2,1
현장에서,1,0,1,0,0,0,0,0
현지,4,9,4,6,4,1,4,3
현지시간,1,0,1,0,0,0,0,0
협력사,4,5,3,7,4,2,5,6
협상,4,2,4,4,0,2,0,0
혜택,0,0,10,6,6,0,8,8
호환성,1,0,0,1,0,1,0,0
홈케어,0,0,0,4,0,0,6,0
홈페이지,0,0,0,2,1,0,1,1
화재,2,1,0,2,0,1,0,0
화질,0,0,4,4,3,0,5,5
확대,2,1,3,4,1,1,1,2
확대될,2,0,5,8,6,0,8,4
확보에,0,0,0,2,2,0,1,1
확산,0,1,4,3,3,0,4,5
환율,2,1,2,2,0,1,0,0
환자,1,0,0,0,0,0,0,0
