org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
BOE,14,13,4,3,8,5,19,24,14,4,10,26
by,0,0,1,1,1,0,0,1,0,0,1,0
CEO,0,0,1,1,0,0,0,0,0,0,1,0
chips,0,0,1,1,1,0,0,1,0,0,1,0
CIOE,2,1,0,0,0,0,0,2,0,0,0,1
CLE,1,1,0,0,1,0,0,1,1,4,0,1
CLENOX,3,0,0,3,15,0,0,0,0,1,1,0
CNS,5,5,1,4,4,2,1,2,3,1,3,4
cooling,0,0,1,1,1,0,0,1,0,0,1,0
Corintis,0,0,1,1,1,0,0,1,0,0,1,0
CPU,2,0,1,3,1,1,1,0,0,0,1,0
DNB,0,3,0,2,3,1,1,1,1,0,1,1
D램,1,1,0,0,0,3,5,0,1,1,0,1
EB,1,0,1,1,0,1,2,0,3,0,3,0
ELA,14,20,0,2,5,6,10,20,6,1,0,15
e스포츠,0,3,0,2,3,1,1,1,1,0,1,1
FC,0,3,0,2,3,1,1,1,1,0,1,1
for,0,0,1,1,1,0,0,2,0,0,1,0
GPU,2,0,1,3,1,1,1,0,0,0,1,0
in,0,0,1,1,1,0,0,1,0,0,1,0
is,0,0,1,1,1,0,0,1,0,0,1,0
IT,6,6,1,0,5,3,7,10,6,3,3,14
ITC,4,4,0,0,2,2,6,8,5,2,2,10
IT기기용,2,2,1,0,2,1,2,4,2,1,0,5
IT용,4,4,1,0,4,2,4,6,3,1,3,9
K-pop,3,1,2,2,1,0,0,2,1,0,1,1
KCC,2,1,1,1,0,3,2,1,4,0,4,1
KIA,0,0,1,1,0,1,0,0,0,0,1,0
KT,0,0,1,1,0,1,0,0,0,0,1,0
Laser,2,4,0,1,1,1,2,4,1,0,0,3
LCD,7,6,2,0,6,4,4,11,7,1,4,11
LCK,1,0,0,1,0,2,1,1,2,0,1,0
LED,12,10,2,3,22,5,9,14,9,3,4,11
LFD,3,4,0,1,2,0,0,3,0,0,0,3
LG,7,6,1,5,4,10,1,3,7,2,3,5
LG디스플레,18,16,1,0,11,9,12,24,16,6,7,33
LG디스플레이,7,6,1,1,7,4,6,11,5,2,3,13
LG전에서,0,0,1,0,0,2,0,0,2,0,0,0
LG화학,2,1,0,1,0,1,1,0,0,0,0,0
LLO,3,4,0,0,1,1,2,4,2,1,0,3
LTPO,4,4,0,0,1,0,2,6,1,0,0,3
LTPS,3,3,0,0,1,0,2,4,1,0,0,2
Meta,4,1,2,4,1,2,1,3,2,0,5,1
Micro-LED,10,8,1,4,20,4,8,10,7,2,4,6
NB,0,0,0,1,8,0,0,0,0,1,1,0
NPU,2,0,1,3,1,1,1,0,0,0,1,0
of,0,0,1,1,1,0,0,1,0,0,1,0
OLED,107,113,11,18,66,35,67,137,66,20,43,155
OMEN,9,14,0,3,5,0,0,8,0,0,2,10
on,0,0,1,1,1,0,0,1,0,0,1,0
Opal,2,1,1,1,2,1,0,0,0,2,0,0
or,0,0,0,0,0,0,0,1,0,0,0,0
P-Complex,0,0,0,0,4,0,0,0,0,0,1,0
PC,2,1,0,1,0,0,0,1,1,0,0,1
PCE,3,0,10,3,2,4,0,1,8,1,7,0
PC방,0,3,0,2,3,1,1,1,1,0,1,1
Pin,5,0,0,3,19,0,0,0,0,1,1,0
PLCC,0,0,0,1,1,1,0,0,0,4,0,0
Ray-Ban,4,1,2,4,1,2,1,3,2,0,5,1
RGB,3,3,2,1,5,2,1,3,2,3,1,4
RPG,4,2,1,4,0,0,0,4,2,1,2,2
Shot,5,0,0,3,19,0,0,0,0,1,1,0
SK하이닉스,1,1,0,0,0,3,5,0,1,1,0,1
SK하이닉스에,1,1,0,0,0,3,5,0,1,1,0,1
SON,1,0,0,1,0,2,1,1,2,0,1,0
SSG,1,0,1,2,0,3,1,1,2,0,2,0
SUV,4,2,0,1,3,0,1,3,2,1,3,2
TFT,3,3,0,0,1,0,2,4,1,0,0,2
TGS,7,6,1,7,2,1,1,9,3,1,5,5
that,0,0,1,1,1,0,0,1,0,0,1,0
the,0,0,1,1,1,0,0,2,0,0,1,0
to,0,0,1,1,1,0,0,2,0,0,1,0
TSMC,3,0,0,1,0,1,2,0,4,0,1,0
UPS,0,0,0,1,0,1,1,0,0,0,0,0
View,0,0,2,1,0,0,0,1,0,1,1,0
Visionox,4,4,0,0,1,1,2,4,1,0,0,3
VR,3,1,2,2,1,0,0,2,1,0,1,1
with,0,0,1,1,1,0,0,1,0,0,1,0
XR,11,6,7,11,8,3,2,15,5,3,7,8
YTN,2,1,1,1,1,0,0,2,1,0,2,1
가격지수,1,0,3,0,1,1,0,0,2,0,1,0
가격표시장치나,2,1,1,1,1,0,0,2,1,0,2,1
가능성,6,4,0,1,4,1,3,7,4,2,3,7
가동,0,0,0,2,0,2,0,0,0,0,0,0
가민,6,2,1,3,10,2,4,4,4,2,3,2
가장,5,3,0,1,1,2,0,3,1,1,1,3
가전,3,0,0,2,1,0,0,0,0,1,0,0
각각각,5,2,3,3,1,1,2,3,4,1,4,1
감독,0,0,1,1,0,3,0,0,1,0,1,0
강대권,1,0,1,1,0,1,2,0,3,0,3,0
강력한,4,2,0,1,1,0,0,2,0,1,0,2
강세,1,0,4,1,1,2,0,1,3,1,4,0
강조했다.,2,2,1,1,1,2,5,4,3,1,3,5
같은,11,8,2,4,11,3,7,9,9,0,4,6
개발,13,10,4,8,7,3,5,9,9,2,7,7
개발에,1,1,0,0,0,3,5,0,1,1,0,1
개발한,2,1,0,1,0,0,0,1,1,0,0,1
개의,2,1,1,3,0,0,0,3,1,1,2,1
개최,1,1,1,1,0,1,1,0,0,0,1,0
개편,1,0,2,2,1,1,1,0,2,1,3,0
갤럭시Z,4,2,0,1,1,0,0,2,0,1,0,2
거래,2,1,3,0,1,3,0,1,3,0,2,1
거래일,5,2,2,1,1,1,2,2,2,1,3,1
것으로,32,30,5,12,30,18,19,39,25,4,23,35
게이밍,19,29,1,9,14,2,1,15,3,2,7,19
게임,23,29,1,15,11,2,2,21,7,1,12,21
게임쇼,3,4,0,1,1,0,0,2,1,0,2,2
결혼,1,0,0,1,0,2,1,1,2,0,1,0
경구용,3,3,0,1,2,0,2,4,2,0,0,2
경기,1,0,0,2,0,2,1,1,3,0,1,0
경기에,0,0,1,1,0,1,0,0,0,0,1,0
경우,3,0,0,1,0,1,2,0,4,0,1,0
경쟁,7,6,2,3,4,2,7,13,5,2,5,12
경쟁사들,2,2,1,1,3,2,2,4,1,1,1,5
경험,11,3,5,11,4,4,2,8,5,2,9,4
고객,0,0,0,1,1,1,0,0,0,4,0,0
고객사,4,4,1,1,3,3,7,8,4,2,3,10
고성능,1,1,0,0,1,0,0,1,1,4,0,1
공개,1,0,0,1,0,2,1,1,2,0,1,0
공개된,4,2,0,1,3,0,1,3,2,1,3,2
공급,6,8,0,1,2,3,4,8,3,1,0,6
공급망,9,4,3,6,12,2,4,9,5,2,4,4
공급키로,2,4,0,0,1,1,2,4,1,0,0,3
공시,1,1,0,0,0,2,0,1,1,0,1,1
공장,3,0,0,1,0,1,2,0,4,0,1,0
공정,4,4,0,0,1,3,7,4,2,1,0,3
공정장비,3,3,0,1,2,0,2,4,2,0,0,2
공정한,2,2,0,0,1,1,4,4,2,1,2,5
과정에서,0,0,0,1,0,1,1,0,0,0,0,0
관람객들,2,1,0,3,0,1,1,3,2,0,3,1
관리하,0,0,0,0,4,0,0,0,0,0,1,0
관세,3,0,0,1,0,1,2,0,4,0,1,0
광고,1,0,2,2,1,1,1,0,2,1,3,0
광전자,2,1,0,0,0,0,0,2,0,0,0,1
광주,0,0,1,1,0,1,0,0,0,0,1,0
구글,1,2,2,1,3,1,1,5,1,1,2,3
구동,3,3,0,0,1,0,2,4,1,0,0,2
국정자원,5,7,0,3,6,4,5,7,2,0,0,5
권인하,0,0,0,0,0,2,0,0,1,0,0,0
규모,11,13,0,2,3,4,6,13,7,2,0,10
규모로,4,6,0,1,10,2,4,6,3,0,1,4
규정,0,0,1,0,0,2,0,0,2,0,0,0
규제,1,0,0,0,0,2,0,0,1,0,0,0
그는,2,2,1,1,1,2,5,4,3,1,3,5
그들,0,0,2,1,0,0,1,0,3,1,3,0
그래픽,3,4,0,1,1,0,0,2,0,0,1,3
그래픽카드,0,0,2,1,0,0,0,1,0,1,1,0
그의,0,0,1,0,0,2,0,0,2,0,0,0
근저항,3,0,0,2,1,0,0,0,0,1,0,0
글라스,4,1,2,4,1,2,1,3,2,0,5,1
글래스,3,2,2,3,2,0,0,5,1,0,1,2
금리,1,0,3,0,1,1,0,0,2,0,1,0
기기,3,2,3,4,4,2,2,5,1,1,3,3
기념식,2,2,0,0,1,1,2,4,2,1,0,5
기능,5,1,4,6,2,3,2,3,4,1,8,1
기대하고,3,2,0,0,1,1,3,3,1,0,2,5
기록,0,0,1,0,0,2,0,0,2,0,0,0
기록했다.,2,0,6,2,1,2,0,0,5,0,3,0
기반,4,1,1,5,2,2,1,3,2,2,3,2
기사,0,0,0,1,0,0,0,0,2,0,1,0
기술보호,1,0,0,1,0,0,0,0,0,0,0,0
기술에,2,2,1,0,3,1,1,4,1,1,0,5
기술주,1,0,3,2,0,1,0,0,3,0,2,0
기술지킴서비스,1,0,0,1,0,0,0,0,0,0,0,0
기업들,5,2,0,1,2,2,4,4,5,1,1,5
기업으로,5,2,3,3,1,1,2,3,4,1,4,1
기여한,4,3,0,0,1,0,1,3,0,0,0,4
기자,2,3,0,1,6,2,0,2,2,0,2,3
기존,1,0,2,2,1,1,1,0,2,1,3,0
김민석,2,0,1,2,0,1,0,0,4,1,2,0
김보라,0,0,0,0,4,0,0,0,0,0,1,0
김영호,5,3,0,0,2,1,0,4,0,0,0,3
나온다.,2,2,1,0,1,2,1,4,3,0,2,3
납품대금,2,1,0,1,0,1,0,1,3,1,0,1
낮은,0,0,2,1,0,0,1,0,3,1,3,0
내구성,4,2,0,1,1,0,0,2,0,1,0,2
내년,15,12,2,2,9,6,17,22,11,5,8,30
내달,0,0,2,2,0,1,0,0,0,0,2,0
내리,0,0,0,1,0,1,1,0,0,0,0,0
내린,1,1,0,0,0,2,0,1,1,0,1,1
냉각,0,0,2,1,0,0,0,1,0,1,1,0
넘치,6,8,0,2,2,0,0,4,0,0,2,6
네트워크,4,1,1,5,2,2,1,3,2,2,3,2
넥슨,2,1,0,1,0,0,0,1,1,0,0,1
넷마블,4,2,1,6,0,1,1,6,3,1,5,2
넷플릭스,2,0,1,4,1,1,0,0,1,2,2,0
노경은,1,0,0,1,0,2,1,1,2,0,1,0
노란색,1,1,0,0,1,0,0,1,1,4,0,1
노시환,0,0,0,0,0,5,0,0,0,0,0,0
높은,8,5,1,3,14,3,6,7,6,2,3,4
뉴스토마토,2,2,1,1,3,2,2,4,1,1,1,5
뉴시스,3,1,1,2,5,1,2,2,2,1,2,1
뉴에라,3,0,0,2,1,0,0,0,0,1,0,0
다양하게,2,1,1,1,1,0,0,2,1,0,2,1
다양한,5,5,1,4,4,2,1,2,3,1,3,4
단독,9,13,0,3,3,4,6,13,4,0,0,10
달러,3,2,0,0,2,1,2,3,3,0,2,3
대금,2,1,0,1,0,1,0,1,3,1,0,1
대만,6,2,2,4,2,1,2,5,5,0,2,2
대비,15,7,14,5,8,8,6,8,14,3,13,4
대상으로,1,1,0,0,0,1,1,0,0,0,0,0
대전,0,0,0,3,0,7,1,0,1,0,0,0
대죄,2,1,1,3,0,0,0,3,1,1,2,1
대체,0,0,1,1,0,1,0,0,0,0,1,0
대통령,2,0,1,2,0,1,0,0,4,1,2,0
대표,7,8,4,5,10,2,5,10,7,2,5,11
대한,8,6,3,2,6,7,6,12,10,5,4,15
대해,0,0,0,0,0,3,0,0,1,1,0,0
대해서,2,2,1,0,3,1,1,4,1,1,0,5
대해서도,3,2,0,0,1,1,3,3,1,0,2,5
대형,15,12,0,0,7,5,3,13,6,2,4,17
대화,1,0,0,0,0,2,0,0,1,0,0,0
더욱,4,1,3,4,2,1,1,2,5,0,7,2
덧붙였다.,2,2,0,0,1,1,2,4,1,1,1,5
데이터,1,0,0,1,0,0,0,0,0,0,0,0
덱스,4,2,0,1,1,0,0,2,0,1,0,2
도시,1,1,0,0,0,0,1,1,1,0,1,1
도움,2,2,0,0,2,1,2,4,1,1,0,5
도쿄게임쇼,10,12,0,6,4,1,1,9,3,0,6,10
동안,0,0,0,0,0,2,0,0,1,0,0,0
동행,1,1,0,0,0,1,1,0,0,0,0,0
두치와뿌꾸,0,3,0,2,3,1,1,1,1,0,1,1
듀얼,3,0,0,2,1,0,0,0,0,1,0,0
디바이스,4,2,2,5,9,0,0,5,1,1,1,2
디스플레,99,88,11,17,69,33,62,117,64,21,46,137
딜사이트,2,2,0,0,1,1,4,4,2,1,2,5
따돌릴,2,2,0,0,1,1,2,4,2,1,0,5
따라올,4,4,2,0,5,2,3,8,3,2,0,10
따르면,15,9,2,4,15,7,11,15,13,5,12,12
뛰어난,0,0,2,1,0,0,0,1,0,1,1,0
라고,0,0,2,1,0,0,1,0,3,1,3,0
라닉스,10,4,4,2,2,3,4,4,4,2,6,2
라며,2,2,1,0,2,1,2,4,2,1,0,5
라인,5,6,2,2,2,3,5,8,3,0,3,7
레이저,10,12,0,1,3,4,6,12,4,1,0,9
로봇,10,4,5,4,2,3,4,5,6,2,7,2
롤러블,4,2,0,1,3,0,1,3,2,1,3,2
류현진,0,0,1,0,0,7,0,0,2,0,0,0
리미티드,1,1,0,0,1,0,0,1,1,4,0,1
리프팅,3,0,0,2,11,0,0,0,0,1,0,0
마감했다.,2,1,4,1,1,4,0,2,4,1,5,1
마사지,3,0,0,2,1,0,0,0,0,1,0,0
마약,10,4,4,2,2,3,4,4,4,2,6,2
마운드,0,0,0,1,0,0,0,0,1,0,0,0
마이크로,11,10,2,3,22,5,9,13,10,3,5,10
마이크론,1,1,0,0,0,3,5,0,1,1,0,1
마쳤다.,1,1,0,0,0,2,0,1,1,0,1,1
마트,2,1,1,1,1,0,0,2,1,0,2,1
만나,2,2,0,0,1,1,4,4,2,1,2,5
만날,2,1,1,1,1,0,0,2,1,0,2,1
만큼,2,2,0,0,1,1,4,4,2,1,2,5
많이,3,3,0,0,1,3,2,5,2,1,2,6
말했다.,25,20,7,6,16,12,23,39,28,11,17,50
맛집,2,0,1,4,1,1,0,0,1,2,2,0
맞춤형,1,1,0,0,0,1,1,0,0,0,0,0
매수세,1,0,3,2,0,1,0,0,3,0,2,0
매장,0,3,0,2,3,1,1,1,1,0,1,1
매출,1,0,2,2,1,1,1,0,2,1,3,0
메르세데스-AMG,1,1,0,0,1,0,0,1,1,4,0,1
메모리,2,1,1,1,2,1,0,0,0,2,0,0
메인,1,1,0,0,0,0,0,2,0,0,0,1
메인보드,0,0,2,1,0,0,0,1,0,1,1,0
메타,5,3,4,5,4,3,2,8,3,1,7,4
면서,2,0,2,3,1,1,1,0,4,0,5,1
명절,2,1,0,1,0,1,0,1,3,1,0,1
모델,1,1,0,0,1,0,0,1,1,4,0,1
모두,3,2,2,1,2,1,3,3,6,1,5,3
모듈,8,2,2,3,2,1,2,2,2,2,3,1
모바일,2,1,0,1,0,0,0,1,1,0,0,1
모빌리티,20,7,7,6,3,4,6,9,9,3,11,4
모션,3,0,0,2,1,0,0,0,0,1,0,0
목표주가,1,0,4,1,1,2,0,1,3,1,4,0
무한,4,4,4,4,5,1,1,10,2,1,3,5
문제,2,0,1,2,0,1,0,0,4,1,2,0
물가지수,1,0,4,1,1,2,0,1,3,1,4,0
미국,12,1,8,13,2,6,4,3,19,1,16,2
미니,2,2,1,0,3,1,1,4,1,1,0,5
미디어텍,2,0,1,3,1,1,1,0,0,0,1,0
미래,15,9,1,1,6,4,3,13,6,2,3,14
민간,0,0,1,1,0,0,0,0,0,0,1,0
밀도,3,0,0,3,11,0,0,0,0,1,0,0
바이오,3,3,0,1,2,0,2,4,2,0,0,2
바이윈,2,1,1,1,2,1,0,0,0,2,0,0
박동원,0,0,0,0,0,3,0,0,0,0,0,0
박재욱,0,0,0,1,0,0,0,0,1,0,0,0
반도체,15,10,2,3,3,9,8,10,10,2,4,7
반도체선,1,0,0,0,0,2,0,0,1,0,0,0
반등에,1,0,3,2,0,1,0,0,3,0,2,0
받지,0,0,0,0,0,2,0,0,0,0,0,0
발생한,0,0,0,2,0,2,0,0,0,0,0,0
발행,1,0,1,1,0,1,2,0,3,0,3,0
밝기,2,3,0,0,4,1,2,3,2,0,0,2
밝혔다.,13,11,0,3,12,2,1,8,2,0,3,9
밥친구,0,0,0,1,1,1,0,0,0,4,0,0
방법,3,4,0,1,2,0,0,3,0,0,0,3
방안,0,0,0,0,0,3,0,0,1,1,0,0
방침,3,0,0,1,0,1,2,0,4,0,1,0
배민,0,0,0,1,1,1,0,0,0,4,0,0
배터리,4,1,2,5,1,3,2,3,2,0,5,1
병살타로,0,0,0,0,0,3,0,0,0,0,0,0
보는,3,1,2,2,1,2,0,2,2,0,1,1
보도자료,1,0,0,1,3,0,0,0,0,0,0,0
보석금,0,0,0,1,0,0,0,0,2,0,1,0
보안,1,0,0,1,0,0,0,0,0,0,0,0
보완,3,2,2,3,2,0,0,5,1,0,1,2
보이스피싱,2,0,1,4,1,1,0,0,1,2,2,0
본원,0,0,0,2,0,2,0,0,0,0,0,0
볼넷,0,0,1,0,0,2,0,0,2,0,0,0
부사장,9,6,0,0,3,1,1,7,0,0,0,7
부스,6,3,1,7,0,1,1,7,4,1,5,3
부유세,0,0,2,1,0,0,1,0,3,1,3,0
부자,0,0,2,1,0,0,1,0,3,1,3,0
부품,15,6,7,5,3,4,6,7,8,3,10,3
북미,3,2,0,0,1,1,3,3,1,0,2,5
북한,2,0,1,2,0,1,0,0,4,1,2,0
분야,5,1,0,1,0,0,0,2,1,0,1,1
분야에서,5,1,0,1,0,0,0,2,1,0,1,1
불꽃,0,0,0,1,0,0,0,0,1,0,0,0
브레이커스,19,24,0,7,8,0,0,14,3,0,6,18
비롯해,6,8,0,2,2,0,0,4,0,0,2,6
비엔엠컴퍼니,0,3,0,2,3,1,1,1,1,0,1,1
비율,3,0,0,1,0,1,2,0,4,0,1,0
비자,2,0,1,2,0,1,0,0,4,1,2,0
비전옥스,7,12,0,1,3,3,6,12,4,1,0,9
빠른,3,4,0,1,1,0,0,2,0,0,1,3
사업,16,13,4,4,9,6,8,17,14,4,8,18
사장,33,32,5,2,24,19,35,57,30,15,15,75
산업,24,19,4,8,12,11,8,20,16,3,14,27
산업용,5,2,3,3,1,1,2,3,4,1,4,1
산업통상자원부,4,3,0,0,1,0,1,3,0,0,0,4
삼성,7,3,1,4,1,4,1,4,5,2,2,3
삼성디스플레,16,15,2,3,12,6,18,25,13,5,10,33
삼성디스플레이,35,39,5,9,22,8,21,44,17,6,17,56
삼성전자,5,7,4,4,6,4,6,11,3,2,3,7
삼성카드,0,0,0,1,1,1,0,0,0,4,0,0
삼진,0,0,1,0,0,2,0,0,2,0,0,0
삼현,10,4,4,2,2,3,4,4,4,2,6,2
상반기,2,2,0,0,1,1,2,4,1,1,1,5
상승한,1,0,3,2,0,1,0,0,3,0,2,0
상승했다.,2,0,7,1,2,3,0,1,5,1,5,0
새로운,2,0,0,1,4,0,0,0,0,0,0,0
색상으로,0,0,2,1,0,0,0,1,0,1,1,0
생산,8,5,2,2,2,2,7,8,7,0,4,6
생산라인,16,22,2,2,10,8,13,27,10,3,1,26
샤오미,1,1,0,0,0,0,0,2,0,0,0,1
서밋,0,0,1,1,0,0,0,0,0,0,1,0
서비스,10,8,3,11,9,8,6,10,6,3,6,7
서울고,0,0,0,1,0,0,0,0,1,0,0,0
선발,0,0,1,1,0,1,0,0,0,0,1,0
선수들,2,0,1,4,1,1,0,0,1,2,2,0
설계,2,0,1,3,1,1,1,0,0,0,1,0
설명했다.,0,0,0,1,0,4,1,0,1,1,0,0
섬마,1,1,0,0,0,1,1,0,0,0,0,0
섬섬,1,1,0,0,0,1,1,0,0,0,0,0
성공,1,1,0,0,0,1,1,0,0,0,0,0
성공적,0,0,1,1,0,0,0,0,0,0,1,0
성공했다.,1,0,3,2,0,1,0,0,3,0,2,0
성능,12,4,5,11,6,4,2,6,2,6,5,4
성분,4,0,0,1,8,0,0,0,0,0,0,0
성장세,1,2,1,0,3,1,1,3,2,1,1,4
성장할,2,3,0,0,4,1,2,3,2,0,0,2
세계,20,15,2,3,7,2,3,17,7,1,7,19
세금,0,0,2,1,0,0,1,0,3,1,3,0
세상만사,1,0,1,1,0,1,2,0,3,0,3,0
세액공제,2,2,0,0,1,0,0,4,3,1,4,4
세율,0,0,2,1,0,0,1,0,3,1,3,0
세제,4,4,0,0,2,2,6,8,5,2,2,10
센서,5,2,2,1,1,2,2,2,2,1,3,1
셀트론,3,0,0,2,1,0,0,0,0,1,0,0
소득세,0,0,2,1,0,0,1,0,3,1,3,0
소비,1,0,3,2,0,1,0,0,3,0,2,0
소재,0,0,0,1,0,0,0,0,2,0,1,0
속도감,3,4,0,1,1,0,0,2,0,0,1,3
손흥민,1,0,0,1,0,2,1,1,2,0,1,0
솔루션,5,2,3,3,1,1,2,3,4,1,4,1
수리,1,1,0,0,0,1,1,0,0,0,0,0
수명,2,3,0,0,4,1,2,3,2,0,0,2
수상했다.,4,3,0,0,1,0,1,3,0,0,0,4
수요,1,1,0,0,0,0,1,1,1,0,1,1
수율,1,1,0,0,0,3,5,0,1,1,0,1
수준,1,0,0,1,0,0,0,0,0,0,0,0
수출,4,3,0,0,1,0,1,3,0,0,0,4
수치,1,0,3,2,0,1,0,0,3,0,2,0
순환,3,0,0,2,1,0,0,0,0,1,0,0
슈퍼리치,0,0,2,1,0,0,1,0,3,1,3,0
스냅드래곤,4,1,1,5,2,2,1,3,2,2,3,2
스마트워치,12,11,1,4,24,5,10,13,9,2,4,8
스마트폰,10,2,4,12,4,5,3,6,4,2,9,3
스타디움,0,3,0,2,3,1,1,1,1,0,1,1
스타벅스,0,0,0,1,1,1,0,0,0,4,0,0
스타트업,2,0,2,3,1,1,1,0,4,0,5,1
스타트업들,2,0,2,3,1,1,1,0,4,0,5,1
스타트업에,2,0,2,3,1,1,1,0,4,0,5,1
스트레처블,5,3,0,0,2,1,0,4,0,0,0,3
스티어링,1,1,0,0,1,0,0,1,1,4,0,1
스포츠,1,0,0,1,0,2,1,1,2,0,1,0
승리,0,0,0,0,0,2,0,0,0,0,0,0
승부,0,0,0,1,0,0,0,0,1,0,0,0
시기,2,2,0,0,1,1,4,4,2,1,2,5
시대,2,0,1,3,1,1,1,0,0,0,1,0
시민,1,0,0,0,0,5,0,0,2,1,0,0
시민들,0,0,0,0,0,3,0,0,1,1,0,0
시스템,7,3,3,4,2,1,2,4,5,5,4,2
시연,2,1,0,3,0,1,1,3,2,0,3,1
시장에,2,3,0,0,5,1,2,3,2,0,1,2
시장에서,2,0,2,3,1,1,1,0,4,0,5,1
시즌,1,0,1,1,0,7,1,1,4,0,1,0
신규,5,9,0,1,2,2,5,9,3,0,1,7
신설,1,0,0,0,0,2,0,0,1,0,0,0
신시장,3,2,0,0,1,1,2,2,2,0,0,5
신작,10,10,1,8,3,1,1,11,3,1,6,8
신작게임,3,4,0,1,1,0,0,2,0,0,1,3
신한카드,0,0,0,1,1,1,0,0,0,4,0,0
실적,13,12,0,0,7,7,9,17,11,5,7,25
쓰이,2,1,1,1,1,0,0,2,1,0,2,1
씨는,0,0,0,1,0,0,0,0,2,0,1,0
아니라,3,1,2,2,1,0,0,2,1,0,1,1
아래,4,2,0,1,1,0,0,2,0,1,0,2
아산,1,1,0,0,0,0,1,1,1,0,1,1
아쉽게,0,0,0,0,0,2,0,0,0,0,0,0
아직,6,2,1,3,10,2,4,4,4,2,3,2
아티스트,3,1,2,2,1,0,0,2,1,0,1,1
안경,1,2,2,1,3,1,1,5,1,1,2,3
안랩,5,5,1,4,4,2,1,2,3,1,3,4
안전,0,0,0,0,0,3,0,0,1,1,0,0
안정훈,2,2,1,1,3,2,2,4,1,1,1,5
않는,0,0,0,1,0,0,0,0,1,0,0,0
앞당겨,2,1,0,1,0,1,0,1,3,1,0,1
앞두고,2,1,0,1,0,1,0,1,3,1,0,1
앞서,6,6,1,1,3,4,11,12,8,3,5,15
앞으로,2,1,1,1,1,0,0,2,1,0,2,1
애니메이션,7,6,1,5,1,0,0,6,3,1,4,4
애플,10,6,4,5,6,3,10,11,6,1,8,14
액션,4,2,1,4,0,0,0,4,2,1,2,2
야구,0,0,0,1,0,0,0,0,1,0,0,0
야외에서도,3,1,0,1,5,1,2,2,2,1,1,1
양산,7,5,0,0,2,5,9,5,5,2,0,11
양현종,0,0,1,1,0,1,0,0,0,0,1,0
업계,15,12,6,5,10,5,13,24,14,2,12,22
업그레이드,4,2,0,1,1,0,0,2,0,1,0,2
업종,3,3,0,1,2,0,2,4,2,0,0,2
업체,4,6,0,0,9,2,4,6,4,0,1,4
업체인,1,0,0,1,0,0,0,0,0,0,0,0
없는,2,0,1,5,1,1,0,0,2,2,2,0
에디션,1,1,0,0,1,0,0,1,1,4,0,1
에서,3,2,0,0,2,1,2,3,3,0,2,3
에이스,0,0,1,0,0,2,0,0,2,0,0,0
에이전트,1,0,2,2,1,1,1,0,2,1,3,0
엔씨,3,4,0,1,1,0,0,2,0,0,1,3
엔씨소프트,14,19,0,5,7,0,0,11,2,0,5,14
엔진,3,0,0,2,1,0,0,0,0,1,0,0
엣지파운드리,5,2,2,1,1,2,2,2,2,1,3,1
