org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
다이렉트,2,5,3,2,2,5,2,4
다이캐스팅,0,4,1,2,0,3,2,4
달러,1,3,3,1,1,4,1,2
달리는데,2,2,2,2,1,3,3,2
달성,1,4,3,3,2,3,3,3
당시,0,0,0,1,2,0,1,2
대박,0,1,2,3,1,1,2,0
대비,8,12,13,14,6,11,13,13
대표,3,3,3,1,2,2,2,4
대한,1,2,3,2,3,4,2,4
대형,2,5,3,2,2,5,2,4
대화,4,3,1,0,5,2,0,3
데이터,2,7,4,3,4,8,2,5
데이터베이스,0,3,2,2,1,4,1,2
데이터센터,2,2,2,2,1,3,3,2
도전기업,2,4,2,1,3,4,1,3
두산에너빌리티,1,3,3,1,1,4,1,2
디스플레,4,3,3,5,1,3,6,9
디자인,0,0,0,1,2,0,1,2
디지털데일리,2,2,2,2,1,3,3,2
롯데월드,1,1,0,2,0,1,2,2
리어,0,0,0,1,2,0,1,2
마스크,2,2,3,5,1,3,5,5
많은,2,2,2,2,1,3,3,2
말했다.,1,3,3,1,1,4,1,2
매출,1,9,9,11,4,6,8,7
매출액,0,4,1,2,0,3,2,4
맥스,1,2,3,0,2,2,2,3
머니투데이방송,0,1,2,3,1,1,2,0
메탈,2,2,3,5,1,3,5,5
모델,4,8,8,4,10,10,6,12
문제,2,2,2,2,1,3,3,2
물량,0,4,1,2,0,3,2,4
미국,5,8,7,2,3,8,2,4
미니,0,0,1,0,1,0,1,1
박재홍,5,2,2,0,3,4,0,3
반도체,9,16,15,19,8,16,17,18
반응,1,2,3,2,3,4,2,4
밝혔다.,1,4,3,3,2,3,3,3
배송,1,2,3,0,2,2,2,3
백서,2,4,2,1,3,4,1,3
버설,3,3,3,1,2,2,2,4
벡터,0,3,2,2,1,4,1,2
벡터DB,0,3,2,2,1,4,1,2
보조금,4,5,4,1,2,4,1,2
부품,1,2,3,2,3,4,2,4
분석,2,4,4,4,2,5,5,5
분위기,0,0,0,1,2,0,1,2
비전,2,4,2,1,3,4,1,3
사업,2,5,5,8,2,7,7,9
사진,2,4,3,3,1,5,3,4
산업,7,9,5,4,7,8,4,7
삼성,1,2,3,2,3,4,2,4
삼성전기,1,5,5,4,2,3,3,3
삼성전자,0,3,3,3,2,4,3,5
상승,1,5,5,4,2,3,3,3
상장,0,4,1,2,0,3,2,4
새로운,0,0,0,1,2,0,1,2
서버,1,5,5,4,2,3,3,3
서비스,0,3,2,2,1,4,1,2
선박,5,5,5,5,3,5,5,5
선보인다.,1,1,0,2,0,1,2,2
설명했다.,3,3,3,1,2,2,2,4
성능,3,3,3,1,2,2,2,4
성장,1,8,7,8,3,5,6,7
세계,5,5,5,5,3,5,5,5
소니드,2,4,4,4,2,5,5,5
소재,0,3,2,4,1,2,3,4
솔루션,2,4,4,4,2,5,5,5
수요,6,10,10,9,5,8,8,8
수익,4,5,4,1,2,4,1,2
수주,0,4,1,2,0,3,2,4
수출,1,4,3,3,2,3,3,3
슈퍼브에이아,2,4,2,1,3,4,1,3
슈퍼브에이아이,2,4,2,1,3,4,1,3
스코다,0,0,0,1,2,0,1,2
스타트업,2,4,2,1,3,4,1,3
스트라드비젼,3,3,3,1,2,2,2,4
스트리트,1,1,0,2,0,1,2,2
시그널,0,1,2,3,1,1,2,0
시대,2,5,4,4,2,7,4,4
시리즈,2,4,6,2,5,6,4,7
시스템,2,1,0,0,0,0,1,4
시장에서,0,3,2,3,1,4,2,4
식각,0,3,2,4,1,2,3,4
실적,0,1,2,3,1,1,2,0
쓰리빌리언,2,4,4,4,2,5,5,5
아이폰,2,4,6,2,5,6,4,7
않습니까,5,2,2,0,3,4,0,3
애플,2,4,6,2,5,6,4,7
어드바이저,0,1,2,3,1,1,2,0
어드벤처,1,1,0,2,0,1,2,2
업계,4,5,4,3,6,5,2,6
에어,1,2,3,2,3,4,2,4
엣지,3,3,3,1,2,2,2,4
연구원,0,3,2,4,1,2,3,4
영국,3,3,1,1,3,1,0,2
영국병,3,3,1,1,3,1,0,2
영업이익,1,9,6,6,2,6,5,7
예감,0,1,2,3,1,1,2,0
오버행,0,4,1,2,0,3,2,4
오픈소스,0,3,2,2,1,4,1,2
오후,1,1,0,2,0,1,2,2
올인원,2,1,0,0,0,0,1,4
올해,5,9,6,7,3,8,7,9
우려로,0,4,1,2,0,3,2,4
우리,5,2,2,0,3,4,0,3
운전자,2,1,0,0,0,0,1,4
운행,2,1,0,0,0,0,1,4
원자로,1,3,3,1,1,4,1,2
원작,0,0,0,1,2,0,1,2
원전,1,3,3,1,1,4,1,2
월드,1,1,0,2,0,1,2,2
유리기판,0,3,2,4,1,2,3,4
의료,2,4,4,4,2,5,5,5
이게,5,2,2,0,3,4,0,3
이런,4,5,4,1,2,4,1,2
이슬,0,1,2,3,1,1,2,0
인프라,2,2,2,2,1,3,3,2
일반,1,2,3,0,2,2,2,3
임기,1,4,3,3,2,3,3,3
임베디드,3,3,3,1,2,2,2,4
임종인,5,2,2,0,3,4,0,3
있는,5,2,2,0,3,4,0,3
있다,0,7,3,6,1,5,5,8
있다.,26,51,39,32,29,52,32,50
있으며,2,1,0,0,0,0,1,4
있음.,5,5,5,5,3,5,5,5
있지만,2,2,2,2,1,3,3,2
자동차,1,4,3,3,2,3,3,3
자율주행,3,3,3,1,2,2,2,4
장비,4,7,6,7,3,8,7,9
적중,0,1,2,3,1,1,2,0
전략,2,2,2,2,1,3,3,2
전망,5,5,5,5,3,5,5,5
전용,2,1,0,0,0,0,1,4
전작권,1,4,3,3,2,3,3,3
전장,1,5,5,4,2,3,3,3
전주,5,5,5,5,3,5,5,5
전환,1,7,5,6,3,7,5,7
점유율,0,3,2,3,1,4,2,4
정부,2,7,6,4,3,7,4,5
정종택,0,1,2,3,1,1,2,0
정책,4,5,4,1,2,4,1,2
제로,2,4,2,1,3,4,1,3
제작,1,3,3,1,1,4,1,2
제조,2,2,3,5,1,3,5,5
제품,3,11,9,11,3,9,10,12
좀비,1,1,0,2,0,1,2,2
주가,0,4,1,2,0,3,2,4
주요,2,4,4,4,2,5,5,5
중국,5,8,7,8,4,9,7,9
중심,0,1,2,3,1,1,2,0
지난,4,8,6,4,3,8,3,6
지원,1,3,3,1,1,4,1,2
직후,0,4,1,2,0,3,2,4
진단,2,4,4,4,2,5,5,5
질환,2,5,6,7,3,6,7,5
차익,4,5,4,1,2,4,1,2
첨단,2,5,3,2,2,5,2,4
청년들,4,3,1,0,5,2,0,3
축제,1,1,0,2,0,1,2,2
출시,1,2,3,2,3,4,2,4
충분한,4,3,1,0,5,2,0,3
카메라,1,2,3,0,2,2,2,3
캐논,2,5,3,2,2,5,2,4
캐디,3,3,1,1,3,1,0,2
컨셉,0,0,0,1,2,0,1,2
컨테이너선,5,5,5,5,3,5,5,5
켐트로닉스,0,3,2,4,1,2,3,4
코스피,1,4,3,3,2,3,3,3
콘텐츠,1,1,0,2,0,1,2,2
쿠퍼티노,1,2,3,0,2,2,2,3
택시,2,1,0,0,0,0,1,4
테라파워,1,3,3,1,1,4,1,2
통일교,1,4,3,3,2,3,3,3
통합해,2,1,0,0,0,0,1,4
투자,4,3,1,0,5,2,0,3
파편화,4,5,4,1,2,4,1,2
판매,1,2,3,0,2,2,2,3
패널,0,3,2,4,1,2,3,4
패키징,2,5,3,2,2,5,2,4
퍼레이드,1,1,0,2,0,1,2,2
펠리시아,0,0,0,1,2,0,1,2
평가,1,2,3,2,3,4,2,4
포스트그레SQL,0,3,2,2,1,4,1,2
포켓몬,1,1,0,2,0,1,2,2
프랑스,3,3,1,1,3,1,0,2
프로,1,2,3,0,2,2,2,3
프리미엄,0,3,2,3,1,4,2,4
프티세니외르,0,0,0,1,2,0,1,2
플랫폼,2,7,4,4,4,8,3,7
필옵틱스,2,2,3,5,1,3,5,5
핌스,2,2,3,5,1,3,5,5
한국,1,2,3,2,3,4,2,4
한라캐스트,0,4,1,2,0,3,2,4
해킹,5,2,2,0,3,4,0,3
핵심,0,3,2,3,1,4,2,4
현대적으로,0,0,0,1,2,0,1,2
현실,3,3,1,1,3,1,0,2
현장,3,3,1,1,3,1,0,2
현재,3,3,3,1,2,2,2,4
협력,1,3,3,1,1,4,1,2
호러,1,1,0,2,0,1,2,2
확대,0,1,2,3,1,1,2,0
회로,2,5,3,2,2,5,2,4
후공정,2,5,3,2,2,5,2,4
