org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
가전,1,2,1,0,0,0,0,0
가정용,1,0,0,0,0,0,1,0
가치,2,1,2,0,0,2,1,0
각각각,2,2,4,0,3,4,1,1
각종,0,1,2,0,1,2,0,1
감독,1,0,2,0,1,3,0,0
강력한,3,2,4,2,2,4,1,2
강세,1,1,1,1,0,3,0,0
강조했다.,1,2,5,3,4,2,0,5
갖고,1,1,0,0,0,1,0,0
같은,6,4,12,8,9,9,4,6
개그맨,0,0,1,0,0,0,0,0
개막식,1,1,1,0,0,0,2,0
개발,6,8,13,8,10,8,4,6
개발한,1,1,3,0,1,0,0,1
개의,2,1,3,0,2,4,1,1
갤럭시Z,1,2,3,2,2,1,0,2
거래,0,0,1,0,1,0,2,1
거래일,0,1,4,1,3,1,1,1
거실,1,0,0,0,0,0,1,0
건물,1,1,0,0,0,0,1,0
검찰,2,1,1,0,0,2,2,0
것으로,16,18,41,29,35,23,6,28
것이,0,0,0,0,0,1,1,0
것이다.,2,1,1,0,0,2,2,0
것입니다.,0,0,0,0,0,1,1,0
게이밍,3,32,23,18,16,5,0,14
게임,7,31,28,15,19,7,2,15
게임쇼,1,5,3,2,2,1,0,2
경구용,2,1,4,3,4,1,1,2
경우,2,1,2,0,1,3,1,0
경쟁,4,7,9,9,12,6,1,12
경쟁사들,2,1,4,5,4,1,2,5
경제,4,2,4,0,2,2,2,0
경찰,2,1,1,0,0,2,2,0
경험,10,6,11,1,5,14,3,4
고객,4,1,0,0,1,2,2,0
고객사,2,3,8,6,8,3,1,10
고막,0,0,0,0,0,1,2,0
고성능,1,0,2,0,1,0,0,1
고인,0,0,1,0,0,0,0,0
공개,2,1,1,0,1,5,1,1
공개된,1,3,3,2,3,1,0,2
공급,2,2,7,4,10,3,1,6
공급망,5,5,7,9,6,12,0,4
공급키로,0,1,2,2,5,1,0,3
공시,0,0,1,0,1,0,2,1
공장,2,1,3,0,0,1,2,0
공정,0,1,3,2,5,1,0,2
공정장비,2,1,4,3,4,1,1,2
공정한,1,2,3,3,4,1,0,5
공지,2,0,1,0,0,0,1,0
과정,0,1,0,0,0,2,0,0
관계자,1,1,1,0,0,0,2,0
관람객,2,2,1,0,1,0,1,0
관련,1,1,0,0,0,3,1,0
관리,3,1,2,0,0,3,1,0
관리하,0,0,0,2,0,1,0,0
관세,3,1,2,0,1,2,1,0
광전자,1,0,3,0,1,1,0,1
교수,0,1,1,0,0,2,0,0
교수법,0,1,1,0,0,1,0,0
교수자들,0,1,1,0,0,1,0,0
교육,0,1,1,0,0,1,0,0
교제,0,0,0,0,0,1,1,0
구글,1,2,4,4,5,4,0,4
구금,1,1,2,0,2,3,2,0
구동,0,1,3,2,5,1,0,2
구치소,1,1,1,0,2,2,1,0
국가,1,1,0,0,0,0,1,0
국가정보자원관리원,3,0,1,0,1,0,2,0
국악,0,1,0,0,0,2,0,0
국적자,1,1,2,0,0,1,3,0
권재관,0,0,1,0,0,0,0,0
귀국,1,1,1,0,0,0,2,0
규모,1,5,14,6,17,3,5,10
규모로,4,3,6,8,6,4,0,4
규정,1,1,1,0,0,2,2,0
그는,1,2,7,3,5,4,0,5
그래픽,0,4,3,2,2,1,0,2
그래픽카드,0,0,0,0,1,1,0,0
그러한,2,1,1,0,0,2,2,0
그의,0,0,2,0,1,2,0,0
근저항,1,2,1,0,0,0,0,0
글라스,5,2,3,0,2,5,0,1
글래스,3,4,4,3,5,9,1,3
금값,3,1,2,0,1,2,1,0
금리,3,1,2,0,1,2,1,0
금시세,3,1,2,0,1,2,1,0
금지,0,0,0,0,0,1,1,0
긍정적인,0,0,0,0,0,1,2,0
기기,1,2,4,4,5,4,0,4
기념식,2,1,4,3,4,0,1,4
기능,5,2,3,0,2,6,0,1
기대하고,0,1,4,3,3,2,0,5
기반,3,2,4,1,2,4,1,2
기부,1,0,0,0,0,0,1,0
기쁠,0,0,0,0,0,1,1,0
기술에,1,1,3,5,4,1,2,4
기억,1,1,0,0,0,0,1,0
기업들,1,1,3,3,4,1,1,5
기업으로,2,2,4,0,3,4,1,1
기여한,0,2,4,3,4,1,2,3
기자,4,5,5,4,3,6,3,2
기자세종대왕님,0,0,0,0,0,2,0,0
기준,1,0,2,0,0,1,0,0
기준이다.,1,0,2,0,0,1,0,0
기지촌,1,1,0,0,0,0,1,0
기회,0,0,0,0,0,2,2,0
기획전,2,0,3,0,0,2,2,0
김보라,0,0,0,2,0,1,0,0
김영호,1,2,4,4,4,1,2,3
김태형,1,0,0,0,0,1,0,0
나는,0,0,0,0,0,3,1,0
나라,2,1,1,0,0,2,2,0
나서며,0,0,0,0,0,1,1,0
나온다.,0,1,5,2,4,2,2,2
나이,0,0,0,0,0,2,0,0
나트륨이온,1,1,1,0,1,1,1,0
난청,0,0,0,0,0,1,2,0
날입니다.,0,0,0,0,0,2,3,0
남의,0,0,0,0,0,2,0,0
남편,0,0,0,0,0,1,1,0
납품대금,0,0,3,0,1,0,4,1
내구성,1,2,3,2,2,1,0,2
내년,5,9,24,20,22,9,3,30
내린,0,0,1,0,1,0,2,1
냉각,0,0,0,0,1,1,0,0
넘게,1,1,0,0,0,0,1,0
넘어,0,1,0,0,0,2,0,0
넘치,0,8,6,4,4,1,0,4
네트워크,3,2,4,1,2,4,1,2
넥슨,1,1,3,0,1,0,0,1
넷마블,4,3,4,0,3,4,2,1
노란색,1,0,2,0,1,0,0,1
노시환,0,0,0,0,0,1,2,0
노인,0,0,0,0,0,2,0,0
노인들,0,0,0,0,0,2,0,0
노트북,1,1,0,0,0,1,0,0
높은,9,4,9,10,5,10,1,4
뇌의,0,0,0,0,0,1,0,0
누구나,1,0,0,0,0,0,1,0
누적,0,0,0,0,0,1,0,0
뉴스토마토,2,1,4,5,4,1,2,5
뉴시스,2,1,3,3,1,7,3,1
뉴에라,1,2,1,0,0,0,0,0
뉴욕,1,1,0,0,0,1,0,0
다양하게,0,0,3,1,2,2,0,1
다양한,2,5,5,5,3,3,2,3
단계,2,0,1,0,0,0,1,0
단독,3,4,10,6,16,4,1,10
단어,1,1,0,0,0,1,0,0
단위,3,1,0,0,0,1,1,0
단체,2,1,2,0,0,2,1,0
달러,2,2,7,2,4,0,3,2
달리기,0,0,0,0,0,1,0,0
대관,1,0,0,0,1,1,1,0
대금,0,0,3,0,1,0,4,1
대만,1,3,3,3,4,5,0,2
대미,1,1,2,0,1,0,1,0
대비,5,8,18,7,9,13,3,4
대신,1,1,1,0,0,0,2,0
대전,1,0,1,0,1,2,3,0
대죄,2,1,3,0,2,4,1,1
대체,2,0,1,0,0,0,1,0
대타,0,0,0,0,0,1,2,0
대통령,5,3,4,0,2,5,3,0
대표,6,8,16,11,10,8,4,10
대학,0,1,1,0,0,1,0,0
대한,7,5,12,12,13,5,6,13
대해서,1,1,3,5,4,1,2,4
대해서도,0,1,4,3,3,2,0,5
대형,2,7,13,10,11,4,6,10
대형가전,1,0,0,0,0,0,1,0
대회,1,1,2,0,0,1,3,0
댓글,0,1,1,0,0,1,0,0
더욱,0,0,3,1,2,2,1,1
더퍼블릭,6,3,3,0,2,6,3,0
덧붙였다.,1,1,3,3,4,1,1,5
데이트,0,0,0,0,0,1,1,0
덱스,1,2,3,2,2,1,0,2
도경완,0,0,0,0,0,1,1,0
도널드,1,1,0,0,0,3,1,0
도시,0,0,2,0,1,0,0,1
도움,1,1,3,3,4,1,1,5
도원암귀,2,2,1,0,1,0,1,0
도중,1,0,0,0,0,1,0,0
도쿄게임쇼,2,13,11,6,7,2,1,6
도쿄게임쇼에,2,2,1,0,1,0,1,0
동명불원,0,0,0,1,0,0,1,1
동반한,0,0,1,0,0,1,1,0
동안,1,1,1,0,0,3,2,0
두께,0,0,0,0,0,2,0,0
두레방,1,1,0,0,0,0,1,0
두치와뿌꾸,1,3,2,2,2,0,0,1
듀얼,1,2,1,0,0,0,0,0
드라마타이즈,0,0,2,0,1,2,0,0
등을,2,0,1,0,0,0,1,0
등판,1,1,2,0,0,4,4,0
등판해,1,1,1,0,0,2,2,0
디바이스,1,3,3,7,4,7,0,2
디스플레,37,71,138,109,119,46,30,124
디아즈,0,0,0,0,0,0,1,0
디자인,0,0,0,0,0,2,0,0
딜사이트,1,2,3,3,4,1,0,5
따돌릴,2,1,4,3,4,0,1,4
따라,0,0,0,0,0,1,2,0
따라올,2,2,7,9,8,1,4,8
따르면,8,10,19,13,14,15,5,10
뛰는,0,0,1,0,0,1,1,0
뛰어난,0,0,0,0,1,1,0,0
라고,2,0,0,0,0,6,0,0
라닉스,0,2,8,2,6,3,3,2
라며,3,1,4,4,4,4,2,4
라인,4,3,8,4,9,7,4,7
러브,0,0,0,0,0,1,1,0
럭키,2,0,0,0,0,4,0,0
레이저,2,4,10,6,15,4,1,9
로봇,2,5,13,4,9,8,4,6
로펌,1,1,1,0,2,2,1,0
롤러블,1,3,3,2,3,1,0,2
롯데,1,0,0,0,0,1,0,0
루이제,1,0,0,0,0,0,1,0
류현진,1,1,2,0,0,4,4,0
리그,0,0,0,0,0,0,1,0
리미티드,1,0,2,0,1,0,0,1
리얼리티,0,0,0,0,0,1,1,0
리튬이온,1,0,0,0,1,0,1,0
리틀,1,1,1,0,0,0,2,0
리프팅,0,0,1,6,0,2,0,0
마감했다.,1,1,2,1,1,3,2,1
마라톤,0,0,1,0,0,2,1,0
마사지,1,2,1,0,0,0,0,0
마세요.,1,1,0,0,0,4,2,0
마약,0,2,8,2,6,3,3,2
마음,0,0,0,0,0,2,3,0
마이,0,0,0,0,0,1,1,0
마이크,1,0,0,0,0,1,0,0
마이크로,9,6,15,18,11,11,2,9
마지막,1,0,0,0,0,1,0,0
마쳤다.,0,0,1,0,1,0,2,1
마트,0,0,3,1,2,2,0,1
만나,1,2,3,3,4,1,0,5
만날,0,0,3,1,2,2,0,1
만에,2,4,4,0,0,7,1,0
만큼,1,2,3,3,4,1,0,5
많이,1,1,4,3,5,1,3,6
말에,2,0,0,0,0,6,0,0
말했다.,12,17,40,34,40,8,11,46
매장,3,4,4,2,2,2,1,1
메르세데스-AMG,1,0,2,0,1,0,0,1
메리츠증권,3,1,0,0,0,1,1,0
메모리,1,3,1,1,0,2,0,0
메시지,0,0,2,0,1,2,0,0
메인,0,0,1,0,2,0,0,1
메인보드,0,0,0,0,1,1,0,0
메타,8,4,6,4,7,11,1,5
명절,3,0,6,0,1,2,7,1
모델,1,0,2,0,1,0,0,1
모두,4,5,11,2,3,6,2,2
모듈,1,3,5,1,3,1,1,1
모바일,3,1,4,0,1,3,0,1
모빌리티,2,5,14,2,11,7,4,4
모션,1,2,1,0,0,0,0,0
모으기,3,1,0,0,0,1,1,0
목표주가,1,1,1,1,0,3,0,0
무한,2,4,5,7,8,7,0,5
문제,2,0,0,0,0,1,2,0
묻는,1,0,0,0,0,1,0,0
물가,1,2,2,0,0,3,0,0
물가지수,1,1,1,1,0,3,0,0
물건,2,1,1,0,0,2,2,0
물품,1,0,0,0,0,0,1,0
뮤비,0,0,2,0,1,2,0,0
뮤직비디오,0,0,2,0,1,2,0,0
미국,13,10,12,0,4,15,5,1
미니,1,1,3,5,4,1,2,4
미드니켈,1,1,1,0,1,1,1,0
미디어,0,0,0,0,0,1,1,0
미디어아트,0,1,0,0,0,2,0,0
미래,2,4,10,8,10,1,4,8
미사,1,0,0,0,1,1,1,0
미션,0,1,0,0,0,2,0,0
미셸,1,1,0,0,0,1,0,0
미술품,1,1,0,0,0,1,0,0
민주당,2,1,1,0,0,2,2,0
밀도,0,0,1,6,0,2,0,0
바다마라톤,0,0,1,0,0,1,1,0
바스키아,1,1,0,0,0,1,0,0
바이오,2,1,4,3,4,1,1,2
바이윈,1,3,1,1,0,2,0,0
박지윤,0,0,0,0,0,1,1,0
반도체,0,4,9,5,13,3,1,7
반려인들,1,0,2,0,0,1,0,0
반주기,1,0,0,0,0,0,1,0
밝기,2,1,5,4,3,2,0,2
밝혔다.,2,11,11,12,10,4,3,7
방법,0,4,3,3,3,0,0,2
방산,2,1,2,0,1,3,1,0
배터리,10,6,8,0,6,12,5,3
백합,2,0,0,0,0,6,0,0
번트,0,0,0,0,0,1,2,0
범죄,2,1,1,0,0,2,2,0
변호사,1,1,1,0,2,2,1,0
변화,2,1,3,4,3,3,3,2
보급형,1,1,1,0,1,1,1,0
보는,1,1,4,0,1,3,1,1
보니,1,1,1,0,2,2,1,0
보도자료,0,0,0,2,0,1,0,0
보석,1,1,2,0,2,3,2,0
보석으로,1,1,1,0,0,0,2,0
보완,1,3,3,3,4,5,0,2
보청기,0,0,0,0,0,1,2,0
볼넷,1,1,2,0,0,4,4,0
볼륨,0,0,0,0,0,1,2,0
부담금,2,1,2,0,0,2,1,0
부사장,1,4,8,7,8,2,4,6
부스,5,4,7,0,4,4,2,2
부품,2,4,12,2,9,7,4,3
북미,0,1,4,3,3,2,0,5
분야,0,1,2,0,2,0,0,1
분야에서,0,1,2,0,2,0,0,1
불자들에게,0,0,0,1,0,0,1,1
브레이커스,2,25,22,13,14,3,0,13
비롯해,0,8,6,4,4,2,0,4
비엔엠컴퍼니,1,3,2,2,2,0,0,1
비전옥스,2,4,11,8,20,5,1,12
비즈월드,1,0,0,0,0,0,1,0
비트버니,1,0,0,0,0,0,2,0
비하인드,2,1,2,0,0,2,1,0
빠른,0,4,3,2,2,1,0,2
사건,3,2,2,0,2,4,3,0
사람,3,0,2,0,0,8,1,0
사람들,0,0,0,0,0,2,0,0
사랑,0,0,0,1,0,1,2,1
사료,1,0,2,0,0,1,0,0
사업,6,7,17,10,14,7,6,11
사이트,2,0,1,0,0,0,1,0
사장,17,24,58,51,57,13,16,69
사진,0,1,2,0,1,2,0,1
사회적,2,1,2,0,0,2,1,0
산사음악회,0,0,0,1,0,0,1,1
산업,9,14,27,16,18,13,8,17
산업용,2,2,4,0,3,4,1,1
산업통상자원부,0,2,4,3,4,1,2,3
삼성,1,2,6,2,3,1,5,3
삼성디스플레,6,13,28,24,25,9,2,32
삼성디스플레이,10,35,52,41,44,13,8,50
삼성전자,2,6,6,10,9,8,1,7
삼진,1,1,2,0,0,4,4,0
삼현,0,2,8,2,6,3,3,2
상당,0,0,1,0,0,1,1,0
상반기,1,1,3,3,4,1,1,5
상승세로,1,2,2,0,0,3,0,0
상승했다.,1,1,1,1,0,3,0,0
상품,2,0,3,0,0,2,2,0
새로운,0,0,1,2,0,2,2,0
색상으로,0,0,0,0,1,1,0,0
생산,1,2,8,4,9,3,2,6
생산라인,6,8,21,19,31,5,6,23
샤오미,0,1,3,0,3,2,0,2
서브컬처,2,2,1,0,1,0,1,0
서비스,6,1,1,0,1,1,3,0
선물로,1,0,0,0,0,0,1,0
선수,1,1,1,0,0,0,2,0
선수협,1,1,1,0,0,0,2,0
선호하,2,4,4,0,0,5,0,0
성녀,1,0,0,0,0,0,1,0
성능,7,7,9,4,5,11,1,4
성병진료소,1,1,0,0,0,0,1,0
성분,1,0,2,4,0,1,0,0
성장세,1,1,3,4,3,0,2,3
성장할,2,1,5,4,3,2,0,2
세계,6,14,25,15,17,10,7,17
세대,0,1,0,0,0,2,0,0
세레나데,0,0,0,0,0,1,1,0
세액공제,1,2,5,3,4,1,1,4
세제,2,4,8,6,8,2,0,10
센서,0,1,4,1,3,2,2,1
셀트론,1,2,1,0,0,0,0,0
소규모,1,0,0,0,1,1,1,0
소리,0,0,0,0,0,1,2,0
소비자,1,0,0,0,0,0,1,0
소상공인,2,0,3,0,0,2,2,0
소수점,3,1,0,0,0,1,1,0
소음,0,0,0,0,0,1,2,0
소통,0,0,0,0,0,1,1,0
속도감,0,4,3,2,2,1,0,2
속보,0,0,1,0,0,1,1,0
솔로,0,0,0,0,0,1,1,0
솔루션,2,2,4,0,3,4,1,1
송년회,1,0,0,0,1,1,1,0
수명,2,1,5,4,3,2,0,2
수사,2,1,1,0,0,2,2,0
수상했다.,0,2,4,3,4,1,2,3
수요,3,1,4,0,2,3,2,1
수익률,2,1,2,0,1,3,1,0
수주,4,2,5,2,6,5,2,3
수출,0,2,4,3,4,1,2,3
수치,1,2,2,0,0,3,0,0
순환,1,2,1,0,0,0,0,0
스냅드래곤,5,2,5,1,2,7,1,2
스님,0,0,0,1,0,0,1,1
스마일게이트,2,2,1,0,1,0,1,0
스마트워치,10,6,15,18,11,13,0,8
스마트폰,13,5,9,1,5,17,2,4
스타디움,1,3,2,2,2,0,0,1
스트레처블,1,2,4,4,4,1,2,3
스티어링,1,0,2,0,1,0,0,1
스포츠,0,0,0,1,0,1,1,1
시기,1,2,3,3,4,1,0,5
시대에,0,1,1,0,0,1,0,0
시속,1,1,1,0,0,2,2,0
시스템,3,2,6,0,4,4,1,2
시장에,2,2,3,4,3,2,0,2
시장에서,0,0,0,1,0,1,1,1
시즌,2,1,2,0,0,5,5,0
신경전,0,0,0,0,0,1,1,0
신규,0,2,6,4,11,2,0,7
신기록,0,0,0,0,0,0,1,0
신시장,1,1,5,3,2,0,0,4
신인,0,0,1,0,0,0,0,0
신입사원,0,0,0,0,0,1,0,0
신작,2,9,9,5,7,4,1,5
신작게임,0,4,3,2,2,1,0,2
신제품,2,1,1,0,1,4,1,1
신주원,1,1,0,0,0,3,1,0
신청,3,1,0,0,0,1,1,0
실적,5,8,15,12,14,3,5,19
실험,0,0,0,0,0,1,0,0
심각,2,0,1,0,0,0,1,0
심사,0,0,1,0,0,1,1,0
심플러스,2,0,3,0,0,2,2,0
싱글,0,0,0,0,0,2,0,0
쏟아졌다.,1,0,0,0,0,1,0,0
쓰이,0,0,3,1,2,2,0,1
아니라,1,1,6,0,2,5,1,1
아래,1,2,3,2,2,1,0,2
아산,0,0,2,0,1,0,0,1
아세트아미노펜,1,1,0,0,0,3,1,0
아이템,0,1,0,0,0,2,0,0
아이폰,0,0,0,0,0,2,0,0
아직,4,2,4,6,2,7,0,2
아티스트,1,1,4,0,1,3,1,1
안경,1,1,2,4,4,2,0,3
안드로이드,2,0,1,0,0,3,0,0
안랩,2,5,5,5,3,3,2,3
안정훈,2,1,4,5,4,1,2,5
앞당겨,0,0,3,0,1,0,4,1
앞두고,0,0,3,0,1,0,4,1
앞서,3,6,13,9,12,4,0,15
앞으로,0,0,3,1,2,2,0,1
애니메이션,4,7,9,2,5,5,1,4
애틀랜타,1,1,1,0,2,2,1,0
애플,4,5,17,10,12,12,2,15
액세서리,1,0,0,0,0,1,0,0
액션,3,2,6,0,3,4,1,2
앱테크,0,0,0,0,0,0,1,0
야구,1,1,1,0,0,0,2,0
야외에서도,2,1,2,3,1,3,0,1
야유,1,0,0,0,0,1,0,0
얇은,0,0,0,0,0,2,0,0
양로원,1,0,0,0,0,0,1,0
양산,2,3,9,6,5,0,1,9
양원모,1,1,1,0,1,1,1,0
어르신들,1,0,0,0,0,0,1,0
어른다운,0,0,0,0,0,2,0,0
어린,0,0,1,0,0,1,1,0
업계,5,12,31,20,26,15,7,24
업그레이드,1,2,3,2,2,1,0,2
업종,2,1,4,3,4,1,1,2
업체,4,3,8,8,6,4,0,4
없다.,0,0,0,0,0,2,0,0
에디션,1,0,2,0,1,0,0,1
에서,1,1,5,2,3,0,2,2
에어,0,0,0,0,0,2,0,0
엔씨,0,4,3,2,2,0,0,2
엔씨소프트,3,22,17,11,12,3,1,10
엔진,1,2,1,0,0,0,0,0
엔터테인먼트,1,0,0,0,0,0,1,0
엘리트,2,0,1,0,0,3,0,0
엣지파운드리,0,1,4,1,3,2,2,1
여성,1,1,0,0,0,0,1,0
여성들,1,1,0,0,0,0,1,0
여유,0,0,0,0,0,2,0,0
여자,1,1,1,0,0,0,2,0
여전히,3,2,6,2,4,4,3,3
여행,2,0,0,0,0,6,0,0
역량,0,1,1,0,0,1,0,0
역사,1,1,0,0,0,0,1,0
역시,2,0,1,0,0,3,0,0
역임하며,1,1,5,3,2,0,0,4
연간,4,6,12,10,11,2,5,13
연구진,0,0,0,0,0,1,0,0
연수에,0,0,0,0,0,1,1,0
연애,0,0,0,0,0,1,1,0
연준,4,3,4,0,1,4,1,0
연출,2,1,3,0,2,4,1,1
연합뉴스TV,1,1,0,0,0,3,1,0
연회,1,0,0,0,1,1,1,0
열린,2,3,9,7,8,2,2,9
영상,2,0,3,0,1,5,0,0
영수,2,0,0,0,0,6,0,0
영수-정숙,2,0,0,0,0,6,0,0
영식,2,0,0,0,0,6,0,0
영양,1,0,2,0,0,1,0,0
영업비밀,2,4,8,6,8,2,0,10
영향,1,0,0,0,1,0,1,0
오늘,0,0,0,0,0,2,3,0
오퀴즈,0,0,0,0,0,0,1,0
온라인,1,3,2,2,2,0,0,1
온열,1,2,1,0,0,0,0,0
올랐다.,1,2,2,0,0,2,0,0
올렸다.,1,1,1,0,0,2,2,0
올시즌,0,0,0,0,0,0,1,0
올인원,1,0,0,0,0,0,1,0
올해,6,6,15,13,15,5,4,13
와인,2,0,3,0,0,2,2,0
외국인,0,0,1,0,1,0,2,1
요구하,1,1,2,0,1,0,1,0
용량,1,3,1,1,0,2,0,0
우리,3,1,3,0,0,3,2,0
우울,0,0,0,0,0,1,0,0
운동,1,2,1,0,0,0,0,0
운전,0,0,0,0,0,1,1,0
워시,1,1,0,0,0,1,0,0
원료,1,0,2,0,0,1,0,0
원순,0,0,0,1,0,0,1,1
원을,0,0,1,0,1,0,2,1
원인,0,0,0,0,0,1,2,0
원자재,0,0,3,0,1,0,4,1
원전,2,1,2,0,1,3,1,0
웨어러블,6,4,11,12,9,6,0,6
웨이브,2,5,5,5,3,3,2,3
위기,2,2,6,3,3,2,2,4
위력,0,0,0,0,0,0,1,0
위생,2,1,2,0,0,2,1,0
위안,0,4,7,6,15,3,0,9
위한,1,5,8,3,5,3,2,5
위해,1,1,1,0,0,0,2,0
윈드쉴드,0,1,2,0,2,0,0,1
유공자,0,2,4,3,4,1,2,3
유기발광다이오드,3,3,7,6,8,1,1,9
유모차,0,0,1,0,0,1,1,0
