org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
TIGER,2,3,3,2,1,0,2,1,3,1
TSMC,2,2,4,2,1,0,1,0,2,1
U-NEXT,1,1,0,0,1,1,1,1,1,1
UA,0,0,0,0,0,0,1,0,0,2
UI,2,0,1,0,1,0,1,0,2,0
var,4,4,3,0,2,0,2,1,1,2
Web,4,4,3,0,2,0,2,1,1,2
XX,1,0,2,1,0,0,1,0,0,1
가격,8,11,16,14,7,1,9,19,12,13
가능,0,0,0,0,0,0,0,0,2,0
가능성,3,2,2,0,2,2,0,0,0,1
가능한,1,1,1,0,1,0,2,1,1,0
가량,2,1,3,0,1,1,0,0,1,0
가뭄,1,2,1,0,1,1,1,1,0,1
가방,1,2,2,0,3,0,1,0,0,1
가보자GO,2,1,1,0,0,1,0,1,0,0
가을,0,0,0,0,0,0,1,0,0,2
가장,3,2,2,2,3,1,2,1,2,1
가정에,3,2,2,2,3,2,0,0,0,1
가진,4,3,3,0,2,2,1,0,1,1
각각,1,1,2,5,0,0,2,3,3,1
각각각,1,1,2,5,0,0,2,3,3,1
감각,3,2,2,0,2,2,0,0,0,1
감성,1,1,1,0,1,0,2,1,1,0
강릉,1,2,1,0,1,1,1,1,0,1
강릉에,1,2,1,0,1,1,1,1,0,1
강조했다.,2,0,2,0,1,0,2,3,3,2
개발,4,4,6,5,2,2,3,3,2,4
개발에,3,2,4,0,1,2,1,1,0,1
개발자,3,2,4,0,1,2,1,1,0,1
개인,0,2,0,0,3,0,0,0,0,1
개통,2,1,1,1,0,0,1,1,1,0
갤럭시,6,3,10,2,1,4,13,9,10,5
거래,2,3,3,2,1,0,2,1,3,1
거래일,1,1,2,5,0,0,2,3,3,1
검사장비,1,2,2,5,1,0,2,2,2,3
것으로,11,13,18,13,7,1,9,13,15,10
것이,2,0,1,0,1,0,1,0,2,0
것이다.,1,2,2,0,3,0,1,0,0,1
게이밍,2,3,2,1,2,1,3,2,1,2
게임,4,7,7,0,3,4,2,2,0,2
경기도,2,3,2,0,4,5,1,0,0,2
경기문화재단,2,3,2,0,4,5,1,0,0,2
경동나비엔,2,0,4,3,0,0,12,6,9,0
경북,4,4,3,0,2,0,2,1,1,2
경직된,1,1,1,1,1,0,0,5,3,3
경험,2,0,3,1,0,1,4,3,3,1
고객,4,6,6,6,7,6,10,5,6,10
고객사,1,1,0,4,1,0,1,0,1,0
고유무기,0,3,1,0,1,1,1,0,1,2
공동,3,2,4,0,1,2,1,1,0,1
공식,2,1,2,0,2,1,3,1,1,2
공연,2,3,2,0,4,5,1,0,0,2
공정,3,4,5,8,3,0,4,6,4,6
공주,2,1,1,2,3,3,0,0,1,1
공화당,0,0,0,0,0,0,0,1,0,0
과세,1,4,3,2,1,0,0,0,1,0
관련,1,4,3,2,1,0,0,0,1,0
관리,1,0,0,0,0,0,1,0,2,0
관세,2,7,7,4,2,0,2,5,3,3
관심,2,3,1,0,1,1,0,1,0,0
광학,2,2,1,2,0,0,1,1,0,1
교사,4,3,3,0,2,2,1,0,1,1
교사들,4,3,3,0,2,2,1,0,1,1
교수,1,1,2,1,2,1,1,0,1,1
교원,4,3,3,0,2,2,1,0,1,1
교육,3,3,3,1,3,1,4,2,1,3
교인들,4,4,2,1,3,1,0,0,1,1
교회,4,4,2,1,3,1,0,0,1,1
구조,1,1,1,2,0,0,2,3,2,1
국립공주대학교,1,0,1,0,1,0,1,0,0,1
국방부,2,1,1,2,3,3,0,0,1,1
국세청,1,4,3,2,1,0,0,0,1,0
국제뉴스,1,1,2,1,2,1,1,0,1,1
국회의원,1,0,1,0,1,0,1,0,0,1
굿모닝충청,1,0,1,0,1,0,1,0,0,1
권씨,3,2,2,2,3,2,0,0,0,1
권위,3,0,8,0,0,0,16,4,12,0
그냥,1,0,2,1,0,0,1,0,0,1
그래서,4,4,2,1,3,1,0,0,1,1
그러면,4,4,2,1,3,1,0,0,1,1
그런,5,4,3,1,4,1,1,0,1,2
그룹장,2,0,2,0,1,0,2,3,3,2
그리고,3,5,3,0,2,2,1,1,0,2
극심한,1,2,1,0,1,1,1,1,0,1
근데,4,4,2,1,3,1,0,0,1,1
글래스,2,0,0,1,1,1,2,0,2,1
금반지,4,1,0,3,0,0,0,1,1,0
금융,4,1,0,3,0,0,0,1,1,0
기간,3,1,3,1,2,5,2,0,1,2
기능,8,5,11,2,0,3,9,6,13,4
기동,0,0,0,0,0,2,0,0,0,1
기반,3,3,2,1,2,1,4,2,3,2
기업들,1,2,0,2,1,1,1,3,2,2
기자,7,5,7,3,6,6,6,3,5,3
기존,0,0,2,0,0,0,4,1,3,0
기준,2,3,2,1,2,1,3,2,1,2
기지국,1,4,2,2,3,3,2,3,3,3
기탁,1,0,0,0,0,1,0,0,0,0
김수빈,0,0,0,0,0,0,1,0,0,2
김영일,1,0,2,0,0,0,4,1,3,0
김영춘,1,0,1,0,1,0,1,0,0,1
김우진,0,0,0,0,0,0,0,0,2,0
꼽힌다.,1,0,2,0,0,0,4,1,3,0
꾸러미,3,2,2,2,3,2,0,0,0,1
나눔,1,0,0,0,0,1,0,0,0,0
나비엔,1,0,1,2,0,0,6,4,5,0
남편,3,1,3,1,0,1,1,1,0,1
내구성,0,2,0,0,1,0,2,0,0,1
내수시장,1,1,1,1,1,0,0,5,3,3
너머,3,2,2,0,2,2,0,0,0,1
너무,4,2,2,1,2,0,2,0,1,3
넘는,1,2,1,0,1,1,1,1,0,1
네이버,1,1,1,0,0,0,0,0,0,0
넷플릭스,1,2,2,1,2,0,0,1,0,0
높였으며,0,0,1,2,0,0,6,4,5,0
뉴럴,2,3,4,1,0,1,1,0,3,2
뉴스,6,10,9,1,4,5,2,1,3,4
뉴스핌,2,1,1,2,3,3,0,0,1,1
뉴시스,1,0,2,1,0,0,1,0,0,1
뉴아틀라스,1,1,1,0,1,0,2,1,1,0
능선,0,0,0,0,0,2,0,0,0,1
다.,1,1,2,5,0,0,2,3,3,1
다른,3,2,2,0,2,2,0,0,0,1
다시,1,0,0,0,0,0,0,1,0,1
다양한,12,9,15,4,4,6,13,8,11,7
다임러트럭,1,0,0,0,0,0,1,0,2,0
다저스,1,0,0,0,0,0,0,1,0,1
당국,1,4,3,2,1,0,0,0,1,0
대구보건대학교,1,1,2,1,2,1,1,0,1,1
대비,4,4,7,11,2,0,5,4,7,4
대운산업개발,1,0,0,0,0,1,0,0,0,0
대표,3,2,4,0,1,2,1,1,0,1
대한,2,3,1,0,1,1,0,1,0,0
대해,1,2,2,1,1,0,0,1,1,0
대해서,1,2,2,1,1,0,0,1,1,0
대화,2,0,0,1,1,1,2,0,2,1
댓글,0,0,0,0,0,0,0,0,2,0
더퍼블릭,1,0,2,0,0,0,4,1,3,0
데몬,2,3,1,0,1,1,0,1,0,0
데이터센터,1,3,4,2,1,0,2,5,2,3
덱스,2,2,1,0,0,0,0,0,4,0
덱스에서,2,2,1,0,0,0,0,0,4,0
도구,1,1,2,1,2,1,1,0,1,1
도암댐,1,2,1,0,1,1,1,1,0,1
도쿄,1,1,0,0,1,1,1,1,1,1
돋보이,0,1,1,1,1,0,0,0,2,3
동료들,1,2,2,1,1,0,0,1,1,0
동영상,1,1,0,0,1,1,1,1,1,1
드라마,3,2,1,0,1,2,1,2,1,1
드라이버,2,2,3,3,2,0,2,4,2,3
들고,1,2,2,0,3,0,1,0,0,1
들어,4,1,0,3,0,0,0,1,1,0
등을,1,1,2,5,0,0,2,3,3,1
등이,1,0,2,1,2,0,5,2,2,3
디바이스,2,0,1,0,1,0,1,0,2,0
디스플레,9,11,8,7,4,3,6,8,14,8
디자인,14,0,25,6,2,3,50,22,37,6
디자인상,0,2,0,0,1,0,2,0,0,1
디저트,0,1,1,1,1,0,0,0,2,3
디지털스쿨,1,0,0,1,1,2,0,0,0,1
따라,4,1,7,1,0,2,13,4,10,1
따르면,3,3,5,0,2,1,1,4,4,2
때문이다.,1,3,4,2,1,0,2,5,2,3
라고,2,1,1,0,0,1,0,1,0,0
라이브,0,3,1,0,1,1,1,0,1,2
라이즈,0,2,0,0,3,0,0,0,0,1
라인,4,6,4,5,4,0,2,10,5,3
라지,2,2,1,2,0,0,1,1,0,1
랜선인싸,4,2,2,1,2,0,2,0,1,3
러닝메이트로,1,2,2,1,1,0,0,1,1,0
럭셔리,2,2,2,3,2,3,3,0,1,4
레드닷,1,0,2,1,2,0,5,2,2,3
레이밴,2,3,4,1,0,1,1,0,3,2
레이벤,2,0,0,1,1,1,2,0,2,1
레트로,1,1,1,0,1,0,2,1,1,0
렌즈,2,2,1,2,0,0,1,1,0,1
로고,1,2,2,0,3,0,1,0,0,1
롯데그룹,2,3,0,0,1,1,1,3,3,2
롯데호텔에서,2,3,0,0,1,1,1,3,3,2
르포,0,0,0,0,0,2,0,0,0,1
리움미술관,3,2,2,0,2,2,0,0,0,1
마감했다.,2,3,3,2,1,0,2,1,3,1
마누팍투어,2,2,2,3,2,3,3,0,1,4
마산회원구,1,0,0,0,0,1,0,0,0,0
마이바흐,2,2,2,3,2,3,3,0,1,4
마지막,1,0,0,0,0,0,0,1,0,1
만들,2,2,1,2,2,0,0,5,2,0
만성,2,1,3,0,1,1,0,0,1,0
많이,4,2,2,1,2,0,2,0,1,3
말리,0,1,1,1,1,0,0,0,2,3
말했다.,3,2,2,2,3,2,0,0,0,1
매장,2,3,0,0,1,1,1,3,3,2
맥북,1,2,2,0,1,0,1,4,3,2
메모리,3,0,3,4,2,0,2,0,3,2
메이저리그,1,0,0,0,0,0,0,1,0,1
메이크업,4,2,2,1,2,0,2,0,1,3
메타,4,3,4,2,1,2,3,0,5,3
면허,2,3,1,0,1,1,0,1,0,0
명절,1,0,0,1,1,2,0,0,0,1
모니터,2,2,1,0,0,0,0,0,4,0
모델,2,1,1,1,0,0,1,1,1,0
모두,2,5,3,2,3,3,2,3,3,3
모든,1,2,2,0,3,0,1,0,0,1
모바일,6,0,9,2,0,3,12,9,9,3
모빌리티,2,0,2,0,1,0,2,3,3,2
모습,2,0,0,0,0,0,1,0,0,3
목사,4,4,2,1,3,1,0,0,1,1
목소리,2,3,1,0,1,1,0,1,0,0
몰락,1,1,1,1,1,0,0,5,3,3
무쌍,4,2,2,1,2,0,2,0,1,3
문제,2,1,3,0,1,1,0,0,1,0
문화,2,3,2,0,4,5,1,0,0,2
미국,5,6,10,5,3,1,3,6,7,3
미니,0,3,1,0,1,1,1,0,1,2
미래,1,0,1,0,1,0,1,0,0,1
민주당,1,2,2,1,1,0,0,1,1,0
바로,1,2,2,0,3,0,1,0,0,1
바이든,1,2,2,1,1,0,0,1,1,0
박성준,2,1,1,2,3,3,0,0,1,1
반도체,12,9,13,26,6,0,9,10,12,10
반등,1,1,1,2,0,0,2,3,2,1
받아,0,1,1,1,1,0,0,0,2,3
받았다.,1,0,2,1,2,0,5,2,2,3
받은,2,2,2,3,2,3,3,0,1,4
발레,2,1,3,0,1,3,2,0,1,1
발병,2,1,3,0,1,1,0,0,1,0
발인,0,0,0,0,0,0,0,0,2,0
발표했다.,1,2,2,0,1,0,1,4,3,2
밝혔다.,3,3,2,1,2,1,4,2,3,2
밥무새,1,0,2,1,0,0,1,0,0,1
방송,0,3,1,0,1,1,1,0,1,2
방송사,1,2,2,1,2,0,0,1,0,0
방식,3,2,2,0,2,2,0,0,0,1
방탄소년단,0,2,0,0,3,0,0,0,0,1
배우,2,1,1,0,0,1,0,1,0,0
배터리,3,5,5,8,1,0,4,5,9,2
백남준,2,3,2,0,4,5,1,0,0,2
밴드,2,3,4,1,0,1,1,0,3,2
밴스,1,2,2,1,1,0,0,2,1,0
버스데,0,2,0,0,1,0,2,0,0,1
버추얼,2,1,3,0,1,3,2,0,1,1
버튼식,0,0,2,0,0,0,4,1,3,0
법인세,1,4,3,2,1,0,0,0,1,0
베이지,0,0,0,0,0,0,1,0,0,2
변호사,1,0,2,1,0,0,1,0,0,1
변화,3,2,4,0,1,2,1,1,0,1
변화에,1,1,1,1,1,0,0,5,3,3
별세,0,0,0,0,0,0,0,0,2,0
보기,1,0,2,1,0,0,1,0,0,1
보는,2,3,2,0,4,5,1,0,0,2
보이그룹,0,2,0,0,3,0,0,0,0,1
본상,6,0,14,3,0,0,32,11,24,0
부드럽게,0,0,0,0,0,0,1,0,0,2
부문에서,1,0,2,1,2,0,5,2,2,3
부산,4,4,3,0,2,0,2,1,1,2
부총장,1,0,1,0,1,0,1,0,0,1
부통령,1,2,2,1,1,0,0,1,1,0
북돋움,3,2,2,2,3,2,0,0,0,1
분석됐다.,0,2,0,0,3,0,0,0,0,1
분야,1,1,1,0,0,0,0,0,0,0
분위기,2,0,0,0,0,0,1,0,0,3
분쟁,1,4,3,2,1,0,0,0,1,0
불면증,2,1,3,0,1,1,0,0,1,0
불편,1,0,0,1,1,2,0,0,0,1
뷰티,4,2,2,1,2,0,2,0,1,3
뷰파인더,1,1,1,0,1,0,2,1,1,0
브랜드센터,2,2,2,3,2,3,3,0,1,4
브랜드평판,0,2,0,0,3,0,0,0,0,1
브랜드평판지수,0,2,0,0,3,0,0,0,0,1
블루,0,3,1,0,1,1,1,0,1,2
비례,4,4,3,0,2,0,2,1,1,2
비상,1,2,1,0,1,1,1,1,0,1
비올,2,3,3,2,1,0,2,1,3,1
비잉으로서,2,1,3,0,1,3,2,0,1,1
비행,2,1,1,2,3,3,0,0,1,1
빅데이터,0,2,0,0,3,0,0,0,0,1
뽑기,1,5,3,0,2,2,1,1,0,1
사람,2,0,2,0,1,0,2,3,3,2
사람들,2,0,0,1,1,1,2,0,2,1
사랑,1,0,0,0,0,1,0,0,0,0
사상,4,1,0,3,0,0,0,1,1,0
사실,4,2,2,1,2,0,2,0,1,3
사업,7,9,9,15,6,2,7,10,7,8
사연,1,0,2,1,0,0,1,0,0,1
사용,3,2,2,2,0,0,2,2,4,0
사용시간,1,1,1,1,0,0,1,1,3,0
사용자,4,0,8,1,0,0,16,5,12,0
사이즈,0,2,0,0,1,0,2,0,0,1
사일로,3,2,4,0,1,2,1,1,0,1
사진,1,1,1,0,1,0,2,1,1,0
산업,2,2,1,2,2,0,0,5,2,0
산유르,2,0,0,0,0,0,0,0,0,1
살롱,0,1,1,1,1,0,0,0,2,3
삼성,11,5,15,5,1,4,15,15,20,5
삼성디스플레,3,2,4,0,2,0,3,7,8,4
삼성디스플레이,1,2,2,0,1,0,1,4,3,2
삼성전자,11,7,14,9,4,4,16,17,16,10
상생,1,1,1,0,0,0,0,0,0,0
상승,4,1,0,3,0,0,0,1,1,0
상연,1,2,2,1,2,0,0,1,0,0
상을,1,0,2,1,2,0,5,2,2,3
상의,2,3,0,0,1,1,1,3,3,2
새로운,5,3,5,0,3,5,2,0,1,2
생산,6,8,9,8,4,2,5,8,5,7
생산능력,2,2,1,2,2,0,0,5,2,0
생산라인,1,2,0,2,1,1,1,3,2,2
생성형,1,1,2,1,2,1,1,0,1,1
생활가전,1,3,4,2,1,0,2,5,2,3
샤또,0,1,1,1,1,0,0,0,2,3
샤프,1,1,1,1,1,0,0,5,3,3
서대전역,1,0,0,1,1,2,0,0,0,1
서로,3,2,2,0,2,2,0,0,0,1
서비스,4,3,2,4,4,6,4,1,2,6
서울시,3,2,2,2,3,2,0,0,0,1
서울시교육청,4,3,3,0,2,2,1,0,1,1
선행,6,0,9,2,0,3,12,9,9,3
설비,1,1,1,1,1,0,0,5,3,3
설정,4,2,2,0,1,0,1,0,6,0
설치,1,0,2,1,0,0,4,2,3,0
성남시,1,1,1,0,0,0,0,0,0,0
성능,3,1,2,1,1,0,2,1,5,0
성장,1,1,0,4,1,0,1,0,1,0
세계,6,8,12,5,5,3,7,11,9,9
세단,1,3,2,2,1,0,1,1,3,1
세로,2,2,1,0,0,0,0,0,4,0
세미나,2,4,3,3,2,0,2,5,3,3
세븐틴,0,2,0,0,3,0,0,0,0,1
세정,1,1,0,4,1,0,1,0,1,0
센서,2,2,1,2,0,0,1,1,0,1
소설,1,1,0,0,1,1,1,1,1,1
소액결제,1,4,2,2,3,3,2,3,3,3
소재,4,4,4,7,3,0,3,4,3,3
속도,2,0,1,0,1,0,1,0,2,0
손가락,2,3,4,1,0,1,1,0,3,2
솔루션,4,5,5,7,2,0,5,3,7,4
숏폼,3,2,4,0,1,2,1,1,0,1
수리온,2,1,1,2,3,5,0,0,1,2
수면,2,1,3,0,1,1,0,0,1,0
수상,0,0,1,2,0,0,6,4,5,0
수상하며,1,0,2,0,0,0,4,1,3,0
수업,5,4,5,1,4,3,2,0,2,2
수요,1,0,2,4,1,0,1,0,1,2
수익성,1,1,1,2,0,0,2,3,2,1
수입,2,2,4,2,1,1,2,5,4,2
숙면매트,1,0,1,2,0,0,6,4,5,0
숨었나,3,2,2,2,3,2,0,0,0,1
슈퍼주니어,0,2,0,0,3,0,0,0,0,1
스마트폰,3,1,5,4,3,0,5,1,2,3
스타일,0,0,0,0,0,0,1,0,0,2
스타트럭코리아,1,0,0,0,0,0,1,0,2,0
스테인리스,2,2,3,3,2,0,2,4,2,3
스토리,1,5,3,0,2,2,1,1,0,1
스트리밍,1,1,0,0,1,1,1,1,1,1
시각장애,4,3,3,0,2,2,1,0,1,1
시간,5,5,6,0,5,7,2,1,0,3
시그마인텔,2,4,3,3,2,0,2,5,3,3
시네마,2,2,1,2,0,0,1,1,0,1
시대에,2,0,2,0,1,0,2,3,3,2
시리즈,4,6,4,2,5,2,4,4,2,3
시마무라,0,2,0,0,1,0,2,0,0,1
시뮬레이터,2,1,1,2,3,3,0,0,1,1
시선,0,0,0,0,0,0,1,0,0,2
시스템,4,0,4,1,1,1,5,3,5,1
시야각,2,0,0,1,1,1,2,0,2,1
시장에,1,3,2,2,1,0,1,1,3,1
시장에서,1,1,0,4,1,0,1,0,1,0
시즌,1,0,0,0,0,0,0,1,0,1
시청자들,1,2,2,1,2,0,0,1,0,0
신동빈,2,3,0,0,1,1,1,3,3,2
신발,0,2,0,0,1,0,2,0,0,1
신성이엔지,1,1,2,5,0,0,2,3,3,1
신소율,2,1,1,0,0,1,0,1,0,0
신제품,2,3,2,1,2,1,3,2,1,2
신체,3,2,2,0,2,2,0,0,0,1
실적,2,1,3,6,1,0,3,3,3,3
실제,4,2,4,2,4,4,0,0,2,1
싫다,1,0,2,1,0,0,1,0,0,1
아내,1,0,2,1,0,0,1,0,0,1
아니다.,1,2,2,0,3,0,1,0,0,1
아래,2,0,0,0,0,0,0,0,0,1
아산캠퍼스,2,3,0,0,1,1,1,3,3,2
아시아,2,2,4,2,1,0,1,0,2,1
아이,4,2,3,2,4,2,1,0,0,2
아이들,1,0,1,0,1,0,1,0,0,1
아이콘,4,0,10,0,0,0,20,5,15,0
아이티켐,2,3,3,2,1,0,2,1,3,1
아이폰,3,6,6,4,4,4,4,8,7,5
아카이브,0,3,1,0,1,1,1,0,1,2
악트로스,1,0,0,0,0,0,1,0,2,0
안경,4,3,4,2,1,2,3,0,5,3
안내,1,0,0,1,1,2,0,0,0,1
안디도,4,4,2,1,3,1,0,0,1,1
안정환,2,1,1,0,0,1,0,1,0,0
알리바바,1,4,2,2,3,3,2,3,3,3
애니메이션,3,0,3,0,2,0,3,0,2,1
애틀랜타,1,0,0,0,0,0,0,1,0,1
애프터눈,0,1,1,1,1,0,0,0,2,3
애플,2,2,4,2,1,1,2,5,4,2
앱들,2,0,1,0,1,0,1,0,2,0
야구,1,0,0,0,0,1,0,0,0,0
약정,2,1,1,1,0,0,1,1,1,0
양나래,1,0,2,1,0,0,1,0,0,1
양덕2동,1,0,0,0,0,1,0,0,0,0
양덕2동에,1,0,0,0,0,1,0,0,0,0
양산,1,2,0,2,1,1,1,3,2,2
어느,1,0,1,0,1,0,1,0,0,1
어린,0,2,0,0,1,0,2,0,0,1
어우러진,0,1,1,1,1,0,0,0,2,3
어워드,6,0,13,2,2,0,29,9,20,3
언더아머,0,0,0,0,0,0,1,0,0,2
엄마,3,2,2,2,3,2,0,0,0,1
엄승현,1,2,1,0,1,1,1,1,0,1
업그레이드,1,1,1,1,0,0,1,1,3,0
업데이트,1,1,1,1,0,0,1,1,3,0
에너지,0,0,1,2,0,0,6,4,5,0
에듀테크,4,3,3,0,2,2,1,0,1,1
에서,8,2,11,1,3,6,13,7,8,5
에어컨,1,0,1,2,0,0,6,4,5,0
에코백,1,2,2,0,3,0,1,0,0,1
엔가젯,2,0,0,1,1,1,2,0,2,1
엔비디아,2,2,4,2,1,0,1,0,2,1
엘티씨,1,1,0,4,1,0,1,0,1,0
여름,3,2,2,0,3,0,1,0,0,2
여유로운,0,0,0,0,0,0,1,0,0,2
역할에,1,2,2,1,1,0,0,1,1,0
연결된,2,2,1,0,0,0,0,0,4,0
연구,2,1,3,0,1,1,0,0,1,0
연비,1,0,0,0,0,0,1,0,2,0
연상시키,0,1,1,1,1,0,0,0,2,3
연수,4,3,3,0,2,2,1,0,1,1
연합뉴스TV,1,2,1,0,1,1,1,1,0,1
열린,4,3,2,0,2,1,3,6,6,4
열차,1,0,0,1,1,2,0,0,0,1
영감,2,3,3,4,3,3,3,0,3,7
영상,8,5,4,4,2,0,4,2,2,4
영상취재,1,2,1,0,1,1,1,1,0,1
영업이익,2,1,3,6,1,0,3,3,3,3
옆커폰,2,1,1,1,0,0,1,1,1,0
예비부모,3,2,2,2,3,2,0,0,0,1
예술,3,2,2,0,2,2,0,0,0,1
예정이다.,0,3,1,0,1,1,1,0,1,2
오른,2,3,3,2,1,0,2,1,3,1
오민환,3,2,4,0,1,2,1,1,0,1
오봉저수지,1,2,1,0,1,1,1,1,0,1
오전,0,0,0,0,0,0,0,0,2,0
오후,4,1,0,3,0,0,0,1,1,0
오후부터,0,0,0,0,0,0,0,0,2,0
오히려,2,1,1,0,0,1,0,1,0,0
온라인,1,0,2,1,0,0,1,0,0,1
온수,0,0,0,1,0,0,2,2,2,0
온수기,2,0,4,4,0,0,14,8,11,0
올레드,2,3,0,0,1,1,1,3,3,2
올렸다.,1,2,2,1,2,0,0,1,0,0
올해,2,2,1,2,2,0,0,5,2,0
옵션,2,0,1,0,1,0,1,0,2,0
외국인,2,3,1,0,1,1,0,1,0,0
요금제,2,1,1,1,0,0,1,1,1,0
운영체제,1,1,1,1,0,0,1,1,3,0
울트라,1,1,1,1,0,0,1,1,3,0
울트라로,1,1,1,1,0,0,1,1,3,0
워너원,0,2,0,0,3,0,0,0,0,1
원UI,3,3,2,1,0,0,1,1,7,0
원가,4,6,6,6,4,0,4,9,5,6
위기,1,1,1,1,1,0,0,5,3,3
위드인,3,2,2,0,2,2,0,0,0,1
위에,0,0,0,0,0,0,1,0,0,2
위해,1,2,1,0,1,1,1,1,0,1
위험,2,1,3,0,1,1,0,0,1,0
유럽,2,2,2,3,2,3,3,0,1,4
유진,2,1,1,0,0,1,0,1,0,0
육군,2,1,1,2,3,3,0,0,1,1
육아,3,2,2,2,3,2,0,0,0,1
윤서호,3,8,7,1,2,3,2,1,3,3
율동공원,1,1,1,0,0,0,0,0,0,0
은상,4,0,7,3,0,1,16,9,12,1
은중,1,2,2,1,2,0,0,1,0,0
의사결정,1,1,1,1,1,0,0,5,3,3
이날,2,3,3,2,1,0,2,1,3,1
이는,3,0,2,5,2,1,3,0,3,3
이달,4,1,0,3,0,0,0,1,1,0
이데일리,2,0,2,0,1,0,2,3,3,2
이런,4,4,2,1,3,1,0,0,1,1
이렇게,4,4,2,1,3,1,0,0,1,1
이름,1,2,2,1,2,0,0,1,0,0
이문영,1,1,2,1,2,1,1,0,1,1
이민영,2,1,1,0,0,1,0,1,0,0
이번,4,4,9,9,2,0,13,7,12,4
이벤트,1,8,4,0,3,3,2,1,1,3
이분씨,0,0,0,0,0,0,0,0,2,0
이야기,1,1,0,0,1,1,1,1,1,1
이어,1,3,2,2,1,0,1,1,3,1
이용하,1,0,0,1,1,2,0,0,0,1
이용할,1,0,0,1,1,2,0,0,0,1
