org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
데일리카,1,3,1,1,2,1,0,1,4,3
돌봄,0,0,1,0,1,2,0,3,0,1
동국생명과학,4,3,4,0,4,3,4,5,4,4
두산퓨얼셀,9,6,6,3,0,4,6,4,10,4
등을,5,5,2,0,1,2,2,2,2,2
디스플레,9,4,8,8,7,7,3,8,7,7
디자인,1,3,1,1,2,1,0,1,4,3
말했다.,1,3,5,5,7,5,4,6,3,3
메타,3,2,1,0,1,2,3,3,1,1
메타버스,1,1,2,1,3,3,1,2,2,4
모델,3,2,1,0,1,2,3,3,1,1
모듈,5,5,2,0,1,2,2,2,2,2
모든,1,1,1,1,0,2,0,0,1,1
모빌리티,6,4,12,20,11,10,7,14,4,7
모터,1,3,1,1,2,1,0,1,4,3
미래,4,2,7,10,6,5,3,8,2,3
미피,2,1,1,1,2,3,4,3,1,1
민트색,2,0,1,0,0,2,0,0,1,2
반도체,2,1,1,1,2,3,4,3,1,1
발렌스,2,1,1,1,2,3,4,3,1,1
발전,1,0,5,0,3,4,0,2,2,0
발표한,1,1,1,1,0,2,0,0,1,1
밝혔다.,2,1,3,5,3,3,1,3,1,2
배송,3,2,1,0,1,2,3,3,1,1
배우,1,1,2,1,3,3,1,2,2,4
배틀그라운드,2,0,1,0,0,2,0,0,1,2
범한퓨얼셀,9,6,6,3,0,4,6,4,10,4
벤큐,1,1,0,0,1,2,0,2,1,1
변화,1,2,3,0,5,3,1,3,2,1
보고서,1,0,0,0,5,4,0,2,1,1
보조,3,3,0,1,1,1,3,0,4,3
복지,1,1,1,0,2,2,1,3,1,1
부문,5,3,3,2,0,2,3,2,5,2
부사장,6,4,12,20,11,10,7,14,4,7
부품,5,3,3,2,0,2,3,2,5,2
부품사들,5,5,2,0,1,2,2,2,2,2
분석,1,0,0,0,5,4,0,2,1,1
브리티,3,1,2,0,2,3,1,5,2,4
비즈트리뷴,0,1,2,5,2,2,3,3,1,2
빔프로젝터,1,1,0,0,1,2,0,2,1,1
사양으로,3,3,0,1,1,1,3,0,4,3
사업,3,1,2,0,2,3,1,5,2,4
사회,1,0,0,0,5,4,0,2,1,1
삼성,4,2,7,10,6,5,3,8,2,3
삼성D,2,1,5,5,3,2,2,5,1,2
삼성SDS,3,1,2,0,2,3,1,5,2,4
삼성디스플레,2,1,2,5,3,3,1,3,1,1
삼성디스플레이,7,4,7,12,9,8,5,9,6,6
삼성전자,2,1,1,1,2,3,4,3,1,1
새로운,3,3,3,5,3,4,6,6,2,3
서대문구,1,2,2,0,3,3,1,2,2,2
석유화학,5,3,3,1,3,2,1,3,4,3
설비,5,3,3,1,3,2,1,3,4,3
설재윤,2,1,1,1,2,3,4,3,1,1
성과,2,1,3,1,0,1,1,2,2,3
성능,1,1,1,1,0,2,0,0,1,1
성수,2,0,1,0,0,2,0,0,1,2
성장,6,2,7,2,7,7,1,5,6,2
세탁기,1,1,1,1,0,2,0,0,1,1
셀트리온,4,3,4,0,4,3,4,5,4,4
소비자용,3,2,1,0,1,2,3,3,1,1
손쉽게,1,3,1,1,2,1,0,1,4,3
솔루션,4,3,8,11,7,7,9,11,3,5
송길영,1,2,3,0,5,3,1,3,2,1
수소,9,6,6,3,0,4,6,4,10,4
수요,5,2,2,2,4,3,1,3,4,2
시대,1,2,3,0,5,3,1,3,2,1
시대예보,1,2,3,0,5,3,1,3,2,1
시리즈,5,5,2,0,1,2,2,2,2,2
시리즈에,5,5,2,0,1,2,2,2,2,2
시스템,3,3,0,1,1,1,3,0,4,3
신규,1,0,5,0,3,4,0,2,2,0
신사업,1,1,1,0,2,2,1,3,1,1
신제품,5,5,2,0,1,2,2,2,2,2
신축성,2,1,3,1,0,1,1,2,2,3
신형,1,3,1,1,2,1,0,1,4,3
씨라이언,3,3,0,1,1,1,3,0,4,3
아니라,1,2,3,0,5,3,1,3,2,1
아마존,3,2,1,0,1,2,3,3,1,1
아이템,2,0,1,0,0,2,0,0,1,2
아이폰,5,5,2,0,1,2,2,2,2,2
아트테크,1,1,2,1,3,3,1,2,2,4
안경,3,2,1,0,1,2,3,3,1,1
안전,7,5,7,11,7,6,6,8,6,6
안전성,0,1,2,5,2,2,3,3,1,2
애플,5,5,2,0,1,2,2,2,2,2
어워즈,1,1,2,1,3,3,1,2,2,4
업무,3,1,2,0,2,3,1,5,2,4
업황,5,3,3,1,3,2,1,3,4,3
에너지,4,3,3,1,0,2,3,2,5,2
에서,1,1,1,1,0,2,0,0,1,1
에스티젠바이오,4,3,4,0,4,3,4,5,4,4
에이전트,3,1,2,0,2,3,1,5,2,4
에틸렌,5,3,3,1,3,2,1,3,4,3
연구,6,4,7,1,4,4,5,7,6,7
연구성과,2,1,3,1,0,1,1,2,2,3
연료전지,9,6,6,3,0,4,6,4,10,4
열린,2,1,3,5,3,3,1,3,1,2
영상,1,1,2,1,3,3,1,2,2,4
영상제,1,1,2,1,3,3,1,2,2,4
영향,1,0,5,0,3,4,0,2,2,0
예정이다.,3,2,1,0,1,2,3,3,1,1
오후,1,1,2,1,3,3,1,2,2,4
올해,6,6,3,1,1,4,2,2,3,3
우려,1,0,5,0,3,4,0,2,2,0
워크숍,2,1,3,1,0,1,1,2,2,3
원전,1,0,5,0,3,4,0,2,2,0
위한,1,0,5,0,3,4,0,2,2,0
위험,1,0,0,0,5,4,0,2,1,1
유가,5,3,3,1,3,2,1,3,4,3
유일,1,1,2,1,3,3,1,2,2,4
융합,1,1,2,1,3,3,1,2,2,4
으뜸기업,1,1,1,0,2,2,1,3,1,1
이날,1,0,5,0,3,4,0,2,2,0
이번,7,5,9,2,7,7,6,9,8,11
이삼봉홀에서,1,2,2,0,3,3,1,2,2,2
이상,1,0,0,0,5,4,0,2,1,1
이재명,1,0,5,0,3,4,0,2,2,0
이제,1,2,3,0,5,3,1,3,2,1
이주형,4,2,5,10,6,6,2,6,2,3
이하,2,1,5,5,3,2,2,5,1,2
이화여자대학교,1,2,2,0,3,3,1,2,2,2
인재,1,1,1,0,2,2,1,3,1,1
있는,6,3,4,1,4,7,4,5,4,7
있다,10,8,22,15,21,20,9,23,11,13
있다.,25,17,14,5,15,18,13,18,22,14
있도록,1,2,2,0,3,3,1,2,2,2
있으며,3,2,1,0,1,2,3,3,1,1
자동차,1,3,1,1,2,1,0,1,4,3
자동차용,2,1,1,1,2,3,4,3,1,1
자사,2,0,1,0,0,2,0,0,1,2
작가,1,2,3,0,5,3,1,3,2,1
잠재,1,0,0,0,5,4,0,2,1,1
장대,1,0,0,0,5,4,0,2,1,1
장비,5,3,3,2,0,2,3,2,5,2
장영일,1,1,1,1,0,2,0,0,1,1
재난위험,1,0,0,0,5,4,0,2,1,1
전국,3,3,0,1,1,1,3,0,4,3
전기,1,3,1,1,2,1,0,1,4,3
전망이다.,5,2,2,2,4,3,1,3,4,2
정책,1,0,5,0,3,4,0,2,2,0
제품,16,9,9,6,7,9,5,8,14,8
조직,1,2,3,0,5,3,1,3,2,1
주요,5,3,3,1,3,2,1,3,4,3
주행,3,4,3,6,5,4,1,4,5,4
중국,10,5,5,3,7,5,2,6,8,5
중소형사업부장,2,1,2,5,3,3,1,3,1,1
중형,3,3,0,1,1,1,3,0,4,3
지난,7,4,4,2,5,5,5,6,5,4
지드래곤,2,0,1,0,0,2,0,0,1,2
지하주차장,1,0,0,0,5,4,0,2,1,1
직원,1,1,1,0,2,2,1,3,1,1
진화,1,3,1,1,2,1,0,1,4,3
차량,5,4,3,6,4,4,4,3,5,5
차량용,6,4,12,20,11,10,7,14,4,7
차세대,4,2,4,2,2,4,5,5,3,4
창출,1,1,1,0,2,2,1,3,1,1
채용,1,1,1,0,2,2,1,3,1,1
첨단,2,1,1,1,2,3,4,3,1,1
청년,1,1,1,0,2,2,1,3,1,1
체험,2,0,1,0,0,2,0,0,1,2
최고,1,1,1,1,0,2,0,0,1,1
최적,1,1,0,0,1,2,0,2,1,1
친환경,9,6,6,3,0,4,6,4,10,4
카메라,8,7,3,0,2,4,5,5,3,3
컨슈머리포트,1,1,1,1,0,2,0,0,1,1
컨퍼런스,2,1,5,5,3,2,2,5,1,2
컬러,1,1,0,0,1,2,0,2,1,1
콘텐츠,1,1,0,0,1,2,0,2,1,1
콘퍼런스에서,1,2,2,0,3,3,1,2,2,2
콜라보,2,0,1,0,0,2,0,0,1,2
크래프톤,2,0,1,0,0,2,0,0,1,2
클라우드,3,1,2,0,2,3,1,5,2,4
키링,2,0,1,0,0,2,0,0,1,2
테마로,2,0,1,0,0,2,0,0,1,2
토요타,1,3,1,1,2,1,0,1,4,3
통해,16,10,17,11,14,15,12,23,14,14
특히,0,1,2,5,2,2,3,3,1,2
파운드리,2,1,1,1,2,3,4,3,1,1
패널,5,5,2,0,1,2,2,2,2,2
패브릭스,3,1,2,0,2,3,1,5,2,4
펍지,2,0,1,0,0,2,0,0,1,2
평가,1,1,1,1,0,2,0,0,1,1
포항,1,1,2,1,3,3,1,2,2,4
풀스택,3,1,2,0,2,3,1,5,2,4
프리우스,1,3,1,1,2,1,0,1,4,3
플랫폼,2,1,2,5,3,3,1,3,1,1
피로,4,3,4,0,4,3,4,5,4,4
하고,1,2,2,0,3,3,1,2,2,2
하반기,5,5,2,0,1,2,2,2,2,2
하이브리드,1,3,1,1,2,1,0,1,4,3
한국,5,5,2,0,1,2,2,2,2,2
한선엔지니어링,4,3,3,1,0,2,3,2,5,2
한유진,4,3,4,0,4,3,4,5,4,4
한화이센셜,1,1,1,0,2,2,1,3,1,1
해상도,1,1,0,0,1,2,0,2,1,1
핵심,2,1,3,1,0,1,1,2,2,3
행사,2,0,1,0,0,2,0,0,1,2
행안부,1,0,0,0,5,4,0,2,1,1
혁신,8,3,4,2,6,6,2,8,6,6
현장,2,2,1,0,3,4,1,5,2,2
혈당,4,3,4,0,4,3,4,5,4,4
협업,3,1,2,0,2,3,1,5,2,4
홈시네마,1,1,0,0,1,2,0,2,1,1
화질,1,1,0,0,1,2,0,2,1,1
확대,5,4,5,0,6,5,5,8,5,5
환우,4,3,4,0,4,3,4,5,4,4
황정욱,1,1,1,0,2,2,1,3,1,1
흑자전환,5,2,2,2,4,3,1,3,4,2
