org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
저소득,0,0,0,0,0,0,0,0,1,0
저시력자,0,5,1,3,0,0,2,2,0,1
저온,0,1,1,2,0,0,2,1,3,1
저장,1,0,1,2,1,0,0,0,1,1
저희,0,0,0,0,0,2,0,0,0,1
적용해,1,3,1,2,0,0,5,4,1,0
전기,3,8,4,8,0,0,17,10,6,1
전기차,0,1,1,2,0,0,2,1,3,1
전립선,0,0,0,1,1,1,0,0,0,0
전속,0,0,0,1,1,0,0,0,1,0
전장보다,2,1,4,2,0,0,0,0,0,5
전지적,0,0,0,0,1,5,0,0,0,0
전참시,1,0,0,0,2,9,0,0,1,0
전체,3,1,2,4,1,0,0,0,1,1
전환,2,0,2,5,0,0,0,0,2,1
절반으로,3,0,3,5,0,0,0,0,0,0
점유율,1,0,1,4,0,0,0,0,0,2
접근성,1,0,2,0,1,1,0,0,0,1
정답,1,0,2,0,1,2,0,0,0,0
정보,0,0,3,1,1,0,1,0,1,0
정부,0,1,2,0,0,0,0,0,0,1
정수기,0,13,5,5,0,0,5,25,5,0
정이신,0,0,1,0,2,0,0,0,0,0
제가,1,2,0,0,2,0,1,1,1,0
제공하,0,5,1,3,0,0,2,2,0,1
제공한다.,3,4,3,4,0,0,6,5,2,2
제목,0,0,1,0,1,0,0,0,0,0
제바,0,0,0,1,1,0,0,0,1,0
제발,0,0,0,0,0,0,0,0,0,1
제작,0,0,1,0,0,0,0,0,0,0
제조,1,1,5,2,0,0,1,0,1,6
제조사,0,1,3,5,0,0,0,0,1,1
제주반도체,0,1,3,0,1,0,0,0,0,5
제품,6,41,17,23,1,0,28,44,11,7
조문,0,0,1,1,0,0,0,0,0,0
조화,1,3,1,2,0,0,5,4,1,0
종합,0,0,0,0,2,1,0,0,1,0
좋은,2,0,1,0,2,2,0,0,2,2
주가,0,2,6,3,1,0,0,0,1,10
주요,0,1,3,3,0,0,0,0,1,5
주자,0,0,0,0,0,0,0,0,0,1
주행,0,1,1,2,0,0,2,1,3,1
준비,1,0,0,0,1,4,0,0,1,0
중국,4,2,11,20,1,0,1,0,4,4
중형,0,1,1,2,0,0,2,1,3,1
지금,0,0,0,0,0,2,0,0,0,1
지난,3,2,4,13,2,0,0,0,2,5
지리,1,0,0,1,2,9,0,0,1,0
지리에,0,0,0,1,1,5,0,0,0,0
지상렬,0,0,0,1,0,0,0,0,0,0
지수,2,1,4,2,0,0,0,0,0,5
지역사회,0,0,0,0,0,0,0,0,1,0
지원,2,1,3,3,1,0,0,0,1,1
지원사업,0,0,0,0,0,0,0,0,1,0
지원자,1,1,2,1,0,0,0,0,0,0
직관적인,0,8,3,3,0,0,3,15,3,0
직원,0,0,0,0,0,0,0,0,1,0
직접,0,0,3,1,1,0,1,0,1,0
진짜,0,0,0,0,0,0,0,0,0,1
진태현,0,0,0,0,2,1,0,0,1,0
집계됐다.,1,1,2,1,0,0,0,0,0,0
찍힌,2,1,0,0,1,0,2,1,0,0
차량,0,1,1,2,0,0,2,1,3,1
참견,0,0,0,0,1,5,0,0,0,0
참여,1,0,1,0,0,1,0,0,0,0
천옌순,1,0,1,5,0,0,0,0,1,0
철도학원,1,1,1,0,1,0,0,0,0,1
청소년,0,0,1,0,1,0,0,0,1,0
체감할,1,0,1,2,1,0,0,0,1,1
초점,0,0,0,0,0,0,0,0,2,0
촬영,0,1,1,0,0,0,1,1,4,0
최승현,0,0,0,0,0,2,0,0,0,1
최신,0,0,2,2,0,0,0,0,0,0
최원철,0,0,1,0,1,0,0,0,1,0
최현욱,0,0,0,1,3,0,0,0,0,1
추가,1,0,2,2,2,1,0,0,1,1
추석맞,0,0,0,0,0,0,0,0,1,0
출력,2,1,2,2,0,0,1,1,1,2
출석퀴즈,0,0,1,0,1,1,0,0,0,0
충남어머니안전지도자회,0,0,1,0,1,0,0,0,1,0
충전,0,2,2,2,0,0,3,2,5,1
취업,1,1,2,1,0,0,0,0,0,0
치어리더,0,0,0,0,2,1,0,0,1,0
침해,0,0,3,5,0,0,0,0,2,0
카메라,0,1,1,0,0,0,1,1,2,0
캐릭터,1,1,1,0,1,0,0,0,0,1
캐릭터로,1,1,1,0,1,0,0,0,0,1
캘리포니아주,0,0,4,1,0,0,0,0,0,1
캠페인,0,0,2,0,1,0,0,0,0,0
커넥트,0,0,4,1,0,0,0,0,0,1
커뮤니케이션,1,4,1,1,1,0,1,3,1,0
커뮤니티,0,0,1,0,1,0,0,0,0,0
컨슈머타임스,1,0,0,0,0,0,0,0,0,0
컴퓨터,0,0,1,0,0,1,0,0,0,1
케어,0,0,1,0,0,0,0,0,0,0
코닥,0,1,1,0,0,0,1,1,2,0
코웨,0,5,2,2,0,0,2,10,2,0
코웨이,0,7,3,3,0,0,3,15,3,0
콘덴싱,2,4,2,4,0,0,10,5,2,0
콘셉트,0,15,3,9,0,0,6,6,0,2
콘텐츠,1,2,0,0,2,0,1,1,1,0
퀴즈,1,0,2,0,1,2,0,0,0,0
퀴즈팡팡,0,0,1,0,1,1,0,0,0,0
크게,4,2,2,3,0,0,2,1,1,1
크기,0,1,1,0,0,0,1,1,2,0
크롬북,2,1,2,2,0,0,1,1,1,2
클라우드,0,1,3,0,1,0,0,0,0,5
키가,0,0,1,1,1,1,0,0,0,1
키보드,0,0,1,0,0,1,0,0,0,1
키보토스,1,1,1,0,1,0,0,0,0,1
탐사,1,0,0,0,0,0,0,0,0,0
텐아시아,0,0,0,0,1,5,0,0,0,0
토요타,0,0,0,1,1,0,0,0,1,0
토트백,2,1,0,0,1,0,2,1,0,0
톡신,1,2,0,0,2,0,1,1,1,0
통해,6,8,14,14,4,1,13,7,9,8
투자,1,0,1,4,0,0,0,0,0,2
특별한,0,0,1,1,0,0,0,0,1,0
특허,0,0,3,5,0,0,0,0,2,0
특히,0,0,0,1,1,1,0,0,0,0
팀의,0,0,0,1,1,0,0,0,1,0
파운드리,0,1,2,0,0,0,0,0,0,1
팔레드,0,0,1,1,0,0,0,0,1,0
패널,10,6,18,41,1,0,5,4,9,6
패키징,0,1,3,3,0,0,0,0,1,5
퍼퓸,0,0,1,1,0,0,0,0,1,0
편의성,1,3,1,2,0,0,5,4,1,0
편집,1,2,0,0,2,0,1,1,1,0
평균,1,1,3,1,0,1,0,0,0,1
폐쇄적,2,0,1,5,0,0,0,0,2,1
포럼,0,0,1,0,1,0,0,0,1,0
포맷,2,1,2,2,0,0,1,1,3,2
포인트,1,0,2,0,1,2,0,0,0,0
포즈,0,0,0,1,1,0,0,0,1,0
폭군,0,0,0,1,1,0,0,0,0,0
프로,0,13,5,5,0,0,5,25,5,0
프로그램,1,0,1,2,1,0,0,0,1,1
프로맥스,1,0,1,2,1,0,0,0,1,1
프리미엄,3,1,2,4,1,0,0,0,1,1
피해,2,1,2,4,1,0,0,0,1,3
하고,1,2,0,1,5,11,1,1,1,1
하루,1,0,2,0,0,2,0,0,0,1
하이드로,2,4,2,4,0,0,10,5,2,0
하지만,2,1,0,0,1,0,2,1,0,0
학부모협의회,0,0,1,0,1,0,0,0,1,0
학생,1,0,2,0,1,1,0,0,0,1
한강,0,0,1,0,3,1,0,0,1,0
한국,0,1,1,2,0,0,2,1,3,1
한다.,2,0,1,0,2,2,0,0,2,2
한양대병원,0,0,1,1,0,0,0,0,0,0
함께,0,0,6,3,2,0,0,0,7,4
함께하,0,0,0,0,0,0,0,0,1,0
해설,1,0,0,0,1,4,0,0,1,0
해외,0,0,2,2,0,0,1,0,0,0
해외로,0,0,2,2,0,0,1,0,0,0
핵심,3,0,3,5,0,0,0,0,0,0
했는데,0,0,0,0,0,0,0,0,0,1
행사,0,0,2,0,1,0,0,0,0,0
행운,1,0,1,0,1,1,0,0,1,1
향수,0,0,1,1,0,0,0,0,1,0
향후,1,0,1,5,0,0,0,0,1,0
허각,0,0,0,2,0,0,0,0,4,3
혁신,3,4,2,6,1,0,1,3,3,1
현장,1,0,0,0,3,5,0,0,2,0
현재,0,1,3,1,1,0,1,1,1,0
협상,0,1,3,5,0,0,0,0,1,1
협업,1,0,0,0,0,0,0,0,0,0
혜택,0,0,1,0,1,1,0,0,0,0
홍보부장,0,0,1,1,0,0,0,0,0,0
화면,0,0,6,4,0,0,0,0,2,1
환경,1,0,0,0,0,0,0,0,0,0
활동,0,1,3,1,1,0,1,1,1,0
황제,0,0,0,1,0,0,0,0,2,1
회장,2,1,3,13,0,0,0,0,2,2
효과,4,2,2,3,0,0,2,1,1,1
후배들,0,0,0,0,0,0,0,0,0,1
후성,1,0,3,2,0,0,1,0,1,5
후지필름,0,0,0,0,0,0,0,0,2,0
휴온스,1,0,0,0,0,0,0,0,0,0
흑자,4,2,2,3,0,0,2,1,1,1
희망퇴직,2,1,2,4,1,0,0,0,1,3
히트펌프,2,4,2,4,0,0,10,5,2,0
