org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
함께,0,0,0,1,0,0,0,2
해리스,0,0,1,1,0,0,0,0
해설,0,0,0,2,0,0,0,3
해외,0,2,2,0,1,1,0,0
해외로,0,2,2,0,1,1,0,0
핵심,0,3,5,1,0,2,0,0
행사,0,1,0,0,0,1,0,1
행운,0,1,0,1,0,1,0,0
향수,0,1,1,0,0,0,0,0
향후,0,1,5,1,0,0,0,0
혁신,2,3,6,4,2,1,4,0
현장,1,1,0,5,0,0,0,3
현재,1,2,1,1,1,1,1,0
협상,0,2,5,1,0,1,1,1
혜택,0,1,0,2,0,0,0,1
홍보부장,0,1,1,0,0,0,0,0
화면,0,2,3,1,0,1,0,0
활동,1,2,1,1,1,1,1,0
회장,0,3,13,1,0,0,1,0
효과,1,2,3,1,2,1,2,1
후성,0,3,2,1,1,5,0,0
후지필름,0,1,0,1,0,0,0,0
흑자,1,2,3,1,2,1,2,1
희망퇴직,0,4,4,1,0,3,1,0
히트펌프,6,6,6,0,15,0,7,0
