org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
계좌,4,2,2,1,0,1,2,0,1,0
고객,6,6,9,5,10,4,7,1,5,3
고용,2,3,1,1,0,4,1,0,3,0
골라주,4,2,2,1,0,1,2,0,1,0
공동,2,3,0,1,0,2,1,0,2,0
공모전,2,4,1,1,0,4,1,0,2,1
공학상,3,4,2,1,0,4,4,1,2,1
관광,0,1,2,2,1,1,1,0,1,2
교수,6,9,5,4,2,8,8,2,6,3
교육,3,5,3,3,2,4,4,1,4,2
구축,2,3,0,1,0,2,1,0,2,0
구축했다,4,2,1,1,1,2,4,1,3,1
국제,5,7,4,2,2,9,7,3,3,2
권기성,2,3,0,1,0,2,1,0,2,0
금융,4,8,2,2,0,8,2,0,4,2
기관,3,1,0,2,1,1,2,1,0,2
기기,1,2,3,1,5,1,3,1,2,0
기념품,0,1,2,2,1,1,1,0,1,2
기능,5,3,4,3,3,3,2,8,11,10
기반,7,5,2,2,0,3,3,0,3,1
기업으로,2,2,2,1,1,2,2,1,3,1
김성철,2,2,2,1,1,2,2,1,3,1
김포,0,1,2,2,1,1,1,0,1,2
김포시,0,1,2,2,1,1,1,0,1,2
내년에도,3,1,5,4,3,1,3,3,2,1
넓은,3,2,3,2,3,2,1,2,5,4
뉴시스,2,3,0,1,0,2,1,0,2,0
다양한,4,9,9,7,11,8,8,2,9,3
대비,1,0,5,1,3,0,3,3,1,1
대표,4,5,2,2,1,4,3,1,5,1
대학,2,3,0,1,0,2,1,0,2,0
대해,1,1,2,1,0,1,1,0,1,1
대형,1,0,5,1,3,0,3,3,1,1
데이터,7,5,1,2,1,4,5,1,5,2
독일,1,2,3,1,5,1,3,1,2,0
등은,3,1,0,2,1,1,2,1,0,2
디스플레,0,1,2,3,1,1,1,0,2,1
디자인,3,2,3,2,3,2,1,2,5,4
디핸들프로,1,0,0,0,0,0,0,1,2,2
라미네이션,1,1,4,1,5,1,2,0,1,2
로크웰오토메이션,2,2,1,1,1,2,3,1,3,2
리빙한줌,1,0,0,0,0,0,0,1,2,2
마사지기,1,0,0,0,0,0,0,1,2,2
맞춤형,3,3,0,1,0,2,1,0,2,1
매년,1,1,4,1,5,1,2,0,1,2
매출,5,3,4,6,1,3,3,1,4,1
머그잔,0,1,2,2,1,1,1,0,1,2
멀티,1,1,4,1,5,1,2,0,1,2
메모리,2,1,0,1,0,1,2,0,1,1
메타버스,2,3,2,1,2,5,3,2,1,1
메트로신문,2,3,2,1,2,5,3,2,1,1
명예교수,3,4,2,1,0,4,4,1,2,1
모니터,1,0,5,1,3,0,3,3,1,1
모델,3,2,3,2,3,2,1,2,5,4
모빌리티,2,5,6,4,10,3,6,2,5,1
모터,2,2,1,1,1,2,3,1,3,2
무선,1,0,0,0,0,0,0,1,2,2
미국발,3,1,0,2,1,1,2,1,0,2
미래,3,7,4,4,5,6,4,1,5,2
미세먼지,0,1,2,3,1,1,1,0,2,1
박사,3,4,2,1,0,4,4,1,2,1
박수길,3,4,2,1,0,4,4,1,2,1
반도체,3,5,4,4,1,5,5,1,4,2
밝혔다.,6,8,3,4,2,6,5,1,6,3
배터리,2,2,2,2,0,2,2,10,6,9
버튼,1,0,0,0,0,0,0,1,2,2
벨트,1,0,0,0,0,0,0,1,2,2
보이고,2,1,0,1,0,1,2,0,1,1
복지,2,3,1,1,0,4,1,0,3,0
본선,4,8,2,2,0,8,2,0,4,2
본체,1,0,0,0,0,0,0,1,2,2
부사장,2,4,7,4,10,3,5,1,4,3
부스,1,2,3,1,5,1,3,1,2,0
분기,1,0,5,1,3,0,3,3,1,1
분야,4,5,4,2,0,5,5,1,3,2
뷰티,4,2,2,5,1,2,2,1,3,0
블루,2,2,2,2,0,2,2,10,6,9
사상,3,1,0,2,1,1,2,1,0,2
사업,4,5,4,5,1,4,3,0,5,3
사업구조,2,2,2,1,1,2,2,1,3,1
사용할,1,0,0,0,0,0,0,1,2,2
사전예약,1,1,1,1,0,1,1,5,2,5
사진,3,5,3,3,2,4,4,1,4,2
삼성디스플레,4,4,8,7,8,3,6,4,5,2
삼성디스플레이,5,5,12,8,13,4,8,4,6,4
삼성전자,3,3,3,2,5,2,5,1,3,1
삼육대,2,3,0,1,0,2,1,0,2,0
상승,3,1,0,2,1,1,2,1,0,2
상태로,1,0,0,0,0,0,0,1,2,2
상품,4,2,2,5,1,2,2,1,3,0
새로운,1,1,1,1,0,1,1,5,4,4
색상으로,2,2,2,2,0,2,2,10,6,9
생산,1,1,2,1,0,1,1,0,1,1
생존,4,2,2,5,1,2,2,1,3,0
서비스,7,5,2,2,0,3,3,0,3,1
선보였다.,1,3,3,3,5,2,3,1,3,1
설비,1,2,4,4,1,2,2,0,3,2
성과,3,5,3,3,2,4,4,1,4,2
성균관의대,3,3,0,1,0,2,1,0,2,1
성장,1,1,4,1,5,1,2,0,1,2
세계,5,5,4,4,6,4,7,2,6,2
소형,3,2,3,2,3,2,1,2,5,4
속도,4,2,1,1,1,2,4,1,3,1
솔루션,1,3,3,3,5,2,3,1,3,1
수명,2,2,2,2,0,2,2,10,6,9
수상자인,3,4,2,1,0,4,4,1,2,1
수요,3,1,5,4,3,1,3,3,2,1
스마트싱스,1,2,3,1,5,1,3,1,2,0
스마트폰,1,0,5,1,3,0,3,3,1,1
스타벅스,0,1,2,2,1,1,1,0,1,2
시는,0,1,2,2,1,1,1,0,1,2
시상식,2,4,1,1,0,4,1,0,2,1
시장에서,4,2,1,1,1,2,4,1,3,1
신사업,2,3,1,1,0,4,1,0,3,0
실내,3,2,3,2,3,2,1,2,5,4
실행,4,2,2,1,0,1,2,0,1,0
씨라이언,3,2,3,2,3,2,1,2,5,4
아이디어,4,8,2,2,0,8,2,0,4,2
아이폰,6,3,12,7,6,3,8,16,9,11
알에스오토메이션,2,2,1,1,1,2,3,1,3,2
애기봉,0,1,2,2,1,1,1,0,1,2
애기봉평화생태공원,0,1,2,2,1,1,1,0,1,2
애플,5,3,9,6,4,3,6,14,8,10
애플리케이션,1,2,3,1,5,1,3,1,2,0
애플워치,1,1,1,1,0,1,1,5,2,5
양산,4,2,1,1,1,2,4,1,3,1
양성,3,5,3,3,2,4,4,1,4,2
업계,3,1,5,4,3,1,3,3,2,1
에너지,1,2,3,1,5,1,3,1,2,0
에어백,3,2,3,2,3,2,1,2,5,4
에어팟,1,1,1,1,0,1,1,5,2,5
엔비디아,4,2,1,1,1,2,4,1,3,1
연결,1,2,3,1,5,1,3,1,2,0
연구,3,5,3,3,2,4,4,1,4,2
영상,2,3,2,1,2,5,3,2,1,1
영상제,2,3,2,1,2,5,3,2,1,1
오른,7,3,1,3,2,3,6,2,3,3
오프라인,4,2,2,5,1,2,2,1,3,0
오피니언뉴스,0,1,2,3,1,1,1,0,2,1
오후,2,3,2,1,2,5,3,2,1,1
온열,1,0,0,0,0,0,0,1,2,2
올해,6,4,4,6,2,4,4,2,6,1
완성차,1,1,4,1,5,1,2,0,1,2
외국인,3,1,0,2,1,1,2,1,0,2
우수,2,4,1,1,0,4,1,0,2,1
우수환경산업체,0,1,2,3,1,1,1,0,2,1
워치,1,1,1,1,0,1,1,5,4,4
웨이퍼,1,1,2,1,0,1,1,0,1,1
위한,3,3,0,1,0,2,1,0,2,1
위해,2,4,1,1,0,4,1,0,2,1
유기발광다이오드,1,3,3,3,5,2,3,1,3,1
으뜸기업,2,3,1,1,0,4,1,0,3,0
음성공장,1,1,2,1,0,1,1,0,1,1
음악상,3,4,2,1,0,4,4,1,2,1
이를,4,3,3,4,2,3,5,1,5,2
이번,12,18,9,10,6,18,13,4,14,8
이삼봉홀에서,2,4,1,1,0,4,1,0,2,1
이화여자대학교,2,4,1,1,0,4,1,0,2,1
이후,2,2,2,1,1,2,2,1,3,1
인력,2,3,1,1,0,4,1,0,3,0
인재,2,3,1,1,0,4,1,0,3,0
인증,2,2,1,1,1,2,3,1,3,2
일부,1,1,2,1,0,1,1,0,1,1
일정,2,2,1,1,1,2,3,1,3,2
일진디스플레이,1,1,2,1,0,1,1,0,1,1
있는,4,3,2,2,1,3,4,1,4,2
있다,1,3,3,3,5,2,3,1,3,1
있다.,19,14,14,16,12,15,15,11,23,19
잉곳,1,1,2,1,0,1,1,0,1,1
자동,2,3,0,1,0,2,1,0,2,0
자동화,4,2,2,1,0,1,2,0,1,0
자문형,4,2,2,1,0,1,2,0,1,0
자사,1,1,4,1,5,1,2,0,1,2
자산,4,2,2,1,0,1,2,0,1,0
자산관리,4,2,2,1,0,1,2,0,1,0
장중,3,1,0,2,1,1,2,1,0,2
전기차,4,4,6,3,8,3,4,3,7,4
전날,3,1,0,2,1,1,2,1,0,2
전략,8,4,4,6,1,3,4,1,4,0
전략회의,2,2,1,1,1,2,3,1,3,2
전신,1,0,0,0,0,0,0,1,2,2
전원,1,0,0,0,0,0,0,1,2,2
전환,2,2,2,1,1,2,2,1,3,1
점유율,4,1,10,5,6,1,6,6,3,2
점포,4,2,2,5,1,2,2,1,3,0
제7회,3,4,2,1,0,4,4,1,2,1
제공,3,5,3,3,2,4,4,1,4,2
제약바이오,2,2,2,1,1,2,2,1,3,1
제품,2,2,1,1,1,2,3,1,3,2
제해종,2,3,0,1,0,2,1,0,2,0
주가,4,2,1,1,1,2,4,1,3,1
주요,2,2,2,1,1,2,2,1,3,1
중단에,1,1,2,1,0,1,1,0,1,1
지난,7,13,7,8,3,13,7,1,11,4
지수,3,1,0,2,1,1,2,1,0,2
지원,0,1,2,3,1,1,1,0,2,1
직원,2,3,1,1,0,4,1,0,3,0
진양곤,2,2,2,1,1,2,2,1,3,1
차량,3,2,3,2,3,2,1,2,5,4
차량용,2,4,7,4,10,3,5,1,4,3
차세대,2,2,1,1,1,2,3,1,3,2
창업,3,5,3,3,2,4,4,1,4,2
창출,2,3,1,1,0,4,1,0,3,0
채용,2,3,1,1,0,4,1,0,3,0
첨단,2,3,2,1,2,5,3,2,1,1
청년,2,3,1,1,0,4,1,0,3,0
체제,4,2,1,1,1,2,4,1,3,1
총장,3,5,3,3,2,4,4,1,4,2
최고,1,1,1,1,0,1,1,5,4,4
최고치,3,1,0,2,1,1,2,1,0,2
최대주주,2,2,2,1,1,2,2,1,3,1
출시,0,1,2,2,1,1,1,0,1,2
출하량,1,0,5,1,3,0,3,3,1,1
충전,1,2,3,1,5,1,3,1,2,0
측은,1,1,2,1,0,1,1,0,1,1
친환경,0,1,2,3,1,1,1,0,2,1
카메라,3,3,6,3,5,3,4,10,7,11
컨트롤러,2,2,1,1,1,2,3,1,3,2
케어,3,3,0,1,0,2,1,0,2,1
코스피,3,1,0,2,1,1,2,1,0,2
콘셉트,3,2,3,2,3,2,1,2,5,4
킵스파마,2,2,2,1,1,2,2,1,3,1
테스트,2,2,1,1,1,2,3,1,3,2
통해,12,11,9,11,7,10,10,5,15,8
투자,4,2,2,1,0,1,2,0,1,0
특화,0,1,2,2,1,1,1,0,1,2
팀이,4,8,2,2,0,8,2,0,4,2
판매,0,1,2,2,1,1,1,0,1,2
패널,4,1,10,5,6,1,6,6,3,2
페놈,3,3,0,1,0,2,1,0,2,1
편의점,4,2,2,5,1,2,2,1,3,0
평택,2,2,1,1,1,2,3,1,3,2
포항,2,3,2,1,2,5,3,2,1,1
포항시,2,3,2,1,2,5,3,2,1,1
폴더블,3,1,5,4,3,1,3,3,2,1
폴더블폰,0,0,2,0,1,0,1,1,0,0
폴스타,3,2,3,2,3,2,1,2,5,4
프리윌린,2,3,0,1,0,2,1,0,2,0
플라즈마텍,0,1,2,3,1,1,1,0,2,1
플랫폼,2,3,0,1,0,2,1,0,2,0
학생,2,3,0,1,0,2,1,0,2,0
학습,2,3,0,1,0,2,1,0,2,0
한양대,3,4,2,1,0,4,4,1,2,1
한양백남상,3,4,2,1,0,4,4,1,2,1
한화이센셜,2,3,1,1,0,4,1,0,3,0
함께,1,2,3,1,5,1,3,1,2,0
해외,4,3,4,8,2,3,3,1,5,1
핵심,2,2,1,1,1,2,3,1,3,2
향상된,1,1,1,1,0,1,1,5,2,5
헬스케어,3,3,0,1,0,2,1,0,2,1
혁신,4,2,2,5,1,2,2,1,3,0
현장,2,3,1,1,0,4,1,0,3,0
협력,3,5,3,3,2,4,4,1,4,2
환경,1,2,3,1,5,1,3,1,2,0
환경부,0,1,2,3,1,1,1,0,2,1
활용한,2,4,1,1,0,4,1,0,2,1
회사,1,1,2,1,0,1,1,0,1,1
회장,2,2,2,1,1,2,2,1,3,1
훈풍에,3,1,0,2,1,1,2,1,0,2
