org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
검은색,1,0,1,0,0,1,1,1,1,1,0,2
것으로,38,32,13,13,34,37,43,25,31,32,6,51
게이머들,2,1,0,4,0,1,2,1,1,0,0,2
게이밍,9,5,0,22,1,3,12,6,6,5,0,13
게임,15,7,9,41,5,11,19,8,8,12,0,23
게임쇼,2,1,0,5,1,1,2,1,1,2,0,3
결혼,0,0,0,4,1,1,0,0,0,0,4,1
경구용,2,1,0,1,2,3,2,2,2,2,0,4
경기,0,0,0,0,0,0,0,0,0,0,16,0
경쟁,12,11,5,6,5,6,10,9,4,5,1,13
경쟁사들,5,5,2,1,1,2,4,2,3,0,1,4
경제,0,1,1,1,3,3,1,1,0,2,0,1
경품,0,0,0,0,1,0,0,0,0,1,0,0
경험,2,0,2,0,4,3,3,0,0,9,5,5
고객사,10,10,0,2,3,5,8,6,3,2,1,8
고배당,0,1,1,1,3,3,0,0,0,1,1,1
고성능,1,0,1,0,1,0,1,0,0,0,0,1
고효준,0,0,0,0,0,0,1,0,0,0,3,0
공간,1,1,0,1,0,0,1,1,1,0,0,1
공개,0,0,0,4,1,1,0,0,0,0,4,1
공개된,2,1,1,1,2,0,2,2,2,1,0,3
공격수,0,0,0,0,0,0,0,0,0,0,1,0
공급,6,6,3,2,5,6,4,10,2,2,1,10
공급망,4,1,0,2,9,10,5,4,12,12,0,8
공급키로,3,3,1,1,2,3,2,5,1,1,0,4
공로,2,1,0,1,1,1,5,1,3,1,1,3
공시,1,0,0,0,1,1,2,0,0,0,2,1
공유하면,0,0,0,0,1,0,0,0,0,1,0,0
공장,0,1,1,0,3,5,0,1,0,2,0,1
공정,2,1,0,1,2,3,2,5,1,1,0,5
공정장비,2,1,0,1,2,3,2,2,2,2,0,4
공정한,5,5,0,1,2,1,3,3,1,0,0,4
관객,0,0,1,2,1,0,0,0,0,1,0,1
관계자,0,0,0,1,2,1,0,1,0,0,1,0
관람객,2,1,0,4,0,1,2,1,1,0,0,2
관리하,0,0,1,0,2,0,0,0,4,1,0,0
관세,0,2,2,3,8,8,1,1,0,2,2,2
광전자,1,0,0,0,0,0,1,0,0,2,0,2
광주,0,0,0,0,0,0,0,0,0,0,1,0
광학필름,2,1,1,0,4,6,4,1,0,2,0,5
교통,0,1,4,0,1,1,0,0,0,0,3,0
구글,5,3,0,2,5,8,4,4,5,9,0,6
구동,2,1,0,1,2,3,2,5,1,1,0,5
국가정보자원관리원,0,0,3,0,1,1,0,0,0,0,3,1
국민성장펀드,2,1,1,1,2,3,3,2,1,1,1,4
귀여운,0,0,1,2,1,0,0,0,0,1,0,1
규모,10,11,5,4,6,11,7,15,3,4,2,15
규모로,4,2,3,2,6,4,4,4,10,3,0,8
그는,5,5,0,1,2,3,4,4,1,2,5,4
그래픽,2,1,0,5,0,1,3,1,1,2,0,3
그래픽카드,0,0,2,0,0,1,0,1,0,1,0,0
그룹,0,0,1,2,1,0,0,0,0,1,0,1
글라스,1,0,2,0,3,2,2,0,0,5,0,3
글래스,2,1,0,2,1,3,3,2,2,5,0,4
금융,0,0,3,0,1,1,0,0,0,0,3,1
기기,5,3,0,2,5,8,4,4,5,9,0,6
기념식,4,5,0,1,1,2,4,3,1,1,1,4
기능,1,0,4,0,3,2,2,0,0,5,0,3
기대하고,5,4,0,1,2,2,3,3,1,1,0,3
기록했다.,1,2,2,1,3,4,1,2,0,1,3,2
기리고,1,1,0,1,0,0,1,1,1,0,0,1
기반,1,1,2,0,5,8,2,2,0,3,0,4
기술력,1,0,1,0,2,3,2,1,0,1,0,3
기업들,5,5,0,1,1,2,4,2,2,0,1,4
기여한,3,2,1,1,1,1,4,3,1,1,1,4
기자,4,4,4,3,7,7,5,5,6,3,4,7
기존,1,0,1,0,0,1,1,1,1,1,0,2
기증유물전시관,1,1,0,1,0,0,1,1,1,0,0,1
기증자,1,1,0,1,0,0,1,1,1,0,0,1
기증해,1,1,0,1,0,0,1,1,1,0,0,1
김경문,0,0,0,0,0,0,0,0,0,0,15,0
김동관,1,2,2,1,3,4,1,2,0,1,2,2
김보라,0,0,1,0,2,0,0,0,4,1,0,0
김상민,1,1,0,1,0,0,1,1,1,0,0,1
김영호,3,2,0,1,1,2,3,2,2,2,1,4
김지윤,2,1,1,1,2,3,3,2,1,1,1,4
끝까지,0,0,0,0,0,0,0,0,0,0,5,0
나노,1,0,1,0,2,3,2,1,0,1,0,3
나노기술,1,1,0,0,2,3,2,0,0,1,0,2
나온다.,2,1,0,1,1,2,5,3,1,0,1,4
날에,0,0,0,0,0,0,0,0,0,0,1,0
납품대금,1,2,2,1,0,2,1,0,0,1,2,1
내구성,2,1,3,1,1,1,2,2,1,1,0,3
내년,31,29,4,10,11,17,24,17,10,7,3,25
내린,1,0,0,0,1,1,2,0,0,0,2,1
내장할,0,0,2,0,0,0,0,0,0,0,0,0
냉각,0,0,2,0,0,1,0,1,0,1,0,0
넘치,2,1,0,5,0,0,3,1,1,1,0,3
넥슨,1,1,2,4,0,0,1,0,0,1,0,2
넷마블,3,1,3,9,3,5,4,2,1,5,0,5
노란색,1,0,1,0,1,0,1,0,0,0,0,1
노시환,0,0,0,1,0,0,0,0,0,0,20,1
높은,4,1,0,1,9,9,4,4,14,10,0,8
뉴스토마토,5,5,2,1,1,2,4,2,3,0,1,4
뉴시스,3,1,0,1,8,9,3,3,8,9,0,5
다양한,4,2,4,5,4,7,7,3,4,4,2,7
단독,10,10,6,11,8,10,7,15,3,4,5,16
달러,2,3,2,4,6,7,7,3,2,3,1,6
달리,1,0,1,0,0,1,1,1,1,1,0,2
대금,1,2,2,1,0,2,1,0,0,1,2,1
대만,2,1,0,2,1,3,3,2,2,5,0,4
대미,0,1,1,1,3,3,0,0,0,1,1,1
대비,9,8,4,3,7,12,10,7,6,8,5,14
대전,0,1,4,5,2,2,0,0,0,0,22,2
대죄,1,0,1,4,1,3,2,1,0,4,0,2
대통령,0,3,3,4,11,11,2,2,0,4,2,3
대표,9,9,0,2,5,6,10,8,6,6,1,8
대한,14,15,1,3,5,7,13,10,4,3,4,12
대해서도,5,4,0,1,2,2,3,3,1,1,0,3
대행,0,0,0,0,0,0,1,0,0,0,3,0
대형,24,25,2,10,14,16,29,10,12,11,6,26
대회,0,0,1,1,0,0,0,0,0,0,1,0
댄스,0,0,1,2,1,0,0,0,0,1,0,1
더욱,0,0,4,2,0,0,0,0,0,0,0,1
던진다.,0,0,0,0,0,0,0,0,0,0,1,0
덧붙였다.,5,5,0,1,1,2,4,2,1,0,1,4
데니손,0,0,0,0,0,0,0,0,0,0,1,0
덱스,2,1,3,1,1,1,2,2,1,1,0,3
도시,1,0,0,0,1,2,2,1,0,0,0,1
도움,5,5,0,1,1,2,4,2,2,0,1,4
도쿄게임쇼,5,2,6,14,3,5,6,2,3,4,0,8
두산,0,0,0,0,0,0,1,0,0,0,3,0
디바이스,2,1,2,2,6,4,3,2,9,5,0,4
디스플레,138,127,16,58,66,78,146,96,76,51,25,146
딜사이트,5,5,0,1,2,1,3,3,1,0,0,4
따돌릴,4,5,0,1,1,2,4,3,1,1,1,4
따라올,4,5,0,1,1,2,4,3,2,1,2,4
따르면,15,13,4,5,19,17,20,14,16,12,5,21
땅에,1,0,1,0,0,1,1,1,1,1,0,2
때문이다.,2,1,1,1,2,3,3,2,1,1,1,4
뛰어난,0,0,2,0,0,1,0,1,0,1,0,0
뜻을,1,1,0,1,0,0,1,1,1,0,0,1
라닉스,1,0,2,0,1,3,2,0,1,2,1,4
라며,4,5,0,1,1,2,4,3,2,1,1,4
라인,7,6,4,2,4,6,6,10,2,4,2,9
라인업,0,0,0,0,0,0,0,0,0,0,5,0
러시아,1,2,2,1,3,4,1,2,0,1,2,2
레이저,9,9,4,3,7,9,6,15,3,3,1,15
롤러블,2,1,1,1,2,0,2,2,2,1,0,3
리미티드,1,0,1,0,1,0,1,0,0,0,0,1
리밋,1,0,4,4,1,2,1,0,1,1,0,2
리튬이온배터리,0,1,4,0,1,1,0,0,0,0,3,0
리틀,0,0,0,0,0,0,0,0,0,0,1,0
리틀야구,0,0,1,1,0,0,0,0,0,0,2,0
리프팅,0,0,2,0,8,2,0,0,11,0,0,1
마감했다.,1,0,0,0,1,1,2,0,0,0,2,1
마약,1,0,2,0,1,3,2,0,1,2,1,4
마이크로,11,7,1,4,14,13,16,11,25,13,2,17
마지막,0,0,0,0,0,0,1,0,0,0,3,0
마쳤다.,1,0,0,0,1,1,2,0,0,0,2,1
만나,5,5,0,1,2,1,3,3,1,0,0,4
만에,0,0,4,2,0,0,0,0,0,0,5,1
만큼,5,5,0,1,2,1,3,3,1,0,0,4
많이,6,5,0,1,2,3,6,2,1,0,3,5
말했다.,43,46,3,10,16,20,37,29,12,9,9,38
망원,0,0,2,0,0,0,0,0,0,0,0,0
맞대결,0,0,0,0,0,0,0,0,0,0,1,0
매출,1,2,2,1,3,4,1,2,0,1,2,2
메르세데스-AMG,1,0,1,0,1,0,1,0,0,0,0,1
메인,1,0,0,0,0,0,1,2,0,0,0,1
메인보드,0,0,2,0,0,1,0,1,0,1,0,0
메타,6,3,2,2,8,10,6,4,5,14,0,9
명절,1,2,2,1,0,2,1,0,0,1,2,1
모델,1,0,2,1,1,0,1,0,0,0,2,1
모두,4,2,1,3,2,3,8,4,3,1,2,8
모듈,1,0,2,0,1,3,2,0,1,2,1,4
모바일,4,3,12,13,4,5,4,1,2,3,3,7
모빌리티,2,0,3,0,2,4,4,1,1,2,1,7
무대,0,0,1,2,1,0,0,0,0,2,0,1
무역,0,0,0,1,2,1,0,1,0,0,1,0
무한,7,4,0,4,6,11,7,6,7,14,0,10
문화유산,1,1,0,1,0,0,1,1,1,0,0,1
묻혀있지도,1,0,1,0,0,1,1,1,1,1,0,2
미국,2,5,7,5,17,17,5,4,0,10,4,8
미래,16,17,1,4,9,11,19,8,8,7,4,19
미래나노텍,2,1,1,0,4,6,4,1,0,2,0,5
민원,0,1,4,0,1,1,0,0,0,0,3,0
밀도,0,0,3,0,8,2,0,0,11,0,0,1
바이오,2,1,0,1,2,3,2,2,2,2,0,4
박동원,0,0,0,1,0,0,0,0,0,0,5,1
반도체,8,7,5,2,6,10,9,10,3,4,3,15
발급,0,1,4,0,1,1,0,0,0,0,3,0
밝기,2,1,0,1,1,2,2,2,4,3,0,4
밝혔다.,7,5,7,11,8,5,9,6,12,4,5,11
방법,2,1,0,5,0,1,3,2,2,0,0,3
배터리,2,1,2,0,5,5,4,0,0,6,0,5
백악관,0,0,0,1,2,1,0,1,0,0,1,0
변화,2,1,2,1,3,2,2,2,5,1,0,4
보는,1,0,0,0,1,1,1,0,0,4,0,2
보답하,0,0,0,0,0,0,0,0,0,0,5,0
보도자료,0,0,1,0,3,1,0,0,3,0,0,0
보완,2,1,0,2,1,3,3,2,2,5,0,4
보험,0,0,3,0,1,1,0,0,0,0,3,1
부사장,6,4,1,2,2,3,7,5,3,3,2,8
부스,4,2,3,12,1,4,5,2,1,5,0,6
부품,1,0,2,0,1,3,2,0,1,2,1,4
북미,5,4,0,1,2,2,3,3,1,1,0,3
분들,1,1,0,1,0,0,1,1,1,0,0,1
분야,1,0,1,0,1,1,2,1,0,0,0,3
분야에서,1,0,1,0,1,1,2,1,0,0,0,3
분위기,0,0,1,2,1,0,0,0,0,1,1,1
브레이커스,10,5,6,28,2,5,13,5,6,7,0,16
비디오,0,1,3,0,1,3,0,0,0,2,0,1
비롯해,2,1,0,5,0,1,3,1,1,2,0,3
비전옥스,12,12,5,4,9,12,8,20,4,4,1,18
비타민,0,0,0,0,1,0,0,0,0,1,0,0
빠른,2,1,0,5,0,1,3,1,1,2,0,3
사상,0,0,3,0,1,1,0,0,0,0,3,1
사업,24,28,3,6,22,28,30,11,12,15,6,30
사용자들,0,0,2,0,0,0,0,0,0,0,0,0
사장,73,80,4,16,29,34,66,39,25,16,13,64
사진,0,0,0,0,1,0,0,0,0,1,0,0
산업,29,25,9,13,21,24,43,16,17,17,9,37
산업통상자원부,3,2,1,1,1,1,4,3,1,1,1,4
삼성,5,5,10,3,6,11,6,4,4,9,6,8
삼성디스플레,30,29,2,6,12,11,21,19,10,5,1,23
삼성디스플레이,51,46,5,29,16,24,47,35,20,15,8,47
삼성전자,7,4,1,6,2,7,7,5,5,10,0,10
삼현,1,0,2,0,1,3,2,0,1,2,1,4
상대,0,0,0,0,0,0,0,0,0,0,5,0
상반기,5,5,0,1,1,2,4,2,1,0,1,4
상위,1,1,1,0,1,1,3,0,0,0,2,2
새로운,0,0,1,0,3,1,0,0,4,0,0,1
색상으로,0,0,2,0,0,1,0,1,0,1,0,0
생산,8,5,3,3,5,9,9,12,3,5,2,13
생산라인,23,26,5,7,12,17,21,30,10,6,5,28
샤오미,1,0,0,0,0,0,1,2,0,0,0,1
서비스,0,1,7,0,2,2,0,0,0,0,6,1
선두,0,0,0,0,0,0,0,0,0,0,5,0
선발,0,0,0,1,0,0,1,0,0,0,14,1
선발로,0,0,0,0,0,0,0,0,0,0,1,0
선수,0,0,1,1,0,0,0,0,0,0,1,0
선수들,0,0,0,0,0,0,0,0,0,0,15,0
선수협,0,0,1,1,0,0,0,0,0,0,2,0
성과,2,1,0,1,1,1,5,1,3,1,1,3
성능,2,1,7,1,1,2,2,3,1,2,0,3
성분,0,0,1,0,6,2,0,0,8,0,0,2
성장,2,1,1,0,4,6,4,1,0,2,0,5
성장세,3,4,0,1,1,1,5,4,3,0,1,2
성장할,2,1,0,1,1,2,2,2,4,3,0,4
세계,19,13,3,10,9,9,24,13,9,11,4,23
세계관,2,1,0,4,0,1,2,1,1,0,0,2
세액공제,6,5,2,2,4,4,8,6,2,2,2,8
세제,10,10,0,2,4,2,7,7,2,2,0,8
소재,2,1,1,0,4,6,4,1,0,2,0,5
소중한,1,1,0,1,0,0,1,1,1,0,0,1
손아섭,0,0,0,1,0,0,0,0,0,0,25,1
손흥민,0,0,0,4,1,1,0,0,0,0,4,1
수명,2,1,0,1,1,2,2,2,4,3,0,4
수상했다.,3,2,1,1,1,1,4,3,1,1,1,4
수요,1,0,0,0,1,2,2,1,0,0,0,1
수원,0,0,0,0,0,0,0,0,0,0,1,0
수주,3,3,2,1,3,3,2,5,1,1,1,5
수진,0,0,0,0,0,0,0,0,0,1,0,0
수출,3,2,1,1,1,1,4,3,1,1,1,4
순매도,1,1,1,0,1,1,3,0,0,0,2,2
순매수,1,1,1,0,1,1,3,0,0,0,2,2
스마일게이트,2,1,2,5,2,2,2,1,1,1,0,3
스마트워치,8,3,3,3,15,13,8,8,24,13,0,16
스마트폰,3,2,5,1,8,10,4,2,3,12,0,7
스와프,0,1,1,1,3,3,1,1,0,2,0,1
스트레처블,5,3,0,2,2,3,8,3,5,3,2,7
스티어링,1,0,1,0,1,0,1,0,0,0,0,1
스포츠,0,0,0,4,1,1,0,0,0,0,4,1
승점,0,0,0,0,0,0,0,0,0,0,1,0
승차,0,0,0,0,0,0,0,0,0,0,1,0
시기,5,5,0,1,2,1,3,3,1,0,0,4
시리즈에,0,1,3,0,1,3,0,0,0,2,0,1
시스템,1,0,4,0,2,1,1,0,0,0,3,2
시연,1,0,4,4,1,2,1,0,1,1,0,2
시장에,3,1,5,5,4,4,3,2,6,3,0,6
시장에서,1,1,5,2,1,1,3,0,0,0,2,3
시즌,0,0,0,0,0,0,0,0,0,0,5,0
신규,7,6,2,2,5,8,6,11,2,2,0,9
신분증,0,1,4,0,1,1,0,0,0,0,3,0
신시장,4,3,1,1,2,2,4,2,1,0,0,3
신작,8,3,11,25,4,8,11,5,5,7,0,14
실적,37,42,4,9,22,25,40,15,12,12,12,35
심리,1,1,1,0,1,1,3,0,0,0,2,2
심우준,0,0,0,0,0,0,0,0,0,0,5,0
아니라,1,0,0,0,1,1,1,0,0,4,0,2
아래,2,1,3,1,1,1,2,2,1,1,0,3
아산,1,0,0,0,1,2,2,1,0,0,0,1
아직,2,0,0,0,8,7,2,2,10,7,0,4
아티스트,1,0,0,0,1,1,1,0,0,4,0,2
안경,5,3,0,2,5,8,4,4,5,9,0,6
안내판,1,0,1,0,0,1,1,1,1,1,0,2
안랩,3,2,3,5,2,4,5,2,4,3,2,4
안타,0,0,0,0,0,0,0,0,0,0,5,0
않습니다.,1,0,1,0,0,1,1,1,1,1,0,2
앞당겨,1,2,2,1,0,2,1,0,0,1,2,1
앞두고,1,2,2,1,0,2,1,0,0,1,2,1
앞서,15,15,0,3,6,5,12,11,3,4,3,12
애니메이션,6,3,3,17,2,5,7,3,2,7,0,9
애플,16,14,5,4,11,17,13,14,8,13,1,15
액션,2,1,3,8,1,3,3,1,0,5,0,4
야구,0,0,1,1,0,0,0,0,0,0,2,0
야외에서도,1,0,0,0,4,3,1,1,5,3,0,2
양사,5,5,0,1,2,3,5,3,1,2,2,4
양산,9,8,1,2,3,4,8,4,2,1,1,7
양의지,0,0,0,0,0,0,1,0,0,0,3,0
업계,22,17,3,9,10,16,27,21,11,11,4,28
업그레이드,2,1,3,1,1,1,2,2,1,1,0,3
업종,2,1,0,1,2,3,2,2,2,2,0,4
업체,4,2,1,2,4,4,4,4,9,5,0,8
에디션,1,0,1,0,1,0,1,0,0,0,0,1
에서,2,1,1,4,1,0,5,2,2,1,1,5
에코백,0,0,0,0,1,0,0,0,0,1,0,0
엔씨,2,1,0,5,0,0,3,1,1,1,0,3
엔씨소프트,11,5,6,28,4,8,13,6,7,6,0,16
엔제리너스,0,0,0,0,1,0,0,0,0,1,0,0
여러,2,1,1,1,2,3,3,2,1,1,1,4
여유,0,0,0,0,0,0,0,0,0,0,5,0
여자,0,0,1,1,0,0,0,0,0,0,1,0
여자야구,0,0,1,1,0,0,0,0,0,0,2,0
여전히,2,1,0,2,0,0,5,2,2,0,1,4
역임하며,4,3,1,1,2,2,4,2,1,0,0,3
연간,25,30,2,6,15,16,28,11,11,9,6,24
연결돼,1,0,1,0,0,1,1,1,1,1,0,2
연기,0,0,0,1,0,0,0,0,0,0,5,1
연출,1,0,1,4,1,3,2,1,0,4,0,2
열린,9,10,0,2,3,5,8,7,3,3,2,8
영업비밀,10,10,0,2,4,2,7,7,2,2,0,8
영업이익,4,5,0,1,3,3,5,1,2,2,1,4
영화,0,1,3,0,1,3,0,0,0,2,0,1
영화관,1,2,2,1,3,4,1,2,0,1,2,2
예금,0,0,3,0,1,1,0,0,0,0,3,1
오리진,0,0,4,2,0,0,0,0,0,0,0,1
오프라인,0,0,3,0,1,1,0,0,0,0,3,1
올러,0,0,0,0,0,0,0,0,0,0,1,0
올해,26,30,3,8,19,24,29,13,13,16,7,29
와카이,0,0,1,2,1,0,0,0,0,1,0,1
외국인,2,1,1,0,2,2,5,0,0,0,10,3
요약,0,1,1,1,3,3,1,1,0,2,0,1
우려,3,2,3,1,4,3,5,2,5,1,2,6
우리,0,0,0,0,0,0,0,0,0,0,5,0
우승,0,0,0,0,0,0,0,0,0,0,5,0
우완투수,0,0,0,0,0,0,1,0,0,0,3,0
우체국,0,0,3,0,1,1,0,0,0,0,3,1
우편,0,0,3,0,1,1,0,0,0,0,3,1
울트라,0,0,2,0,0,0,0,0,0,0,0,0
원을,1,0,0,0,1,1,2,0,0,0,2,1
원자재,1,2,2,1,0,2,1,0,0,1,2,1
웨어러블,6,3,3,3,7,6,6,6,14,6,0,12
웨이브,3,2,3,5,2,4,5,2,4,3,2,4
웹젠,0,0,4,2,0,0,0,0,0,0,0,1
위기경보,5,5,2,1,1,2,4,2,3,0,1,4
위안,9,9,3,3,6,9,6,15,3,3,0,13
위치한,0,1,4,0,1,1,0,0,0,0,3,0
위한,17,20,2,4,13,13,22,5,8,8,4,19
위해,1,1,1,2,0,0,1,1,1,0,1,1
윈드쉴드,1,0,1,0,1,1,2,1,0,0,0,3
유공자,3,2,1,1,1,1,4,3,1,1,1,4
유기발광다이오드,9,10,0,2,3,3,7,6,2,1,1,8
유럽연합,0,0,0,1,2,1,0,1,0,0,1,0
유물,1,1,0,1,0,0,1,1,1,0,0,1
유비리서치,6,2,1,2,12,11,6,6,19,12,0,12
유비리서치에,2,0,0,0,8,7,2,2,10,7,0,4
유소년,0,0,1,1,0,0,0,0,0,0,1,0
은고이,0,0,0,0,0,0,0,0,0,0,1,0
의약품,2,1,0,2,4,4,2,3,2,2,1,4
의약품에,0,0,0,1,2,1,0,1,0,0,1,0
이날,1,2,2,1,3,4,1,2,0,1,2,2
이는,2,1,0,1,2,3,2,5,1,1,0,5
이도윤,0,0,0,0,0,0,0,0,0,0,5,0
이도현,0,0,0,0,0,0,0,0,0,0,1,0
이를,1,0,1,0,2,3,2,1,0,1,0,3
이름,0,0,0,1,0,0,0,0,0,0,5,1
이번,4,3,8,7,3,5,8,2,4,3,4,7
이벤트,2,1,2,5,2,2,2,1,1,1,0,3
