org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
공급,4,7,9,10,13,0,8,0
공급망,12,5,9,4,11,2,9,1
공급키로,1,2,2,4,3,1,3,0
공급한,0,0,1,0,0,1,0,0
공로,1,5,4,2,4,0,4,0
공시,2,2,2,1,1,0,0,0
공유하면,0,0,0,0,0,1,0,0
공정,1,2,3,2,4,0,3,0
공정장비,3,2,3,2,4,0,4,0
공정한,3,3,3,5,2,0,2,0
관객,1,0,1,0,1,1,0,2
관계자들,1,0,2,0,3,1,1,0
관람객,1,2,2,2,1,0,2,3
관람객들,4,2,2,1,3,1,0,5
관련,1,1,2,0,4,0,0,0
관리하,0,0,0,0,0,1,2,0
광전자,3,1,2,1,2,0,0,0
광학필름,2,4,4,2,10,0,1,0
굉장히,1,0,0,0,0,3,0,2
구글,9,4,6,5,5,1,6,0
구동,1,2,3,2,4,0,3,0
구매,2,0,4,0,6,2,2,0
구축,0,0,3,1,2,0,2,0
국민,0,0,0,0,0,3,0,0
국민성장펀드,3,3,5,2,2,2,2,0
국방부,2,0,4,0,6,2,2,0
국정자원,3,2,4,2,3,1,5,0
국제대회,1,0,0,0,0,2,0,2
귀여운,1,0,1,0,1,1,0,2
규모,6,8,13,14,16,2,9,2
규모로,7,4,6,4,6,0,10,0
그는,4,4,4,5,3,3,2,2
그래픽,2,3,3,2,3,0,2,4
그런,0,0,1,0,0,1,0,1
그룹,1,0,1,0,1,1,0,2
글라스,4,2,3,1,3,0,0,0
글래스,4,3,4,2,3,0,3,1
기기,9,4,6,5,5,1,6,0
기념식,2,4,4,5,3,0,2,0
기능,4,2,3,1,3,3,0,0
기대감,1,2,3,1,3,0,0,0
기대하고,2,3,3,5,3,0,2,0
기리고,0,1,1,1,0,0,2,0
기반,3,5,5,3,10,0,3,0
기분,0,0,0,0,0,2,0,0
기술력,3,5,5,3,10,0,3,0
기업들,2,4,4,5,3,1,2,0
기여한,2,4,4,3,4,0,3,0
기자,4,4,8,3,3,8,6,0
기존,3,2,5,1,7,0,1,0
기증유물전시관,0,1,1,1,0,0,2,0
기증자,0,1,1,1,0,0,2,0
기증해,0,1,1,1,0,0,2,0
김경문,0,0,1,0,0,1,0,1
김보라,0,0,0,0,0,1,2,0
김상민,0,1,1,1,0,0,2,0
김영호,3,3,4,3,5,1,4,0
김지윤,3,3,5,2,2,2,2,0
나노,1,2,2,1,5,0,1,0
나노기술,1,2,2,1,5,0,0,0
나온다.,2,5,4,2,3,2,2,0
납품대금,2,1,3,2,1,0,0,2
내구성,2,2,3,2,3,0,2,0
내년,16,24,25,31,23,4,15,5
내린,2,2,2,1,1,0,0,0
내장하고,2,1,1,1,1,0,1,0
넘치,2,3,3,2,2,0,2,4
네이트온,0,0,0,0,0,3,0,0
넥슨,2,1,2,2,3,0,0,4
넷마블,11,6,6,4,7,1,2,14
노란색,1,1,1,1,1,0,0,0
노시환,0,0,3,0,0,3,0,2
높은,12,4,8,4,11,3,11,0
뉴스토마토,2,4,4,5,3,2,4,0
뉴시스,9,3,6,3,7,2,6,0
다양한,4,7,7,4,10,0,6,4
단독,5,7,9,14,13,3,9,4
달러,1,5,4,2,2,1,2,1
달리,2,1,3,1,3,0,1,0
대규모,1,1,2,0,4,0,0,0
대금,2,1,3,2,1,0,0,2
대만,4,3,4,2,3,0,3,1
대비,9,11,13,9,15,1,9,0
대죄,3,2,2,1,2,0,0,5
대체,0,0,0,0,0,3,0,0
대표,8,10,10,10,7,4,8,0
대한,7,13,12,15,10,2,7,0
대해,0,0,1,0,0,1,0,0
대해서도,2,3,3,5,3,0,2,0
대형,14,29,26,28,26,2,17,3
대회,1,0,0,0,0,1,0,2
댄스,1,0,1,0,1,1,0,2
더블,1,0,1,0,1,4,0,0
더욱,0,0,1,0,2,1,0,2
덧붙였다.,2,4,4,5,3,0,2,0
덱스,2,2,3,2,3,0,2,0
도시,2,2,1,1,3,0,0,0
도움,2,4,4,5,3,1,2,0
도쿄게임쇼,12,8,9,6,12,3,5,18
돌릴,0,0,0,0,0,3,0,0
동일한,2,1,1,1,1,0,1,0
드론,2,0,4,0,6,2,2,0
디바이스,4,3,4,2,4,1,7,1
디스플레,98,151,148,151,132,21,108,22
딜사이트,3,3,3,5,2,0,2,0
따돌릴,2,4,4,5,3,0,2,0
따라올,2,4,4,5,3,1,3,0
따르면,19,21,22,17,20,5,16,0
땅에,2,1,3,1,3,0,1,0
때는,0,0,1,0,0,1,0,1
때문이다.,3,3,5,2,2,2,2,0
뜻을,0,1,1,1,0,0,2,0
라건아,1,0,2,0,0,2,0,1
라고,1,0,2,0,1,5,0,1
라닉스,2,2,3,1,5,0,2,0
라며,2,4,4,5,3,1,3,0
라인,3,6,8,8,7,2,5,0
레이저,3,6,9,12,12,0,9,0
레플리케이터,2,0,4,0,6,2,2,0
롤러블,2,2,3,2,2,0,2,0
리드,1,0,1,0,0,1,0,0
리미티드,1,1,1,1,1,0,0,0
리밋,2,1,2,1,4,2,1,5
리프팅,0,0,1,0,3,1,6,0
마감했다.,2,2,2,1,1,0,0,0
마스터스,1,0,0,0,0,1,0,2
마약,2,2,3,1,5,0,2,0
마이크로,19,16,18,12,19,5,24,0
마쳤다.,2,2,2,1,1,0,0,0
만나,3,3,3,5,2,0,2,0
만에,0,0,1,0,2,1,0,2
만큼,4,3,3,5,2,3,2,2
많이,4,6,6,6,4,0,2,0
말했다.,22,36,34,44,24,3,20,0
매출,2,3,3,2,5,0,2,0
메르세데스-AMG,1,1,1,1,1,0,0,0
메신저,0,0,0,0,0,3,0,0
메인,1,1,1,1,1,0,0,0
메타,13,6,9,6,8,1,6,0
명절,2,1,3,2,1,0,0,2
모델,1,1,1,1,1,0,0,0
모두,4,8,9,4,4,3,4,1
모듈,2,2,3,1,5,0,2,0
모바일,8,4,6,5,9,2,3,13
모빌리티,3,4,5,2,8,1,2,0
무기체계,1,0,2,0,3,1,1,0
무대,1,0,1,0,1,1,0,2
무한,13,7,10,7,8,1,9,1
문화유산,0,1,1,1,0,0,2,0
묻혀있지도,2,1,3,1,3,0,1,0
미국,6,2,7,1,9,2,2,0
미래,10,19,18,19,19,3,11,0
미래나노텍,2,4,4,2,10,0,1,0
밀도,0,0,1,0,3,1,6,0
바이오,3,2,3,2,4,0,4,0
박동원,0,0,1,0,0,1,0,0
박재욱,1,0,0,0,0,4,0,4
박정현,1,0,2,0,0,2,0,0
반도체,8,12,14,12,19,3,10,0
발표,1,2,3,1,3,0,0,0
밝기,6,4,5,4,4,2,7,0
밝기에서,2,2,2,2,1,1,2,0
밝혔다.,7,9,11,7,12,1,12,9
방법,2,3,3,2,3,0,3,5
방식,2,2,2,2,1,1,2,0
배전,0,0,3,1,2,0,2,0
배전망,0,0,3,1,2,0,2,0
배터리,5,4,6,2,8,1,0,0
버전,2,1,1,1,1,0,1,0
버전으로,0,0,0,0,0,3,0,0
벨란겔,0,0,1,0,0,1,0,1
변화,3,2,3,2,3,0,5,0
보는,3,1,3,1,2,1,0,0
보도자료,0,0,0,0,1,1,2,0
보완,4,3,4,2,3,0,3,1
부문,1,2,3,1,3,0,0,0
부분,1,0,3,0,1,6,0,1
부사장,5,7,8,6,9,1,7,0
부스,10,7,8,6,9,1,2,17
부품,4,5,6,3,10,0,4,0
북미,2,3,3,5,3,0,2,0
분들,0,1,1,1,0,0,2,0
분류,1,0,2,0,1,5,0,0
분야,1,2,2,1,3,1,0,0
분야에서,1,2,2,1,3,1,0,0
분위기,1,0,1,0,1,1,0,2
브레이커스,13,13,16,11,18,2,10,26
비디오,1,0,2,0,2,0,0,0
비롯해,2,3,3,2,3,0,2,4
비용,1,0,2,0,3,1,1,0
비전옥스,4,8,10,16,14,3,12,0
비타민,0,0,0,0,0,1,0,0
빠른,2,3,3,2,3,0,2,4
빽다방,0,0,0,0,0,2,0,0
사고,0,0,1,0,0,1,0,0
사업,19,33,34,31,44,4,20,0
사용자들,0,0,0,0,0,3,0,0
사장,37,66,61,80,49,7,36,0
사진,0,0,0,0,0,1,0,0
산업,23,43,43,33,38,5,26,4
산업통상자원부,2,4,4,3,4,0,3,0
삼성,14,8,14,9,11,2,8,2
삼성디스플레,16,21,20,30,16,3,16,0
삼성디스플레이,30,47,47,52,39,8,32,17
삼성전자,9,6,8,6,5,0,8,1
삼현,2,2,3,1,5,0,2,0
상대,2,0,0,0,0,4,0,4
상반기,2,4,4,5,3,0,2,0
상위,2,3,3,1,2,1,0,0
새로운,0,0,1,0,2,0,2,0
생산,6,9,13,8,9,4,7,0
생산라인,10,21,21,30,21,6,21,0
생태계,0,0,3,1,2,0,2,0
샤오미,1,1,1,1,1,0,0,0
서울고,1,0,0,0,0,4,0,4
선수들,0,0,1,0,0,1,0,0
성과,1,5,4,2,4,0,4,0
성능,4,4,5,4,4,1,4,0
성분,0,0,2,0,4,0,4,0
성장,4,7,7,4,15,0,3,0
성장세,2,5,3,4,1,2,4,0
성장할,4,2,3,2,3,1,5,0
세계,18,24,25,19,23,4,17,6
세계관,1,2,2,2,1,0,2,3
세계랭킹,1,0,0,0,0,2,0,2
세아베스틸지주,1,2,3,1,3,0,0,0
세액공제,6,8,9,6,4,2,4,0
세제,6,7,6,10,4,0,4,0
셀룰러,2,1,1,1,1,0,1,0
셀피카메라,2,1,1,1,1,0,1,0
소노,3,0,4,0,2,10,0,0
소리,1,0,0,0,0,3,0,2
소재,2,4,4,2,10,0,1,0
소중한,0,1,1,1,0,0,2,0
소프트웨어,2,0,4,0,6,2,2,0
손아섭,0,0,1,0,0,1,0,1
손흥민,1,0,0,0,0,4,0,4
수명,4,2,3,2,3,1,5,0
수비,0,0,1,0,0,1,0,0
수상했다.,2,4,4,3,4,0,3,0
수요,3,4,4,2,6,0,0,0
수익성,1,2,3,1,3,0,0,0
수주,3,5,6,6,9,0,5,0
수출,2,4,4,3,4,0,3,0
순매도,2,3,3,1,2,1,0,0
순매수,2,3,3,1,2,1,0,0
쉽게,0,0,1,0,0,1,0,1
슈퍼,1,0,0,0,0,1,0,2
스마일게이트,4,2,2,2,2,0,2,4
스마트워치,19,8,14,8,17,3,21,0
스마트폰,10,4,8,3,8,1,3,0
스트레처블,4,8,8,5,9,1,8,0
스티어링,1,1,1,1,1,0,0,0
시간,0,0,1,0,0,1,0,1
시기,3,3,3,5,2,0,2,0
시리즈에,1,0,2,0,2,0,0,0
시범경기,3,0,4,0,2,10,0,0
시스템,3,1,5,1,7,2,2,0
시연,6,3,4,2,7,3,1,10
시장에,6,3,5,3,7,2,6,5
시장에서,2,3,4,1,4,2,0,2
시즌,2,0,1,0,0,2,0,2
신규,4,6,5,9,9,3,6,0
신시장,2,4,3,4,3,0,2,0
신작,17,13,15,9,18,4,8,30
실적,20,42,38,42,34,3,16,0
심리,2,3,3,1,2,1,0,0
아내,1,0,0,0,0,4,0,4
아니라,3,1,3,1,2,1,0,0
아래,2,2,3,2,3,0,2,0
아산,2,2,1,1,3,0,0,0
아직,9,2,7,2,9,7,6,0
아티스트,3,1,3,1,2,1,0,0
안경,9,4,6,5,5,1,6,0
안내판,2,1,3,1,3,0,1,0
안랩,3,5,5,3,5,0,5,4
안세영,3,0,0,0,0,6,0,6
안전,0,0,1,0,0,1,0,0
않는,0,0,1,0,0,1,0,0
않습니다.,2,1,3,1,3,0,1,0
알루미늄,1,2,3,1,3,0,0,0
압출,1,2,3,1,3,0,0,0
앞당겨,2,1,3,2,1,0,0,2
앞두고,2,1,3,2,1,0,0,2
앞서,9,11,10,15,7,0,6,0
애니메이션,9,7,9,7,9,0,4,16
애사비,0,0,0,0,0,2,0,0
애플,13,13,17,16,15,4,11,0
액션,5,3,4,3,5,0,0,9
야외에서도,4,1,2,1,4,1,3,0
양사,2,5,4,5,4,0,2,0
양산,4,8,7,9,6,0,4,0
어려움,1,0,2,0,3,1,1,0
어시스트,1,0,1,0,1,4,0,0
업계,18,27,29,22,19,8,17,2
업그레이드,4,3,4,3,4,0,3,0
업데이트,0,0,0,0,0,3,0,0
업종,3,2,3,2,4,0,4,0
업체,8,4,6,4,6,1,10,0
없다,0,0,0,0,0,3,0,0
에너지,0,0,3,1,2,0,2,0
에디션,1,1,1,1,1,0,0,0
에서,2,5,5,2,3,2,2,3
에코백,0,0,0,0,0,1,0,0
에프엔에스테크,2,3,3,2,5,0,2,0
엔씨,2,3,3,2,2,0,2,4
엔씨소프트,14,13,15,11,16,2,12,25
엔제리너스,0,0,0,0,0,1,0,0
여러,3,3,5,2,2,2,2,0
여자단식,1,0,0,0,0,1,0,2
여전히,1,5,4,2,2,1,2,1
역시,0,0,1,0,0,1,0,0
역임하며,2,4,3,4,3,0,2,0
연간,13,28,24,30,22,3,13,0
연결돼,2,1,3,1,3,0,1,0
연속,1,0,0,0,0,2,0,2
연예,1,0,0,0,0,4,0,4
연출,3,2,2,1,2,0,0,5
연합뉴스,1,0,2,0,3,1,1,0
열관리,1,1,2,0,4,0,0,0
열린,7,8,9,10,6,3,5,2
염경엽,0,0,1,0,0,1,0,0
영업비밀,6,7,6,10,4,0,4,0
영업이익,2,5,4,5,4,0,2,0
영화,1,0,2,0,2,0,0,0
오늘,2,0,1,0,0,5,0,2
오랜만에,1,0,0,0,0,3,0,2
오리진,0,0,1,0,2,1,0,2
오후,0,0,0,0,0,2,0,0
올랐다.,1,0,0,0,0,2,0,2
올해,19,28,26,30,25,4,17,4
와카이,1,0,1,0,1,1,0,2
외국,0,0,1,0,0,1,0,0
외국인,4,5,5,2,3,1,0,0
우려,2,3,3,1,2,1,0,0
우승,1,0,1,0,0,3,0,3
워니,1,0,1,0,1,4,0,0
원을,2,2,2,1,1,0,0,0
원자재,2,1,3,2,1,0,0,2
웨어러블,11,6,9,6,9,1,15,0
웨이브,3,5,5,3,5,0,5,4
웹젠,0,0,1,0,2,1,0,2
위기경보,2,4,4,5,3,2,4,0
위안,3,6,7,12,10,3,9,0
위한,10,23,23,22,25,2,10,0
위해,0,1,1,1,0,0,2,0
윈드쉴드,1,2,2,1,3,1,0,0
유공자,2,4,4,3,4,0,3,0
유기발광다이오드,5,7,7,10,5,0,4,0
유물,0,1,1,1,0,0,2,0
유비리서치,16,6,11,6,14,3,16,0
유비리서치에,8,2,5,2,8,2,6,0
유저들,4,2,2,1,3,1,0,5
응원,1,0,0,0,0,3,0,2
응원해주시,1,0,0,0,0,3,0,2
의약품,3,2,3,2,4,0,4,0
이날,0,0,1,0,0,1,0,1
이는,1,2,3,2,4,0,3,0
이대은,1,0,0,0,0,4,0,4
이를,1,2,2,1,5,0,1,0
이민서,1,0,2,0,1,5,0,0
이번,10,11,13,5,16,3,5,11
이벤트,4,2,2,2,2,0,2,4
이슈,1,0,0,0,0,4,0,4
이어,3,4,4,5,4,1,4,0
이유,2,2,3,2,3,0,2,0
이전,0,0,0,0,0,3,0,0
이차전지,2,4,4,2,10,0,1,0
이청,8,12,11,15,9,1,8,0
이후,0,0,1,0,2,1,0,2
인구,2,2,1,1,3,0,0,0
인기,0,0,0,0,0,2,0,0
인스타그램으로,0,0,0,0,0,1,0,0
인플루언서,4,2,2,2,2,0,2,4
일곱,3,2,2,1,2,0,0,5
일본,17,11,13,9,15,3,7,26
입자,2,1,3,1,3,0,1,0
있는,32,35,44,28,39,13,23,37
있다,31,50,49,58,38,14,34,0
있다.,60,61,78,51,79,25,53,11
있도록,0,0,1,0,2,0,2,0
있습니다.,0,0,1,0,0,1,0,0
있어,2,4,4,5,3,0,2,0
있지도,2,1,3,1,3,0,1,0
자금,1,1,2,0,4,0,0,0
자동차,3,3,5,1,9,0,2,0
자두,0,0,0,0,0,2,0,0
자사주,2,2,2,1,1,0,0,0
자신감,4,8,8,10,6,2,5,0
자율,2,0,4,0,6,2,2,0
작은,4,3,6,3,6,0,3,0
잠실,0,0,0,0,0,3,0,0
잡았습니다.,1,0,1,0,0,1,0,0
장교들,1,0,2,0,3,1,1,0
장벽,0,0,1,0,2,1,6,0
장비,9,15,19,23,28,3,19,0
재계,2,1,3,2,1,0,0,2
저당,0,0,0,0,0,1,0,0
저비용,1,0,2,0,3,1,1,0
저장공간,2,1,1,1,1,0,1,0
전국적으로,2,2,1,1,3,0,0,0
전기장에,2,1,3,1,3,0,1,0
전기차,3,3,5,2,2,2,2,0
전날,0,0,2,0,0,2,0,2
전동화,2,3,4,1,7,1,0,0
전략,4,2,3,1,3,0,0,0
전망이다.,5,4,5,4,4,1,7,0
전면,2,1,1,1,1,0,1,0
전문성,1,0,2,0,3,1,1,0
전분기,1,2,3,1,3,0,0,0
전선,2,1,3,1,3,0,1,0
전승,1,0,0,0,0,1,0,2
전시,0,1,1,1,0,0,2,0
전시회,3,1,2,1,2,0,0,0
전자종이,2,1,3,1,3,0,1,0
전자파,1,2,2,1,5,0,0,0
전작인,2,1,1,1,1,0,1,0
전장,2,2,3,1,5,0,2,0
전체,2,5,3,4,1,2,4,0
전투,3,2,2,1,2,0,0,5
전환,2,5,4,5,4,0,2,0
전환에,2,4,4,5,3,1,3,0
전희철,1,0,1,0,1,4,0,0
점검,0,0,1,0,0,1,0,0
점에서,3,3,5,2,2,2,2,0
점유율,3,5,4,4,2,0,2,0
점프볼,1,0,2,0,1,5,0,0
정규리그,0,0,1,0,0,1,0,1
정부,24,35,34,38,22,6,18,0
정철동,4,9,8,10,7,1,4,0
제16회,2,4,4,5,3,2,4,0
제네시스,2,2,3,2,2,0,2,0
제로,4,2,4,3,7,2,1,9
제로슈,0,0,0,0,0,1,0,0
제작,3,1,3,1,2,1,0,0
제조사,2,4,5,4,3,2,2,0
제조업,3,2,3,2,4,0,4,0
제품,1,2,5,1,7,0,4,0
조기,2,1,3,2,1,0,0,2
조상현,0,0,1,0,0,1,0,0
종목,2,3,3,1,2,1,0,0
종합,1,0,0,0,0,4,0,4
좋았다,1,0,0,0,0,3,0,2
좋은,0,0,0,0,0,3,0,0
주가,3,2,3,2,4,0,4,0
주간,2,2,2,1,1,0,0,0
주루,0,0,2,0,0,2,0,2
주신,0,1,1,1,0,0,2,0
주요,11,7,9,9,12,2,8,9
죽는,0,0,1,0,0,1,0,1
중국,40,62,67,72,61,11,45,1
중국에,2,5,4,2,3,2,2,0
중반,1,0,1,0,0,1,0,0
중심,3,2,3,2,3,0,5,0
즐길,7,8,9,6,8,0,6,12
증자,1,1,2,0,4,0,0,0
증착기,2,4,5,4,3,2,2,0
지급,2,1,3,2,1,0,0,2
지급한다.,2,1,3,2,1,0,0,2
지난,11,11,12,12,6,2,7,0
지방,2,2,1,1,3,0,0,0
지원,7,12,13,9,12,2,6,0
지원한다.,2,1,1,1,1,0,1,0
진행하고,3,2,3,2,4,0,4,0
짱구,0,0,0,0,0,2,0,0
차단,1,2,2,1,5,0,0,0
차량,6,11,12,6,12,2,6,1
차량용,3,7,7,4,4,1,4,1
차세대,8,12,12,9,10,0,9,1
참석한,2,4,4,5,3,2,4,0
창원,0,0,2,0,0,2,0,1
챌린지,0,0,1,0,0,1,0,0
첨단,1,2,2,1,5,0,1,0
청춘,0,0,0,0,0,3,0,0
체험,2,3,3,2,3,0,3,5
체험할,1,2,2,2,1,0,2,3
초추웡,3,0,0,0,0,6,0,6
최고,1,1,1,1,1,0,0,0
최선,0,0,1,0,0,1,0,1
최초로,3,3,4,3,5,1,4,0
추석,2,1,3,2,1,0,0,2
추월당할,2,5,4,2,3,2,2,0
출시,2,1,2,1,3,1,1,2
출신,1,0,0,0,0,4,0,4
출품했다.,4,2,2,2,2,0,2,4
출하량,9,4,6,5,5,1,6,0
충남,2,2,1,1,3,0,0,0
충칭,1,2,3,2,4,0,3,0
충칭시,1,2,3,2,4,0,3,0
친환경,1,5,4,2,4,0,4,0
카브리올레,1,1,1,1,1,0,0,0
카카오,0,0,0,0,0,3,0,0
카카오톡,0,0,0,0,0,3,0,0
카톡,0,0,0,0,0,3,0,0
캐릭터,4,4,4,3,3,0,2,8
커버,2,2,3,2,3,0,2,0
커지고,2,2,1,1,3,0,0,0
커피,0,0,0,0,0,3,0,0
컨슈머타임스,2,3,3,2,2,0,2,4
컬러,1,1,1,1,1,0,0,0
컴투스,4,2,2,2,2,0,2,4
코덱,1,0,2,0,2,0,0,0
코리아오픈,3,0,0,0,0,6,0,6
코스피,4,5,5,2,3,1,0,0
코트에서,1,0,2,0,1,5,0,0
콘서트,3,1,3,1,2,1,0,0
콘텐츠,5,2,5,3,5,1,0,4
콤부차,0,0,0,0,0,2,0,0
쿠페,1,1,1,1,1,0,0,0
크기,5,3,6,3,6,0,3,0
클레녹스,0,0,1,0,3,2,8,0
키메가오,1,0,1,0,1,1,0,2
킵스파마,3,2,3,2,4,0,4,0
탄력,0,0,1,0,3,2,8,0
탑재한,4,2,3,2,3,1,5,0
태그,0,0,1,0,0,1,0,1
탠덤,5,7,9,7,8,3,6,0
텀블러,0,0,0,0,0,2,0,0
토트넘,1,0,0,0,0,4,0,4
톨렌티노,1,0,1,0,1,4,0,0
통해,13,19,24,14,26,1,16,18
투명,4,5,6,4,8,2,4,0
투자,22,40,42,44,33,9,27,0
투자자들,2,3,3,1,2,1,0,0
트리플,1,0,1,0,1,4,0,0
특수강,1,2,3,1,3,0,0,0
특허,2,2,3,2,3,1,4,0
특허에,2,2,3,2,2,0,2,0
특히,6,4,4,2,6,0,0,0
팀이,0,0,1,0,0,1,0,1
팀장,1,5,4,2,4,0,4,0
파이터즈,1,0,0,0,0,4,0,4
파일,1,0,2,0,2,0,0,0
패널,18,27,30,31,27,7,26,0
패배로,1,0,1,0,0,1,0,0
