org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
내구성,1,0,1,1,0,0,0,1,0,0,1
내수시장,0,5,0,1,2,1,1,0,1,2,1
너머,0,0,0,1,2,3,1,2,3,2,0
너무,1,0,0,2,0,0,1,0,4,2,2
네이버,0,0,1,1,0,0,0,0,2,0,0
높였으며,5,6,0,1,0,0,6,2,0,0,2
누적,0,2,2,4,2,0,1,2,4,2,0
뉴럴,0,1,1,2,2,2,3,1,1,4,2
뉴스,0,1,1,3,4,5,4,3,4,6,2
뉴스핌,0,0,2,4,0,2,1,1,2,3,0
뉴시스,0,0,1,2,1,1,1,1,0,1,1
뉴아틀라스,1,1,0,2,0,0,2,0,1,1,1
느껴진다면,0,0,1,1,1,1,1,1,2,1,1
느린,1,0,1,1,0,0,2,2,3,2,1
능선,0,0,0,1,0,0,0,0,0,1,0
다.,0,4,5,4,4,3,2,3,3,3,2
다른,0,0,0,1,2,3,1,2,3,2,0
다양한,5,9,9,12,15,17,11,6,9,9,16
다음,0,1,0,1,1,0,1,0,1,2,0
담장,0,2,1,2,2,0,1,1,3,0,0
당뇨,0,0,1,3,0,1,0,1,2,2,0
당첨금,0,3,2,5,3,0,1,2,3,4,0
당첨금액,0,2,2,4,2,0,1,2,4,2,0
당첨번호,0,3,3,6,3,0,0,3,3,3,0
당첨자,0,1,1,2,1,0,1,1,2,1,0
당첨자수,0,1,1,2,1,0,0,1,2,1,0
당첨지급금액,0,1,1,2,1,0,0,1,2,1,0
대구보건대학교,0,0,1,3,2,3,0,1,2,1,1
대기업,0,1,2,2,0,0,0,2,1,1,2
대비,0,5,8,5,6,6,2,6,4,2,4
대상으로,0,0,0,2,0,1,0,1,1,1,0
대운산업개발,0,0,0,1,0,0,0,0,1,0,0
대화,1,1,0,2,0,0,1,0,2,2,1
댓글,0,1,0,0,0,0,0,0,0,0,1
더퍼블릭,5,2,0,1,0,2,3,0,0,0,1
데이터센터,0,4,2,3,4,1,1,3,2,3,2
덱스,0,1,0,1,0,1,3,0,2,3,3
덱스에서,0,1,0,1,0,1,3,0,2,3,3
도구,0,0,1,3,2,3,0,1,2,1,1
돋보이,0,1,0,1,0,0,0,0,0,3,0
동행복권,0,1,0,1,1,0,1,0,1,2,0
드라마,0,1,0,0,1,0,0,0,3,0,0
드라이버,0,4,4,4,4,2,3,2,2,2,1
들고,1,0,1,3,0,0,1,1,2,0,1
등을,0,3,4,2,3,3,1,2,1,2,2
등이,4,2,1,3,2,1,1,0,1,1,2
디바이스,0,0,0,2,0,0,1,0,2,1,2
디스플레,1,12,7,10,9,5,11,7,9,11,9
디자인,49,30,7,17,13,21,30,3,6,4,25
디자인상,1,0,1,1,0,0,0,1,0,0,1
디저트,0,1,0,1,0,0,0,0,0,3,0
따라,15,8,0,5,1,6,10,1,1,4,3
따르면,0,4,1,5,1,0,0,1,4,1,1
때문이다.,0,4,2,3,4,1,1,3,2,3,2
라고,0,1,0,0,1,0,0,0,3,0,0
라이브,0,0,1,2,0,1,0,1,0,2,2
라이즈,0,0,1,2,0,0,0,1,0,0,0
라인,0,10,6,6,7,3,3,5,5,0,2
라지,0,1,0,1,0,1,3,3,2,4,0
랜선인싸,1,0,0,2,0,0,1,0,4,2,2
럭셔리,1,1,3,3,1,3,1,1,1,4,2
레드닷,4,2,1,3,2,1,1,0,1,1,2
레이밴,0,1,1,2,2,2,3,1,1,4,2
레이벤,1,1,0,2,0,0,1,0,2,2,1
레트로,1,1,0,2,0,0,2,0,1,1,1
렌즈,0,1,0,1,0,1,3,3,2,4,0
로고,1,0,1,3,0,0,1,1,2,0,1
로또,0,5,4,9,5,0,2,4,6,6,0
롯데그룹,0,3,1,3,1,0,1,2,2,1,1
롯데호텔에서,0,3,1,3,1,0,1,2,2,1,1
르포,0,0,0,1,0,0,0,0,0,1,0
리움미술관,0,0,0,1,2,3,1,2,3,2,0
마감했다.,0,2,4,3,3,3,1,4,3,0,2
마누팍투어,1,1,3,3,1,3,1,1,1,4,2
마산회원구,0,0,0,1,0,0,0,0,1,0,0
마이바흐,1,1,3,3,1,3,1,1,1,4,2
만들,0,5,2,3,2,1,2,2,2,0,0
만성,0,0,0,2,0,0,0,0,3,0,0
만성질환,0,0,1,3,0,1,0,1,2,2,0
많이,1,0,0,2,0,0,1,0,4,2,2
말리,0,1,0,1,0,0,0,0,0,3,0
맞춘,0,1,1,2,1,0,1,1,2,1,0
맞춤형,0,0,1,3,0,1,0,1,2,2,0
맞힌,0,1,1,2,1,0,0,1,1,1,0
매장,0,3,1,3,1,0,1,2,2,1,1
맥북,0,4,1,3,1,0,0,1,1,1,1
메모리,0,0,0,2,0,0,1,0,2,1,2
메이크업,1,0,0,2,0,0,1,0,4,2,2
메타,1,2,1,4,2,2,4,1,3,6,3
모니터,0,1,0,1,0,1,3,0,2,3,3
모델,0,2,0,1,1,1,2,1,1,3,0
모두,0,3,4,6,3,4,1,3,3,2,2
모든,1,0,1,3,0,0,1,1,2,0,1
모바일,6,9,6,6,11,9,6,0,3,2,15
모빌리티,0,4,1,2,4,2,2,1,1,0,2
모습,1,1,1,4,1,0,0,2,3,3,1
모집,0,1,2,2,0,0,0,2,1,1,2
목사,0,0,1,3,0,1,2,2,5,2,0
몰락,0,5,0,1,2,1,1,0,1,2,1
무쌍,1,0,0,2,0,0,1,0,4,2,2
문제,0,0,0,2,0,0,0,0,3,0,0
미국,0,5,5,6,5,3,1,5,6,3,4
미니,0,0,1,2,0,1,0,1,0,2,2
미래,0,0,1,3,1,2,0,0,1,0,1
바로,1,0,1,3,0,0,1,1,2,0,1
박성준,0,0,2,4,0,2,1,1,2,3,0
반도체,0,12,22,16,14,11,9,15,9,11,7
반등,1,4,0,1,2,0,2,1,1,1,2
반복적으로,0,0,1,1,1,1,1,1,2,1,1
받는다.,0,3,2,4,3,0,2,2,5,1,0
받아,0,1,0,1,0,0,0,0,0,3,0
받았다.,4,2,1,3,2,1,1,0,1,1,2
받은,1,1,3,3,1,3,1,1,1,4,2
발레,1,1,1,2,2,3,1,1,1,0,2
발병,0,0,0,2,0,0,0,0,3,0,0
발인,0,1,0,0,0,0,0,0,0,0,1
발표했다.,0,4,1,3,1,0,0,1,1,1,1
밝혔다.,1,2,2,3,2,5,3,2,1,3,3
밥무새,0,0,1,2,1,1,1,1,0,1,1
방송,0,0,1,2,0,1,0,1,0,2,2
방식,0,0,0,1,2,3,1,2,3,2,0
방탄소년단,0,0,1,2,0,0,0,1,0,0,0
배우,0,1,0,0,1,0,0,0,3,0,0
배터리,1,6,5,4,4,3,3,4,5,7,6
밴드,0,1,1,2,2,2,3,1,1,4,2
버스데,1,0,1,1,0,0,0,1,0,0,1
버추얼,1,1,1,2,2,3,1,1,1,0,2
버튼식,5,2,0,1,0,1,2,0,0,0,1
번이,0,1,1,2,1,0,0,1,1,1,0
번호,0,4,3,7,4,0,2,3,6,5,0
베이지,1,0,0,1,0,0,0,0,0,1,1
변호사,0,0,1,2,1,1,1,1,0,1,1
변화에,0,5,0,1,2,1,1,0,1,2,1
별세,0,1,0,0,0,0,0,0,0,0,1
보기,0,0,1,2,1,1,1,1,0,1,1
보너스,0,2,1,3,2,0,1,1,2,3,0
보수,0,1,0,1,1,0,0,0,1,0,0
보이그룹,0,0,1,2,0,0,0,1,0,0,0
보존적,0,0,1,1,1,1,1,1,2,1,1
복권,0,1,0,1,1,0,1,0,1,2,0
본상,39,19,0,8,0,11,23,3,2,1,8
부드럽게,1,0,0,1,0,0,0,0,0,1,1
부문에서,4,2,1,3,2,1,1,0,1,1,2
부산,1,1,2,4,2,1,2,1,5,0,3
부장판사,0,1,1,1,1,0,1,1,2,0,0
부총장,0,0,1,3,1,2,0,0,1,0,1
분석됐다.,0,0,1,2,0,0,0,1,0,0,0
분야,0,0,1,1,0,0,0,0,2,0,0
분위기,1,0,0,2,0,0,0,1,2,2,1
불면증,0,0,0,2,0,0,0,0,3,0,0
뷰티,1,0,0,2,0,0,1,0,4,2,2
뷰파인더,1,1,0,2,0,0,2,0,1,1,1
브랜드센터,1,1,3,3,1,3,1,1,1,4,2
브랜드평판,0,0,1,2,0,0,0,1,0,0,0
브랜드평판지수,0,0,1,2,0,0,0,1,0,0,0
블루,0,0,1,2,0,1,0,1,0,2,2
비례,1,1,2,4,2,1,2,1,5,0,3
비올,0,2,4,3,3,3,1,4,3,0,2
비잉으로서,1,1,1,2,2,3,1,1,1,0,2
비행,0,0,2,4,0,2,1,1,2,3,0
빅데이터,0,0,1,2,0,0,0,1,0,0,0
사람,0,4,1,2,4,2,2,1,1,0,2
사람들,1,1,0,2,0,0,1,0,2,2,1
사랑,0,0,0,1,0,0,0,0,1,0,0
사랑꾼,0,1,1,2,1,0,0,1,1,1,0
사실,1,0,0,2,0,0,1,0,4,2,2
사업,1,12,11,9,10,5,5,9,5,8,6
사연,0,0,1,2,1,1,1,1,0,1,1
사용,0,4,0,1,2,1,2,1,3,4,3
사용시간,0,2,0,0,1,0,0,0,2,1,3
사용자,20,9,0,4,0,7,12,1,1,0,4
사이즈,1,0,1,1,0,0,0,1,0,0,1
사진,1,1,0,2,0,0,2,0,1,1,1
산업,0,6,4,5,3,1,5,5,3,2,0
산업기술,0,1,2,2,1,0,3,3,1,2,0
산유르,0,0,0,1,0,0,0,1,2,1,0
살롱,0,1,0,1,0,0,0,0,0,3,0
삼성,6,17,8,10,15,11,10,2,10,8,23
삼성디스플레,0,9,2,5,5,2,2,2,2,1,4
삼성디스플레이,0,4,1,3,1,0,0,1,1,1,1
삼성전자,6,17,11,12,17,11,8,5,8,3,18
상담원,1,0,1,1,0,0,2,2,3,2,1
상생,0,0,1,1,0,0,0,0,2,0,0
상을,4,2,1,3,2,1,1,0,1,1,2
상의,0,3,1,3,1,0,1,2,2,1,1
상품,1,0,1,1,0,0,2,2,3,2,1
새로운,1,1,1,3,4,6,2,3,4,2,2
생산,0,8,9,6,9,5,3,6,4,3,4
생산능력,0,5,2,3,2,1,2,2,2,0,0
생성형,0,0,1,3,2,3,0,1,2,1,1
생활가전,0,4,2,3,4,1,1,3,2,3,2
샤또,0,1,0,1,0,0,0,0,0,3,0
샤프,0,5,0,1,2,1,1,0,1,2,1
서로,0,0,0,1,2,3,1,2,3,2,0
서비스,2,1,4,4,1,3,3,3,4,6,3
서울시교육청,0,0,2,3,3,4,1,3,5,0,1
선행,6,9,6,6,11,9,6,0,3,2,15
설비,0,5,0,1,2,1,1,0,1,2,1
설정,0,1,0,3,0,1,4,0,4,4,5
설치,5,3,0,1,0,1,3,1,1,0,1
성균관대,0,1,2,2,0,0,0,2,1,1,2
성남시,0,0,1,1,0,0,0,0,2,0,0
성능,0,2,0,2,1,0,1,0,4,2,5
성장,0,1,4,2,0,1,0,2,1,1,0
세계,2,11,5,10,10,6,5,6,7,9,7
세금,0,1,1,2,1,0,1,1,2,1,0
세단,1,1,1,2,0,0,2,2,2,4,1
세로,0,1,0,1,0,1,3,0,2,3,3
세미나,0,5,4,3,5,2,1,3,3,0,2
세븐틴,0,0,1,2,0,0,0,1,0,0,0
세정,0,1,4,2,0,1,0,2,1,1,0
센서,0,1,0,1,0,1,3,3,2,4,0
소송,0,1,1,2,1,0,0,1,1,1,0
소액결제,0,3,3,5,3,4,1,3,1,2,2
소재,0,5,9,7,4,3,3,4,5,3,1
속도,0,0,0,2,0,0,1,0,2,1,2
손가락,0,1,1,2,2,2,3,1,1,4,2
손목,0,0,1,1,1,1,1,1,2,1,1
손목건초염,0,0,1,1,1,1,1,1,2,1,1
솔루션,0,5,9,6,7,6,3,7,4,3,4
수리온,0,0,2,5,0,2,1,1,2,4,0
수면,0,0,0,2,0,0,0,0,3,0,0
수상,5,6,0,1,0,0,6,2,0,0,2
수상하며,5,2,0,1,0,2,3,0,0,0,1
수술,0,0,1,1,1,1,1,1,2,1,1
수업,0,0,3,6,5,7,1,4,7,1,2
수익성,1,4,0,1,2,0,2,1,1,1,2
수입,0,5,2,3,3,1,1,2,3,2,2
수칙,0,0,0,2,0,1,0,1,1,1,0
숙면매트,6,6,0,1,0,1,6,2,1,1,2
순자산액,1,0,1,1,0,0,2,2,3,2,1
슈퍼주니어,0,0,1,2,0,0,0,1,0,0,0
스마트폰,1,1,1,4,2,1,2,0,2,1,2
스스로,0,0,1,3,0,1,0,1,2,2,0
스타일,1,0,0,1,0,0,0,0,0,1,1
스테인리스,0,4,4,4,4,2,3,2,2,2,1
시각장애,0,0,2,3,3,4,1,3,5,0,1
시간,0,2,2,4,2,0,0,2,2,2,0
시그마인텔,0,5,4,3,5,2,1,3,3,0,2
시네마,0,1,0,1,0,1,3,3,2,4,0
시대에,0,4,1,2,4,2,2,1,1,0,2
시리즈,1,2,2,3,2,5,3,2,1,3,3
시마무라,1,0,1,1,0,0,0,1,0,0,1
시뮬레이터,0,0,2,4,0,2,1,1,2,3,0
시선,1,0,0,1,0,0,0,0,0,1,1
시스템,2,3,2,4,4,3,3,0,3,2,7
시야각,1,1,0,2,0,0,1,0,2,2,1
시장에,1,1,1,2,0,0,2,2,2,4,1
시장에서,0,1,4,2,0,1,0,2,1,1,0
신동빈,0,3,1,3,1,0,1,2,2,1,1
신발,1,0,1,1,0,0,0,1,0,0,1
신성이엔지,0,3,4,2,3,3,1,2,1,2,2
신소율,0,1,0,0,1,0,0,0,3,0,0
신제품,1,2,2,3,2,5,3,2,1,3,3
신체,0,0,0,1,2,3,1,2,3,2,0
실적,1,4,0,1,2,0,2,1,1,1,2
실제,0,0,2,6,0,2,1,1,5,3,0
싫다,0,0,1,2,1,1,1,1,0,1,1
쓰고,1,0,1,1,0,0,2,2,3,2,1
씨의,0,1,1,2,1,0,0,1,1,1,0
아내,0,1,2,4,2,1,1,2,1,2,1
아니다.,1,0,1,3,0,0,1,1,2,0,1
아래,0,0,0,1,0,0,0,1,2,1,0
아산캠퍼스,0,3,1,3,1,0,1,2,2,1,1
아시아,0,0,3,3,2,2,0,3,3,1,2
아이,0,0,1,3,1,2,0,0,1,0,1
아이들,0,0,1,3,1,2,0,0,1,0,1
아이콘,25,10,0,5,0,9,14,0,0,0,5
아이티켐,0,2,4,3,3,3,1,4,3,0,2
아이폰,0,8,5,8,6,5,2,5,4,4,4
아카이브,0,0,1,2,0,1,0,1,0,2,2
안경,1,2,1,4,2,2,4,1,3,6,3
안디도,0,0,1,3,0,1,2,2,5,2,0
안전한,0,0,0,2,0,1,0,1,1,1,0
안정환,0,1,0,0,1,0,0,0,3,0,0
알리바바,0,3,3,5,3,4,1,3,1,2,2
애니메이션,0,0,1,4,2,1,1,0,3,1,3
애프터눈,0,1,0,1,0,0,0,0,0,3,0
애플,0,5,2,3,3,1,1,2,3,2,2
앱들,0,0,0,2,0,0,1,0,2,1,2
야구,0,0,0,1,0,0,0,0,1,0,0
약정,0,2,0,1,1,1,2,1,1,3,0
양나래,0,0,1,2,1,1,1,1,0,1,1
양덕2동,0,0,0,1,0,0,0,0,1,0,0
양덕2동에,0,0,0,1,0,0,0,0,1,0,0
어느,0,0,1,3,1,2,0,0,1,0,1
어린,1,0,1,1,0,0,0,1,0,0,1
어우러진,0,1,0,1,0,0,0,0,0,3,0
어워드,34,15,1,9,2,11,18,1,2,2,8
언더아머,1,0,0,1,0,0,0,0,0,1,1
엄지,0,0,1,1,1,1,1,1,2,1,1
업그레이드,0,2,0,0,1,0,0,0,2,1,3
업데이트,0,2,0,0,1,0,0,0,2,1,3
업종별,0,1,2,2,1,0,3,3,1,2,0
에너지,5,6,0,1,0,0,6,2,0,0,2
에듀테크,0,0,2,3,3,4,1,3,5,0,1
에서,5,7,6,8,11,10,5,1,4,1,13
에어컨,6,6,0,1,0,1,6,2,1,1,2
에코백,1,0,1,3,0,0,1,1,2,0,1
엔가젯,1,1,0,2,0,0,1,0,2,2,1
엔비디아,0,0,3,3,2,2,0,3,3,1,2
엘티씨,0,1,4,2,0,1,0,2,1,1,0
여름,1,0,1,4,0,0,1,2,4,1,1
여유로운,1,0,0,1,0,0,0,0,0,1,1
연결된,0,1,0,1,0,1,3,0,2,3,3
연구,0,0,0,2,0,0,0,0,3,0,0
연상시키,0,1,0,1,0,0,0,0,0,3,0
연수,0,0,2,3,3,4,1,3,5,0,1
열린,0,7,2,5,5,2,3,3,3,1,3
염증,0,0,1,1,1,1,1,1,2,1,1
영감,1,2,3,4,1,3,1,1,1,7,2
영상,1,3,0,4,1,2,6,4,7,9,2
영업이익,1,4,0,1,2,0,2,1,1,1,2
옆커폰,0,2,0,1,1,1,2,1,1,3,0
예금,1,0,1,1,0,0,2,2,3,2,1
예술,0,0,0,1,2,3,1,2,3,2,0
예정이다.,0,0,1,2,0,1,0,1,0,2,2
오른,0,2,4,3,3,3,1,4,3,0,2
오전,0,3,1,2,2,0,1,1,3,0,1
오후,0,1,1,2,1,0,0,1,0,1,0
오후부터,0,1,0,0,0,0,0,0,0,0,1
오히려,0,1,0,0,1,0,0,0,3,0,0
온라인,0,0,1,2,1,1,1,1,0,1,1
온수,1,3,0,0,0,0,3,1,0,0,1
온수기,15,12,0,3,0,2,12,4,2,1,4
올레드,0,3,1,3,1,0,1,2,2,1,1
올해,0,6,4,5,2,1,2,4,3,1,2
옵션,0,0,0,2,0,0,1,0,2,1,2
왕과,0,1,1,1,1,0,1,1,2,0,0
왕비,0,1,1,1,1,0,1,1,2,0,0
요금제,0,2,0,1,1,1,2,1,1,3,0
운동,0,0,1,3,0,1,0,1,2,2,0
운영체제,0,2,0,0,1,0,0,0,2,1,3
울트라,0,2,0,0,1,0,0,0,2,1,3
울트라로,0,2,0,0,1,0,0,0,2,1,3
