org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
TFT,2,2,1,4,1,1,1,3,1,2,0,1
TGS,6,9,5,9,7,7,1,2,6,5,20,7
that,0,0,0,0,0,1,0,0,2,0,0,1
the,0,0,0,0,0,1,0,0,2,0,0,1
to,0,0,0,0,0,1,0,0,2,0,0,1
View,0,0,0,1,0,1,1,0,0,0,0,0
Visionox,2,2,1,5,1,2,1,5,1,4,0,1
VR,1,2,2,2,3,1,1,0,0,1,0,2
with,0,0,0,0,0,1,0,0,2,0,0,1
XR,8,9,8,11,7,9,5,3,4,8,3,12
가격지수,0,0,2,1,1,1,0,0,1,0,0,1
가능성,7,4,3,9,5,3,4,3,3,7,0,2
가민,2,2,2,4,2,5,6,0,10,2,0,6
가장,6,8,2,6,2,3,3,2,4,5,4,3
가전,0,0,0,1,2,0,3,0,1,0,1,0
감독,0,0,2,0,0,1,0,0,0,0,4,0
강력한,2,2,0,3,1,0,2,1,2,2,0,0
강조했다.,4,3,3,5,2,2,0,2,1,5,0,2
강화하고,0,0,2,1,4,2,3,0,0,0,1,2
같은,6,7,5,10,12,8,8,4,10,6,0,7
개발,11,8,4,10,8,8,1,6,8,7,4,6
개발한,1,1,1,2,2,1,0,0,1,2,4,0
개선에,5,3,3,5,1,3,1,1,1,5,0,1
개의,1,2,2,1,1,2,0,0,1,1,5,3
개최,0,0,0,0,0,2,0,0,0,0,1,0
갤럭시Z,2,2,0,3,1,0,2,1,2,2,0,0
거래,2,1,2,2,1,2,0,0,1,1,0,1
거래일,1,2,2,2,4,3,2,2,1,1,0,1
거의,0,0,2,1,5,1,1,0,0,0,0,0
것으로,39,31,24,44,23,32,22,19,25,39,2,26
것은,0,1,5,1,5,3,1,1,0,0,1,1
것이다.,0,1,5,1,5,3,1,1,0,0,1,1
게이머들,2,2,0,2,0,1,0,1,1,2,3,0
게이밍,12,20,1,14,4,3,0,9,6,9,17,3
게임,19,30,9,24,13,13,2,10,13,17,43,13
게임쇼,2,5,1,3,1,1,0,2,1,2,4,2
견본주택,0,0,1,0,1,1,2,0,1,0,0,0
결승,0,0,2,0,0,1,0,0,0,0,4,0
결정전,0,1,2,0,0,0,0,0,0,0,0,0
결혼,0,0,2,0,0,1,0,0,0,0,4,0
경구용,2,2,1,4,1,2,0,2,2,2,0,2
경기,0,3,5,0,0,2,0,0,0,0,4,0
경우,0,1,2,0,0,0,0,0,0,0,0,0
경쟁,11,8,6,14,5,4,1,3,4,12,1,5
경쟁사들,5,3,1,5,1,2,2,1,3,5,0,1
경제,0,1,5,1,5,3,1,1,0,0,1,1
경험,4,5,10,6,7,5,5,2,1,4,2,12
계탄언니,0,1,0,0,1,0,2,0,1,1,0,0
고객사,9,6,6,10,3,4,2,3,2,10,0,2
고성능,1,1,1,1,0,0,2,0,1,1,0,0
고양,0,1,0,0,0,0,0,0,0,0,0,0
공간,1,1,0,1,0,1,0,1,1,1,0,0
공개,0,0,2,0,0,1,0,0,0,0,4,0
공개된,2,2,1,4,3,1,3,1,1,2,0,2
공급,4,4,4,10,3,5,4,10,4,8,0,3
공급망,4,4,3,8,4,7,6,1,12,4,1,9
공급키로,2,2,1,4,0,2,1,5,1,4,0,1
공로,4,2,1,3,2,2,0,1,3,2,0,1
공시,2,1,0,1,0,1,0,0,0,1,0,0
공정,2,2,1,4,1,1,1,3,1,2,0,1
공정장비,2,2,1,4,1,2,0,2,2,2,0,2
공정한,4,3,2,5,2,0,0,1,1,5,0,1
관람객,2,2,0,2,0,1,0,1,1,2,3,0
관람객들,1,1,3,2,2,2,0,0,1,1,5,4
관련,0,0,5,0,1,0,0,0,0,0,1,1
관리하,0,0,0,0,1,0,5,0,3,0,0,1
관심,0,0,1,0,1,1,2,0,1,0,0,0
관한,0,0,2,1,5,1,1,0,0,0,0,0
광전자,1,1,0,2,1,0,0,0,0,1,0,2
광학필름,1,1,1,2,2,2,3,2,0,1,0,0
구글,3,3,1,4,1,7,1,1,4,3,0,4
구동,2,2,1,4,1,1,1,3,1,2,0,1
국가정보자원관리원,0,0,0,0,0,1,1,1,0,0,0,0
국민성장펀드,3,2,4,3,2,2,0,2,1,2,0,2
국정자원,4,4,1,8,3,4,4,7,7,6,0,4
규모,7,7,4,15,3,8,4,15,3,14,2,4
규모다.,0,0,2,0,1,0,0,0,0,0,0,1
규모로,4,4,1,6,4,4,6,4,10,4,0,5
그는,4,4,3,5,3,4,2,3,1,5,0,2
그들,0,0,2,0,2,3,0,0,1,0,1,1
그래픽,3,4,0,3,1,1,0,2,1,2,4,1
그래픽카드,0,0,0,1,0,1,1,0,0,0,0,0
그룹,0,0,2,1,5,1,1,0,0,0,0,0
그리고,0,0,5,0,2,1,0,0,0,0,1,1
근저항,0,0,0,1,2,0,3,0,1,0,1,0
글라스,1,1,4,2,2,2,1,1,1,1,0,5
글래스,2,2,1,4,2,2,0,1,2,2,1,3
금리,0,0,2,1,1,1,0,0,1,0,0,1
기기,3,3,1,3,0,4,1,1,2,3,0,2
기념식,5,2,2,5,2,2,1,2,2,5,0,0
기능,1,1,4,2,2,2,1,1,1,1,0,5
기대하고,4,2,0,5,1,0,0,1,1,5,0,1
기록했다.,0,0,2,1,1,1,0,0,1,0,0,1
기리고,1,1,0,1,0,1,0,1,1,1,0,0
기반,3,3,5,4,4,4,6,3,0,3,2,5
기술력,1,1,1,2,2,2,3,2,0,1,0,0
기업들,5,3,6,6,5,4,3,1,2,5,1,2
기여한,5,2,0,4,2,2,1,2,1,3,0,1
기자,4,5,5,4,4,5,5,3,5,3,0,3
기증유물전시관,1,1,0,1,0,1,0,1,1,1,0,0
기증자,1,1,0,1,0,1,0,1,1,1,0,0
기증해,1,1,0,1,0,1,0,1,1,1,0,0
기회,0,1,0,0,1,0,2,0,1,1,0,0
김기선,0,0,0,0,0,1,1,0,0,0,0,0
김보라,0,0,0,0,1,0,5,0,3,0,0,1
김상민,1,1,0,1,0,1,0,1,1,1,0,0
김영우,0,1,1,0,0,1,0,0,0,0,0,0
김영철,0,0,5,0,1,0,0,0,0,0,1,1
김영호,4,2,0,4,3,3,0,3,2,3,0,2
김정민,0,0,5,0,1,0,0,0,0,0,1,1
김지윤,3,2,4,3,2,2,0,2,1,2,0,2
김혁,0,1,0,0,0,0,0,0,0,0,0,0
나노,1,1,1,2,2,2,3,2,0,1,0,0
나온다.,4,2,4,4,1,3,1,2,1,2,0,0
납품대금,1,1,0,1,1,2,1,0,0,2,2,1
낮은,0,0,2,0,2,3,0,0,1,0,1,1
내구성,2,2,0,3,1,0,2,1,2,2,0,0
내년,28,18,16,31,12,12,5,9,10,31,5,6
내달,0,0,0,0,0,2,0,0,0,0,1,0
내린,2,1,0,1,0,1,0,0,0,1,0,0
냉각,0,0,0,1,0,1,1,0,0,0,0,0
냉각솔루션,0,1,1,1,1,4,0,0,0,0,0,2
넘치,3,4,0,3,1,0,0,2,1,2,4,0
네옴시티,0,1,1,1,1,4,0,0,0,0,0,2
네트워크,2,2,4,2,2,2,3,1,0,2,2,5
넥슨,1,1,1,2,2,1,0,0,1,2,4,0
넷마블,4,8,7,5,4,6,1,1,4,4,14,10
넷플릭스,0,0,1,1,3,2,1,0,0,0,1,2
노란색,1,1,1,1,0,0,2,0,1,1,0,0
높은,4,4,4,7,3,7,8,2,14,4,0,8
누적,0,0,2,0,0,3,0,0,0,0,0,2
뉴스토마토,5,3,1,5,1,2,2,1,3,5,0,1
뉴시스,1,2,2,2,2,5,3,0,5,1,0,3
뉴에라,0,0,0,1,2,0,3,0,1,0,1,0
뉴탐사,0,0,5,0,1,0,0,0,0,0,1,1
다양한,6,5,3,5,7,6,4,5,3,4,4,3
다운로드,0,0,2,0,0,3,0,0,0,0,0,2
단독,7,7,4,15,3,7,3,15,5,14,4,4
달러,4,2,4,3,3,2,1,1,1,2,1,1
닭갈비,0,1,0,0,1,0,2,0,1,1,0,0
대금,1,1,0,1,1,2,1,0,0,2,2,1
대만,2,2,1,4,2,2,0,1,2,2,1,3
대비,8,7,9,11,7,9,5,5,7,8,0,5
대전,0,1,1,0,0,3,2,1,0,0,0,0
대죄,1,2,2,1,1,2,0,0,1,1,5,3
대통령,0,0,3,1,4,2,1,0,1,0,1,2
대표,9,9,9,12,9,6,4,5,7,10,0,5
대한,15,9,13,15,5,7,3,4,4,15,1,3
대해서도,4,2,0,5,1,0,0,1,1,5,0,1
대형,31,22,12,26,13,22,9,10,8,28,3,11
대홍수,0,0,0,0,1,1,0,0,0,0,0,0
대회에서,0,1,1,0,1,2,0,0,0,0,0,0
더욱,1,0,2,1,1,3,0,0,2,1,0,2
덧붙였다.,5,3,1,5,1,2,1,1,1,5,0,0
데이터볼트,0,1,1,1,1,4,0,0,0,0,0,2
데이터센터,0,1,1,1,1,4,0,0,0,0,0,2
덱스,2,2,0,3,1,0,2,1,2,2,0,0
도시,1,1,0,1,0,2,0,0,0,1,0,0
도움,5,3,3,5,1,2,2,1,1,5,0,0
도쿄게임쇼,7,11,5,9,7,7,2,3,6,6,18,8
돌아온다.,0,1,0,0,0,0,0,0,0,0,0,0
듀얼,0,0,0,1,2,0,3,0,1,0,1,0
등으로,0,1,2,0,0,0,0,0,0,0,0,0
디바이스,2,2,1,4,3,3,9,1,8,2,1,3
디스플레,154,112,71,162,69,80,42,62,69,147,22,46
딜사이트,4,3,2,5,2,0,0,1,1,5,0,1
딥러닝,0,0,0,1,1,3,0,0,2,0,0,2
딥마인드,0,0,0,1,1,3,0,0,2,0,0,2
따돌릴,5,2,2,5,2,2,1,2,2,5,0,0
따라올,5,3,2,5,3,2,1,2,2,5,0,0
따르면,18,13,14,20,9,15,13,5,14,15,0,12
때문이다.,3,2,4,3,2,2,0,2,1,2,0,2
뛰어난,0,0,0,1,0,1,1,0,0,0,0,0
뜻을,1,1,0,1,0,1,0,1,1,1,0,0
라고,0,0,2,0,2,3,0,0,1,0,1,1
라닉스,1,2,2,2,4,3,2,2,1,1,0,1
라며,5,3,2,5,2,2,1,2,2,5,0,0
라인,6,4,3,10,3,7,2,6,3,8,0,3
러시아,0,1,5,1,5,3,1,1,0,0,1,1
레이저,6,6,4,15,3,6,3,15,4,12,0,4
롤러블,2,2,1,4,3,1,3,1,1,2,0,2
루카,0,0,2,1,5,1,1,0,0,0,0,0
리미티드,1,1,1,1,0,0,2,0,1,1,0,0
리밋,1,1,0,2,3,2,1,0,2,1,5,0
리벨,0,1,3,1,4,2,2,1,1,0,0,1
리벨리온,0,1,3,1,4,2,2,1,1,0,0,1
리프팅,0,0,0,1,2,1,13,0,9,0,0,0
마감했다.,2,1,0,1,0,1,0,0,0,1,0,0
마사지,0,0,0,1,2,0,3,0,1,0,1,0
마약,1,2,2,2,4,3,2,2,1,1,0,1
마이크로,14,11,6,17,8,12,12,7,25,12,0,12
마쳤다.,2,1,0,1,0,1,0,0,0,1,0,0
만나,4,4,3,6,3,4,0,1,1,5,0,3
만에,0,0,2,0,0,3,0,0,0,0,0,2
만큼,4,3,2,5,2,0,0,1,1,5,0,1
많이,7,4,1,6,1,3,1,1,1,6,0,0
말했다.,43,27,25,44,16,17,7,14,13,45,0,8
맛집,0,0,1,1,3,2,1,0,0,0,1,2
맞대결,0,0,2,0,0,1,0,0,0,0,4,0
매치,0,1,0,0,0,0,0,0,0,0,0,0
메르세데스-AMG,1,1,1,1,0,0,2,0,1,1,0,0
메인,1,1,0,2,1,1,0,0,0,1,0,0
메인보드,0,0,0,1,0,1,1,0,0,0,0,0
메타,4,4,5,5,2,6,2,2,3,4,0,7
면서,1,0,2,1,1,3,0,0,2,1,0,2
명절,1,1,0,1,1,2,1,0,0,2,2,1
모델,1,2,6,2,4,5,4,1,2,1,0,3
모두,7,4,8,6,6,7,1,3,3,4,2,3
모듈,1,2,2,3,6,3,5,2,2,1,1,1
모든,0,0,2,1,5,1,1,0,0,0,0,0
모바일,4,7,3,6,6,5,2,1,5,5,13,3
모빌리티,2,3,5,5,12,6,6,2,1,2,1,3
모션,0,0,0,1,2,0,3,0,1,0,1,0
무한,5,5,2,7,2,6,1,2,4,5,1,5
문화,0,1,0,0,1,2,2,1,0,0,0,0
문화미디어,0,0,0,0,1,1,0,0,0,0,0,0
문화유산,1,1,0,1,0,1,0,1,1,1,0,0
물론,0,1,3,1,4,2,2,1,1,0,0,1
미국,2,2,16,5,13,10,3,2,4,2,2,11
미국에,0,1,5,1,5,3,1,1,0,0,1,1
미디어워치,0,0,5,0,1,0,0,0,0,0,1,1
미디어펜,0,0,0,0,1,1,0,0,0,0,0,0
미래,20,14,9,19,13,14,6,7,6,19,0,6
미래나노텍,1,1,1,2,2,2,3,2,0,1,0,0
민간,0,0,0,0,0,2,0,0,0,0,1,0
밀도,0,0,0,1,3,1,14,0,9,0,0,0
바다,0,1,1,0,1,2,0,0,0,0,0,0
바다마라톤,0,1,1,0,1,2,0,0,0,0,0,0
바이오,2,2,1,4,1,2,0,2,2,2,0,2
박람회,0,1,0,0,1,0,2,0,1,1,0,0
박성현,0,1,3,1,4,2,2,1,1,0,0,1
박한명,0,0,5,0,1,0,0,0,0,0,1,1
반도체,7,7,5,13,6,8,5,13,3,10,0,4
밝기,2,2,2,3,1,2,2,2,4,2,0,2
밝혔다.,10,12,1,12,7,5,12,7,10,7,9,4
방법,3,5,0,4,1,1,0,2,2,2,5,0
배터리,1,1,4,2,2,3,2,1,1,1,0,5
백엔드,0,1,3,1,4,2,2,1,1,0,0,1
보는,1,2,2,2,3,1,1,0,0,1,0,2
보도,0,0,5,0,1,0,0,0,0,0,1,1
보도자료,0,0,0,0,1,0,4,0,3,0,0,0
보완,2,2,1,4,2,2,0,1,2,2,1,3
보이스피싱,0,0,1,1,3,2,1,0,0,0,1,2
보험사,0,0,2,0,1,0,0,0,0,0,0,1
복구시기,0,0,0,0,0,1,1,1,0,0,0,0
부사장,9,4,0,8,5,5,1,5,3,6,0,3
부스,5,6,6,7,5,6,0,1,4,6,17,7
부유세,0,0,2,0,2,3,0,0,1,0,1,1
부자,0,0,2,0,2,3,0,0,1,0,1,1
부품,1,2,4,3,8,5,5,2,1,1,1,3
북미,4,2,0,5,1,0,0,1,1,5,0,1
북한,0,1,5,1,5,3,1,1,0,0,1,1
분들,1,1,0,1,0,1,0,1,1,1,0,0
분야,1,1,1,2,4,1,1,0,0,1,0,0
분야에서,1,1,1,2,4,1,1,0,0,1,0,0
분양,0,0,1,0,1,1,2,0,1,0,0,0
불편,0,1,0,0,1,2,2,1,0,0,0,0
브레이커스,13,20,2,17,9,6,1,8,8,11,26,3
비롯해,3,4,0,3,1,1,0,2,1,2,4,1
비자,0,0,3,1,4,2,1,0,1,0,1,2
비전옥스,6,6,4,13,1,6,3,15,3,12,0,3
빠른,3,4,0,3,1,1,0,2,1,2,4,1
사례,0,0,2,0,1,0,0,0,0,0,0,1
사업,28,23,17,28,15,26,12,10,8,28,0,12
사우디,0,1,1,1,1,4,0,0,0,0,0,2
사우디아라비아,0,1,1,1,1,4,0,0,0,0,0,2
사장,76,51,39,75,28,34,18,22,21,80,0,15
사투,0,0,0,0,1,1,0,0,0,0,0,0
산업,41,27,27,36,27,29,11,16,14,32,4,18
산업통상자원부,5,2,0,4,2,2,1,2,1,3,0,1
삼성,3,3,0,4,2,2,3,1,2,4,2,1
삼성디스플레,25,17,12,30,8,4,2,8,10,30,0,7
삼성디스플레이,52,43,22,58,17,21,8,20,19,52,17,11
삼성전자,6,7,2,8,2,6,1,3,5,6,1,5
삼현,1,2,2,2,4,3,2,2,1,1,0,1
상반기,5,3,1,5,1,2,1,1,1,5,0,0
상봉,0,0,1,0,1,1,2,0,1,0,0,0
상승했다.,0,0,2,1,1,1,0,0,1,0,0,1
상위,2,1,1,2,1,1,1,1,0,1,0,1
상황,0,1,1,0,0,2,1,0,0,0,0,0
새로운,0,0,1,2,5,2,6,0,3,0,1,2
색상으로,0,0,0,1,0,1,1,0,0,0,0,0
생산,9,6,7,12,5,8,2,6,3,8,0,4
생산라인,22,16,8,32,8,13,7,26,12,30,0,5
샤오미,1,1,0,2,0,0,0,0,0,1,0,0
서밋,0,0,0,0,0,2,0,0,0,0,1,0
서비스,6,6,5,10,5,6,7,8,7,8,2,9
선수들,0,0,1,1,3,2,1,0,0,0,1,2
설명했습니다.,0,0,0,0,0,1,1,0,0,0,0,0
성공,0,0,2,1,5,1,1,0,0,0,0,0
성공적,0,0,0,0,0,2,0,0,0,0,1,0
성과,4,2,1,3,2,2,0,1,3,2,0,1
성능,4,4,4,6,3,3,6,2,2,4,2,5
성분,0,0,0,2,3,0,9,0,6,0,0,0
성장,1,1,3,3,6,4,6,2,0,1,1,2
성장세,4,3,0,4,1,1,1,2,3,4,0,0
성장할,2,2,2,3,1,2,2,2,4,2,0,2
세계,25,18,9,24,14,12,3,11,9,19,4,10
세계관,2,2,0,2,0,1,0,1,1,2,3,0
세금,0,0,2,0,2,3,0,0,1,0,1,1
세액공제,8,5,8,7,3,4,1,3,2,6,0,4
세율,0,0,2,0,2,3,0,0,1,0,1,1
세제,8,6,5,10,3,0,0,3,2,10,0,2
센트럴,0,0,1,0,1,1,2,0,1,0,0,0
셀트론,0,0,0,1,2,0,3,0,1,0,1,0
셰이커그룹,0,1,1,1,1,4,0,0,0,0,0,2
소노,0,1,0,0,0,0,0,0,0,0,0,0
소득세,0,0,2,0,2,3,0,0,1,0,1,1
소방당국,0,0,0,0,0,1,1,1,0,0,0,0
소스,0,0,2,0,0,3,0,0,0,0,0,2
소재,1,1,1,2,2,2,3,2,0,1,0,0
소중한,1,1,0,1,0,1,0,1,1,1,0,0
소프트웨어,0,1,3,1,4,2,2,1,1,0,0,1
손흥민,0,0,2,0,0,1,0,0,0,0,4,0
수명,2,2,2,3,1,2,2,2,4,2,0,2
수상했다.,5,2,0,4,2,2,1,2,1,3,0,1
수수료,0,0,3,1,4,2,1,0,1,0,1,2
수요,1,1,0,1,0,2,0,0,0,1,0,0
수출,5,2,0,4,2,2,1,2,1,3,0,1
순매도,2,1,1,2,1,1,1,1,0,1,0,1
순매수,2,1,1,2,1,1,1,1,0,1,0,1
순환,0,0,0,1,2,0,3,0,1,0,1,0
슈퍼리치,0,0,2,0,2,3,0,0,1,0,1,1
스냅드래곤,2,2,4,2,2,2,3,1,0,2,2,5
스마일게이트,2,5,2,2,1,2,1,1,2,2,4,3
스마트워치,8,8,5,13,7,11,14,6,24,8,0,13
스마트폰,1,1,4,2,2,2,1,1,1,1,0,5
스춘,0,1,1,0,0,1,0,0,0,0,0,0
스타트업,1,0,2,2,2,6,0,0,4,1,0,4
스타트업들,1,0,2,1,1,3,0,0,2,1,0,2
스타트업에,1,0,2,1,1,3,0,0,2,1,0,2
스트레처블,8,4,1,7,5,5,0,4,5,5,0,3
스티어링,1,1,1,1,0,0,2,0,1,1,0,0
시기,4,3,2,5,2,0,0,1,1,5,0,1
시리즈,0,0,2,0,0,3,0,0,0,0,0,2
시민,0,1,0,0,1,2,2,1,0,0,0,0
시스템,1,1,1,1,0,0,2,0,1,1,0,0
시연,2,2,3,4,5,4,1,0,3,2,10,4
시장에,3,3,1,5,5,4,4,2,7,3,5,3
시장에서,3,1,5,4,6,6,4,1,2,2,1,5
신규,5,5,3,9,1,7,4,10,3,9,0,2
신설,0,1,0,0,1,2,2,1,0,0,0,0
신시장,4,2,1,4,2,1,0,2,1,4,0,0
신아일보,0,1,0,0,1,0,2,0,1,1,0,0
신인,0,1,1,0,0,1,0,0,0,0,0,0
신작,11,18,7,14,9,9,2,5,9,9,28,10
실수,0,1,1,0,0,1,0,0,0,0,0,0
실적,42,29,23,37,14,26,13,10,8,41,0,11
실화,0,0,0,0,1,1,0,0,0,0,0,0
심리,2,1,1,2,1,1,1,1,0,1,0,1
씨사이드파크,0,1,1,0,1,2,0,0,0,0,0,0
아니라,1,2,2,2,3,1,1,0,0,1,0,2
아래,2,2,0,3,1,0,2,1,2,2,0,0
아산,1,1,0,1,0,2,0,0,0,1,0,0
아이파크,0,0,1,0,1,1,2,0,1,0,0,0
아직,2,2,2,4,2,5,6,0,10,2,0,6
아티스트,1,2,2,2,3,1,1,0,0,1,0,2
아파트,0,0,1,0,1,1,2,0,1,0,0,0
안경,3,3,1,3,0,4,1,1,2,3,0,2
안랩,5,4,2,3,5,4,1,3,3,3,4,3
안전,0,1,0,0,1,2,2,1,0,0,0,0
안정훈,5,3,1,5,1,2,2,1,3,5,0,1
앞당겨,1,1,0,1,1,2,1,0,0,2,2,1
앞두고,1,2,1,1,1,3,1,0,0,2,2,1
앞서,12,9,8,15,5,2,0,5,3,15,0,4
애니메이션,6,10,4,8,4,5,0,3,4,7,16,5
애플,12,7,6,15,4,7,1,4,5,14,0,4
액션,2,3,3,3,3,3,0,0,2,3,9,3
야외에서도,1,1,1,2,1,2,3,0,5,1,0,3
양사,5,3,3,5,1,3,1,1,1,5,0,1
양산,9,5,4,8,4,3,1,4,2,9,0,0
업계,25,16,19,29,12,16,3,10,10,22,2,9
업그레이드,2,2,0,3,1,0,2,1,2,2,0,0
업종,2,2,1,4,1,2,0,2,2,2,0,2
업체,4,4,3,6,3,4,5,4,9,4,0,5
없는,0,0,1,1,3,2,1,0,0,0,1,2
에디션,1,1,1,1,0,0,2,0,1,1,0,0
에서,4,2,2,3,2,2,1,1,1,2,1,0
엑사원,0,0,2,0,0,3,0,0,0,0,0,2
엔비디아,0,1,3,1,4,2,2,1,1,0,0,1
엔씨,3,4,0,3,1,0,0,2,1,2,4,0
엔씨소프트,13,22,3,16,7,8,2,8,9,11,25,6
엔진,0,0,0,1,2,0,3,0,1,0,1,0
여러,3,2,4,3,2,2,0,2,1,2,0,2
여전히,4,2,2,3,2,2,1,1,1,2,1,0
역임하며,4,2,1,4,2,1,0,2,1,4,0,0
연간,30,22,17,26,11,20,10,7,7,30,0,9
연구,0,0,0,1,1,3,0,0,2,0,0,2
연구소,0,0,0,1,1,3,0,0,2,0,0,2
연출,1,2,2,1,1,2,0,0,1,1,5,3
열린,9,8,6,10,6,6,1,4,3,10,0,2
영업비밀,8,6,5,10,3,0,0,3,2,10,0,2
영업이익,5,4,3,4,2,4,2,1,1,5,0,2
영입,0,0,0,1,1,3,0,0,2,0,0,2
영화,0,0,0,0,1,1,0,0,0,0,0,0
예고편,0,0,0,0,1,1,0,0,0,0,0,0
