org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
기준,5,2,2,3,1,3,0,3,3,3,0
긴장에,3,3,1,0,0,2,0,0,3,2,2
김관영,1,1,3,3,2,2,2,2,1,2,0
김성윤,2,1,2,4,3,2,3,0,1,3,1
김주한,1,1,2,4,4,3,1,2,1,1,2
나갈,2,2,3,5,2,1,4,2,1,4,0
나눔,2,1,1,0,0,1,0,2,1,1,0
나잇,4,2,3,4,3,3,2,3,4,4,2
나타났다.,3,4,0,1,0,1,1,1,3,3,2
내년도,1,1,3,3,2,2,2,2,1,2,0
내수,3,2,1,1,0,3,0,2,2,2,2
뇌파,2,2,3,5,2,1,4,2,1,4,0
뉴스토마토,5,2,2,3,1,3,0,3,3,3,0
늘었다.,3,2,0,1,0,3,0,0,3,2,4
단계에서,1,1,3,3,2,2,2,2,1,2,0
달러,3,2,0,1,0,3,0,0,3,2,4
대비,13,13,3,7,3,11,4,3,12,11,13
대응,1,1,2,2,3,2,3,1,1,4,1
대표,2,1,2,4,3,2,3,0,1,3,1
대형,5,3,0,1,2,1,0,1,4,2,0
더퍼블릭,3,1,2,1,0,4,3,5,1,3,2
도민,1,1,3,3,2,2,2,2,1,2,0
동반,3,3,1,0,0,2,0,0,3,2,2
동사,5,5,1,2,1,3,2,0,4,3,3
동향,1,1,2,2,3,2,3,1,1,4,1
디스플레,16,10,8,12,6,16,4,8,11,10,6
딥러닝,1,1,2,4,4,3,1,2,1,1,2
따뜻한,2,1,1,0,0,1,0,2,1,1,0
따르면,10,8,1,5,2,5,2,0,9,5,5
라이즈,2,1,4,4,2,1,3,2,1,3,0
로오딘,3,1,2,2,1,4,1,2,2,2,1
리딩앤,2,1,2,4,3,2,3,0,1,3,1
마감했다.,3,2,0,0,0,2,1,0,3,2,3
만남,3,1,2,2,1,4,1,2,2,2,1
맞춤형,8,3,8,6,2,9,9,12,3,9,4
매출,3,2,1,1,0,3,0,2,2,2,2
머신러닝,1,1,2,4,4,3,1,2,1,1,2
멘탈,2,2,3,5,2,1,4,2,1,4,0
모니터용,5,3,0,1,2,1,0,1,4,2,0
모델,3,4,0,1,0,1,1,1,3,3,2
모바일,4,2,1,2,1,4,1,1,3,1,1
물류,1,1,3,2,1,0,4,1,1,2,0
미국,3,2,0,1,0,3,0,0,3,2,4
미래,1,1,3,3,2,2,2,2,1,2,0
박소현,3,1,2,1,0,4,3,5,1,3,2
반값,1,1,3,2,1,0,4,1,1,2,0
반도체,10,13,7,11,8,15,6,5,9,9,15
반드시,1,1,3,3,2,2,2,2,1,2,0
반사이익,5,5,1,2,1,3,2,0,4,3,3
방산주,3,3,1,0,0,2,0,0,3,2,2
백년서원,2,1,4,4,2,1,3,2,1,3,0
백신,2,2,2,3,3,4,1,2,2,1,3
보건,1,2,3,3,4,1,3,2,1,1,1
보안,3,3,6,6,6,4,6,2,3,7,1
보호,3,3,4,3,4,2,3,4,2,2,1
본부장,2,1,2,4,3,2,3,0,1,3,1
부담,1,1,3,2,1,0,4,1,1,2,0
부문,5,5,1,2,1,3,2,0,4,3,3
부진,3,2,0,1,0,3,0,0,3,2,4
브레인유,2,2,3,5,2,1,4,2,1,4,0
비용,1,1,3,2,1,0,4,1,1,2,0
빛이,5,3,0,1,2,1,0,1,4,2,0
사업,14,11,8,13,6,11,5,6,11,11,8
사업부,5,3,0,3,1,2,0,0,5,2,2
사용자,2,2,4,4,3,2,3,1,2,3,0
사전예약,3,4,0,1,0,1,1,1,3,3,2
사전예약에서,3,4,0,1,0,1,1,1,3,3,2
산업,13,5,7,6,2,16,8,13,7,9,6
산업부,3,2,1,1,0,3,0,2,2,2,2
삼성,2,2,4,4,3,2,3,1,2,3,0
삼성디스플레,5,2,2,3,1,3,0,3,3,3,0
삼성디스플레이,5,2,2,3,1,3,0,3,3,3,0
삼성전자,5,3,0,3,1,2,0,0,5,2,2
상승,3,2,0,0,0,2,1,0,3,2,3
상승세,3,2,0,0,0,2,1,0,3,2,3
상승했다.,3,3,1,0,0,2,0,0,3,2,2
새로운,2,2,2,5,3,2,2,1,2,3,2
새만금,1,1,3,3,2,2,2,2,1,2,0
색상,3,4,0,1,0,1,1,1,3,3,2
생명과학,2,2,2,3,3,4,1,2,2,1,3
생산,4,5,3,5,3,5,2,2,3,4,4
서비스,2,3,6,5,5,1,7,3,2,3,1
서원대,2,1,4,4,2,1,3,2,1,3,0
선보여...,2,2,3,5,2,1,4,2,1,4,0
세계,11,6,5,11,7,7,5,3,10,9,5
세계적,2,2,2,3,3,4,1,2,2,1,3
세미나,4,2,1,2,1,4,1,1,3,1,1
세션에서,2,2,2,5,3,2,2,1,2,3,2
소재로,5,3,0,1,2,1,0,1,4,2,0
손석민,2,1,4,4,2,1,3,2,1,3,0
수익성,5,5,1,2,1,3,2,0,4,3,3
수출,3,2,0,1,0,3,0,0,3,2,4
스마트폰,5,5,1,2,1,3,2,0,4,3,3
스마트폰용,5,5,1,2,1,3,2,0,4,3,3
스타트업,2,2,3,5,2,1,4,2,1,4,0
시그마인텔,4,2,1,2,1,4,1,1,3,1,1
시리즈,5,6,4,5,3,3,4,2,5,6,2
시민,2,1,1,0,0,1,0,2,1,1,0
시장에서,5,3,0,3,1,2,0,0,5,2,2
신제품,5,5,1,2,1,3,2,0,4,3,3
실적,8,8,2,2,1,5,2,0,7,5,5
심의,1,1,3,3,2,2,2,2,1,2,0
썬랩,2,1,1,0,0,1,0,2,1,1,0
아비투스어소시에이트,2,2,2,5,3,2,2,1,2,3,2
아이들,2,1,2,4,3,2,3,0,1,3,1
아이씨티케,3,3,1,0,0,2,0,0,3,2,2
아이폰,3,4,0,1,0,1,1,1,3,3,2
아투,2,2,2,5,3,2,2,1,2,3,2
양국,2,2,2,3,3,4,1,2,2,1,3
어린이들,2,1,2,4,3,2,3,0,1,3,1
에너지,2,1,1,0,0,1,0,2,1,1,0
에듀테크,2,1,2,4,3,2,3,0,1,3,1
에서,5,3,0,3,1,2,0,0,5,2,2
연구원,3,3,1,0,0,2,0,0,3,2,2
연내,1,4,2,2,2,3,3,1,1,2,4
연속,4,6,2,2,2,5,4,1,4,4,7
연수에,1,1,2,4,4,3,1,2,1,1,2
열팽창계수,5,3,0,1,2,1,0,1,4,2,0
영어,2,1,2,4,3,2,3,0,1,3,1
영어교육,2,1,2,4,3,2,3,0,1,3,1
예산,4,3,4,4,2,5,2,4,3,4,2
예상,5,5,1,2,1,3,2,0,4,3,3
예술,6,4,5,9,6,5,4,4,6,7,4
오는,4,2,1,2,1,4,1,1,3,1,1
오늘,1,4,2,2,2,3,3,1,1,2,4
오른,3,2,0,0,0,2,1,0,3,2,3
오름세,1,4,2,2,2,3,3,1,1,2,4
오홍지,3,1,2,1,0,4,3,5,1,3,2
올해,3,2,1,1,0,3,0,2,2,2,2
외국인,4,6,2,2,2,5,4,1,4,4,7
운반,1,1,3,2,1,0,4,1,1,2,0
운송,1,1,3,2,1,0,4,1,1,2,0
운영,2,1,4,4,2,1,3,2,1,3,0
운임,1,1,3,2,1,0,4,1,1,2,0
원하,2,2,4,4,3,2,3,1,2,3,0
위한,9,3,6,4,1,12,7,12,4,8,5
위해,3,2,1,1,0,3,0,2,2,2,2
위협,1,1,2,2,3,2,3,1,1,4,1
위협에,1,1,2,2,3,2,3,1,1,4,1
유리기판,5,3,0,1,2,1,0,1,4,2,0
으뜸효율,3,2,1,1,0,3,0,2,2,2,2
음성,2,2,4,4,3,2,3,1,2,3,0
이날,3,2,0,0,0,2,1,0,3,2,3
이뉴스투데,1,1,2,4,4,3,1,2,1,1,2
이번,11,5,11,10,6,15,12,15,6,11,7
이사장,2,1,1,0,0,1,0,2,1,1,0
이스라엘군,3,3,1,0,0,2,0,0,3,2,2
이차전지,4,5,3,5,3,5,2,2,3,4,4
인기,3,4,0,1,0,1,1,1,3,3,2
인도,5,3,4,5,4,8,2,4,4,3,4
인바,5,3,0,1,2,1,0,1,4,2,0
인사이트,1,1,2,2,3,2,3,1,1,4,1
인한,1,1,2,2,3,2,3,1,1,4,1
인해,1,1,2,2,3,2,3,1,1,4,1
일반,3,4,0,1,0,1,1,1,3,3,2
일제히,3,3,1,0,0,2,0,0,3,2,2
있는,11,6,10,11,8,8,9,8,9,13,3
있다,1,4,2,2,2,3,3,1,1,2,4
있다.,24,19,17,24,19,19,15,11,22,22,12
있습니다.,5,2,2,3,1,3,0,3,3,3,0
자동차,4,3,2,5,4,6,1,2,4,3,6
자원,6,2,4,2,0,8,6,10,2,6,4
자율주행,1,1,2,4,4,3,1,2,1,1,2
작가,4,2,3,4,3,3,2,3,4,4,2
작품,4,2,3,4,3,3,2,3,4,4,2
장관,1,2,3,3,4,1,3,2,1,1,1
장벽,2,2,3,5,2,1,4,2,1,4,0
장비,4,5,3,5,3,5,2,2,3,4,4
장을,3,2,0,0,0,2,1,0,3,2,3
장재천,2,1,1,0,0,1,0,2,1,1,0
장중,3,2,0,0,0,2,1,0,3,2,3
재산권,2,1,1,0,0,1,0,2,1,1,0
전년동기대비,3,2,0,1,0,3,0,0,3,2,4
전략,4,2,1,2,1,4,1,1,3,1,1
전북,1,1,3,3,2,2,2,2,1,2,0
전시,4,2,3,4,3,3,2,3,4,4,2
전작,3,4,0,1,0,1,1,1,3,3,2
전환,5,3,0,3,1,2,0,0,5,2,2
점유율,10,5,2,6,2,5,0,3,8,5,2
접견,3,1,2,2,1,4,1,2,2,2,1
정보,2,2,4,4,3,2,3,1,2,3,0
정신건강,2,2,3,5,2,1,4,2,1,4,0
정우진,2,1,2,4,3,2,3,0,1,3,1
정주형,6,2,4,2,0,8,6,10,2,6,4
정책,1,2,3,3,4,1,3,2,1,1,1
제15차,1,2,3,3,4,1,3,2,1,1,1
제7회,1,1,2,2,3,2,3,1,1,4,1
제공한다.,2,2,4,4,3,2,3,1,2,3,0
제이앤티씨,4,5,3,5,3,5,2,2,3,4,4
제조,6,7,5,8,6,9,3,4,5,5,7
제조사,4,2,1,2,1,4,1,1,3,1,1
제품,3,2,1,1,0,3,0,2,2,2,2
조기,1,2,3,3,4,1,3,2,1,1,1
조성,1,1,3,3,2,2,2,2,1,2,0
종가,3,2,0,0,0,2,1,0,3,2,3
주가,3,3,1,0,0,2,0,0,3,2,2
중국,14,7,3,8,3,9,1,4,11,6,3
중동,3,3,1,0,0,2,0,0,3,2,2
증가했다.,3,2,0,1,0,3,0,0,3,2,4
지난,7,4,4,8,4,5,2,4,5,6,2
지도부,1,1,3,3,2,2,2,2,1,2,0
지상,3,3,1,0,0,2,0,0,3,2,2
차량용,5,2,2,3,1,3,0,3,3,3,0
차이,5,3,0,1,2,1,0,1,4,2,0
차주,1,1,3,2,1,0,4,1,1,2,0
천안시,2,1,1,0,0,1,0,2,1,1,0
첨단,2,2,2,3,3,4,1,2,2,1,3
첨단산업,6,2,4,2,0,8,6,10,2,6,4
청색,3,1,2,2,1,4,1,2,2,2,1
총장,2,1,4,4,2,1,3,2,1,3,0
최고치,1,4,2,2,2,3,3,1,1,2,4
추석,1,1,3,2,1,0,4,1,1,2,0
출시,5,5,1,2,1,3,2,0,4,3,3
충북,2,1,4,4,2,1,3,2,1,3,0
충북보건과학대,3,1,2,1,0,4,3,5,1,3,2
충청타임즈,2,1,4,4,2,1,3,2,1,3,0
켐트로닉스,4,5,3,5,3,5,2,2,3,4,4
코스피,4,6,2,2,2,5,4,1,4,4,7
콘텐츠,2,1,2,4,3,2,3,0,1,3,1
크게,5,5,1,2,1,3,2,0,4,3,3
클라우드,1,1,2,2,3,2,3,1,1,4,1
키노트,2,2,2,5,3,2,2,1,2,3,2
텔랑가나,2,2,2,3,3,4,1,2,2,1,3
텔랑가나주,2,2,2,3,3,4,1,2,2,1,3
통해,6,3,5,8,6,5,5,3,5,7,3
특히,3,1,2,2,1,4,1,2,2,2,1
파이썬,1,1,2,4,4,3,1,2,1,1,2
판교에서,4,2,1,2,1,4,1,1,3,1,1
판매하,4,5,3,5,3,5,2,2,3,4,4
패널,9,4,3,5,2,7,1,4,6,4,1
평생교육,2,1,4,4,2,1,3,2,1,3,0
평생학습,2,1,4,4,2,1,3,2,1,3,0
프로,3,4,0,1,0,1,1,1,3,3,2
프로그램,2,1,4,4,2,1,3,2,1,3,0
프리미엄,5,3,0,3,1,2,0,0,5,2,2
플랫폼,2,2,2,5,3,2,2,1,2,3,2
필옵틱스,4,5,3,5,3,5,2,2,3,4,4
학생,1,1,2,4,4,3,1,2,1,1,2
한국,11,8,5,11,7,13,4,4,10,7,10
한국컴패션,2,1,2,4,3,2,3,0,1,3,1
한다,1,2,3,3,4,1,3,2,1,1,1
함께,12,5,8,6,3,12,8,15,7,11,6
해소해,2,2,3,5,2,1,4,2,1,4,0
해킹,3,3,1,0,0,2,0,0,3,2,2
했다,1,2,3,3,4,1,3,2,1,1,1
헬스케어,2,2,3,5,2,1,4,2,1,4,0
혁신,4,4,4,8,6,6,3,3,4,4,5
협력,6,5,7,8,8,9,5,6,5,4,5
협약,3,1,2,2,1,4,1,2,2,2,1
협업,2,2,2,5,3,2,2,1,2,3,2
화면,2,2,4,4,3,2,3,1,2,3,0
화성시,3,1,2,2,1,4,1,2,2,2,1
화주,1,1,3,2,1,0,4,1,1,2,0
환급,3,2,1,1,0,3,0,2,2,2,2
회복,3,2,1,1,0,3,0,2,2,2,2
회의,1,2,3,3,4,1,3,2,1,1,1
회화,4,2,3,4,3,3,2,3,4,4,2
후원금,2,1,1,0,0,1,0,2,1,1,0
휴대폰,3,4,0,1,0,1,1,1,3,3,2
희망퇴직,5,3,0,3,1,2,0,0,5,2,2
힘을,3,2,4,3,2,3,2,4,2,3,0
