org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
various,1,1,0,1,1,3,1,0,1,2,1
가격,1,1,0,1,3,4,1,5,1,1,2
감각,1,1,3,2,0,1,0,4,2,2,3
감독,4,1,0,1,2,2,1,1,1,4,1
갖춘,1,1,0,0,4,3,1,1,1,2,1
것으로,4,4,4,9,7,8,10,5,4,8,5
게이밍,3,1,1,1,2,3,3,2,4,2,5
게임,3,1,1,1,2,3,3,2,4,2,5
결과,2,3,2,4,2,3,5,2,2,4,2
경기,1,4,0,0,3,1,1,0,1,3,0
경북,4,1,0,1,2,2,1,1,1,4,1
경상국립대학교,4,3,2,3,3,4,3,1,3,5,4
경영,5,2,0,0,2,1,0,0,1,4,1
경우,2,1,0,2,1,2,0,1,0,2,2
경품,2,3,2,0,2,3,0,5,1,1,1
고객,2,3,2,0,2,3,0,5,1,1,1
고도화,2,0,1,2,1,3,1,0,2,2,3
고성능,1,1,3,2,0,1,0,4,2,2,3
공직자,2,4,1,1,1,1,2,0,1,3,0
과정,1,4,0,0,3,1,1,0,1,3,0
과제,5,2,0,0,2,1,0,0,1,4,1
관광,0,2,0,2,1,0,1,0,1,4,0
관광지,0,2,0,2,1,0,1,0,1,4,0
교수,4,3,2,3,3,4,3,1,3,5,4
교육,9,12,3,5,8,7,7,1,6,14,4
교육부,2,1,0,1,1,1,1,0,1,3,0
국제,4,1,0,1,2,2,1,1,1,4,1
국회,1,1,0,0,1,1,0,0,0,3,0
군포시,1,4,0,0,3,1,1,0,1,3,0
그는,2,1,0,1,1,1,1,0,1,3,0
금융,1,1,1,0,2,2,0,0,0,2,0
기기,1,0,1,3,0,1,3,1,1,2,3
기념품,0,2,0,2,1,0,1,0,1,4,0
기능,5,5,3,2,7,13,2,18,8,5,5
기반,1,2,0,0,3,2,0,0,0,1,0
기본,2,1,5,1,1,1,1,2,1,1,1
기사,1,1,3,2,0,1,0,4,2,2,3
기자,2,5,1,1,4,5,1,5,3,5,0
기준대비,1,1,1,1,1,4,0,5,2,2,0
기회,2,1,0,1,1,1,1,0,1,3,0
김포,0,2,0,2,1,0,1,0,1,4,0
김포시,0,2,0,2,1,0,1,0,1,4,0
내년,1,0,2,5,1,2,4,2,1,2,2
내년에도,2,3,2,4,2,3,5,2,2,4,2
내연기관,1,1,3,2,0,1,0,4,2,2,3
내외,2,1,0,2,1,2,0,1,0,2,2
네오,3,1,1,1,2,3,3,2,4,2,5
노트북,3,1,1,1,2,3,3,2,4,2,5
높은,2,4,1,1,1,1,2,0,1,3,0
다나와,1,1,1,1,1,4,0,5,2,2,0
다양한,2,2,1,5,2,3,5,4,6,7,5
단독,2,1,0,0,1,2,1,1,0,1,0
단순한,2,4,1,1,1,1,2,0,1,3,0
단자,3,1,1,1,2,3,3,2,4,2,5
대비,1,0,2,5,1,2,4,2,1,2,2
대역폭,1,1,0,0,4,3,1,1,1,2,1
대전환,1,1,0,0,1,1,0,0,0,3,0
대표,1,2,0,0,3,2,0,0,0,1,0
대한,2,1,0,1,1,1,1,0,1,3,0
대형,1,0,2,5,1,2,4,2,1,2,2
덕분에,1,1,3,2,0,1,0,4,2,2,3
데이터,1,1,0,0,4,3,1,1,1,2,1
데일리카,1,1,3,2,0,1,0,4,2,2,3
독일,1,0,1,3,0,1,3,1,1,2,3
동국대듀이카,2,1,0,2,1,2,0,1,0,2,2
동시에,2,0,1,2,1,3,1,0,2,2,3
두산밥캣,2,1,1,3,5,4,2,1,2,2,2
두산에너빌리티,2,1,1,3,5,4,2,1,2,2,2
두산퓨얼셀,2,1,1,3,5,4,2,1,2,2,2
듀이카,2,1,0,2,1,2,0,1,0,2,2
디스플레,0,0,0,0,0,1,0,0,3,1,0
로이슈,1,1,1,1,1,4,0,5,2,2,0
리플,1,1,1,1,1,4,0,5,2,2,0
만에,2,1,5,1,1,1,1,2,1,1,1
매수,2,1,1,3,5,4,2,1,2,2,2
매트,2,1,0,0,1,2,1,1,0,1,0
머그잔,0,2,0,2,1,0,1,0,1,4,0
메모리,1,1,0,0,4,3,1,1,1,2,1
메타버스,4,1,0,1,2,2,1,1,1,4,1
메트로신문,4,1,0,1,2,2,1,1,1,4,1
모니터,1,0,0,0,1,3,1,3,7,2,2
모델,3,2,5,2,4,5,2,7,2,2,3
모빌리티,1,0,1,3,0,1,3,1,1,2,3
모으겠다,2,1,0,1,1,1,1,0,1,3,0
목표,5,2,0,0,2,1,0,0,1,4,1
무드,2,1,0,0,1,2,1,1,0,1,0
무료,2,3,2,0,2,3,0,5,1,1,1
물론,0,2,0,2,1,0,1,0,1,4,0
미래,2,2,1,0,3,3,0,0,0,5,0
미션,1,2,0,0,3,2,0,0,0,1,0
바로,1,1,3,2,0,1,0,4,2,2,3
반도체,1,2,0,0,3,2,0,0,0,1,0
발전,2,1,0,1,1,1,1,0,1,3,0
밝혔다.,6,4,2,4,4,5,4,1,4,8,4
배터리,2,3,2,0,2,3,0,5,1,1,1
백준호,1,2,0,0,3,2,0,0,0,1,0
벤큐,0,0,0,0,0,1,0,0,3,1,0
보상,2,3,2,0,2,3,0,5,1,1,1
부문,2,1,1,3,5,4,2,1,2,2,2
부스,1,0,1,3,0,1,3,1,1,2,3
비트코인,1,1,1,1,1,4,0,5,2,2,0
사업,2,1,1,3,5,4,2,1,2,2,2
사용자,1,0,0,0,1,2,1,3,4,1,2
사전예약,3,4,3,1,3,7,0,10,3,3,1
사진,5,4,2,4,6,8,4,6,4,6,6
사회,5,2,0,0,2,1,0,0,1,4,1
삼성디스플레,2,3,2,4,2,3,5,2,2,4,2
삼성디스플레이,2,3,2,4,2,3,5,2,2,4,2
삼성전자,4,1,4,11,6,7,9,4,4,6,7
상품,2,1,0,0,1,2,1,1,0,1,0
생산,4,1,2,5,6,7,3,1,4,4,5
생성형,1,4,0,0,3,1,1,0,1,3,0
선생님들,2,1,0,1,1,1,1,0,1,3,0
설비,2,0,1,2,1,3,1,0,2,2,3
성과,9,5,2,3,5,5,3,1,4,9,5
성능,4,2,1,2,5,7,4,7,5,3,7
성장,5,2,0,0,2,1,0,0,1,4,1
세계,1,1,0,0,4,3,1,1,1,2,1
소비쿠폰,1,1,0,0,4,3,1,1,1,2,1
소재,2,0,1,2,1,3,1,0,2,2,3
소프트웨어,1,0,0,0,1,2,1,3,4,1,2
수능,2,1,0,2,1,2,0,1,0,2,2
수시,2,1,0,2,1,2,0,1,0,2,2
수요,4,4,3,7,7,7,7,3,4,6,4
스마트싱스,1,0,1,3,0,1,3,1,1,2,3
스타벅스,0,2,0,2,1,0,1,0,1,4,0
스페지알,2,1,0,0,1,2,1,1,0,1,0
시대,2,2,3,2,1,2,0,4,2,5,3
시대에,2,4,1,1,1,1,2,0,1,3,0
시리즈,1,1,1,1,1,4,0,5,2,2,0
시상식,1,1,1,0,2,2,0,0,0,2,0
시스템,2,1,5,1,1,1,1,2,1,1,1
시승기,1,1,3,2,0,1,0,4,2,2,3
시장에서,2,1,5,1,1,1,1,2,1,1,1
신관,1,1,0,0,1,1,0,0,0,3,0
신청,1,1,0,0,4,3,1,1,1,2,1
실버,2,1,0,0,1,2,1,1,0,1,0
실행,5,2,0,0,2,1,0,0,1,4,1
아동,1,1,0,0,1,1,0,0,0,3,0
아디다스,2,1,0,0,1,2,1,1,0,1,0
아이디어,1,1,1,0,2,2,0,0,0,2,0
아이폰,5,7,4,5,7,10,6,12,4,6,5
암호화폐,1,1,1,1,1,4,0,5,2,2,0
애기봉,0,2,0,2,1,0,1,0,1,4,0
애기봉평화생태공원,0,2,0,2,1,0,1,0,1,4,0
애플,2,3,2,4,2,3,5,2,2,4,2
애플리케이션,1,0,1,3,0,1,3,1,1,2,3
양극활물질,0,0,1,1,0,2,0,0,1,0,0
양산,1,1,0,0,4,3,1,1,1,2,1
양성,4,3,2,3,3,4,3,1,3,5,4
업계,2,3,2,4,2,3,5,2,2,4,2
에너지,1,0,1,3,0,1,3,1,1,2,3
에스켐,2,0,1,2,1,3,1,0,2,2,3
에어,2,3,2,0,2,3,0,5,1,1,1
엔진,1,1,3,2,0,1,0,4,2,2,3
역량,2,4,1,1,1,1,2,0,1,3,0
연결,1,0,1,3,0,1,3,1,1,2,3
연구,4,3,2,3,3,4,3,1,3,5,4
영상,6,2,0,2,6,8,3,9,6,6,5
영상제,4,1,0,1,2,2,1,1,1,4,1
오픈,1,2,0,0,3,2,0,0,0,1,0
오픈AI,1,2,0,0,3,2,0,0,0,1,0
오후,4,1,0,1,2,2,1,1,1,4,1
올해,1,0,2,5,1,2,4,2,1,2,2
요약,1,4,0,0,3,1,1,0,1,3,0
우리,2,1,0,1,1,1,1,0,1,3,0
우수,1,1,1,0,2,2,0,0,0,2,0
울트라,3,1,1,1,2,3,3,2,4,2,5
위한,3,2,0,2,2,3,0,1,0,5,2
위해,2,1,0,1,1,1,1,0,1,3,0
윤리적,5,2,0,0,2,1,0,0,1,4,1
의원실,1,1,0,0,1,1,0,0,0,3,0
의원회관,1,1,0,0,1,1,0,0,0,3,0
이더리움,1,1,1,1,1,4,0,5,2,2,0
이더리움클래식,1,1,1,1,1,4,0,5,2,2,0
이번,14,13,5,7,12,13,8,2,8,19,8
이형필름,0,0,1,1,0,2,0,0,1,0,0
인공지능,1,1,1,0,2,2,0,0,0,2,0
인서울,2,1,0,2,1,2,0,1,0,2,2
인텔,3,1,1,1,2,3,3,2,4,2,5
있는,3,5,4,3,1,2,2,4,3,5,3
있다.,14,9,8,16,14,21,12,12,12,16,15
있도록,2,1,0,1,1,1,1,0,1,3,0
자격,2,4,1,1,1,1,2,0,1,3,0
작성,1,4,0,0,3,1,1,0,1,3,0
잡포스트,0,0,1,1,0,2,0,0,1,0,0
장관,2,1,0,1,1,1,1,0,1,3,0
장학,2,1,0,2,1,2,0,1,0,2,2
적용해,2,1,5,1,1,1,1,2,1,1,1
전공,2,1,0,2,1,2,0,1,0,2,2
전기차,3,1,6,4,1,2,4,3,2,3,4
전년,1,0,2,5,1,2,4,2,1,2,2
전력,1,1,0,0,4,3,1,1,1,2,1
전문가용,1,0,0,0,1,2,1,3,4,1,2
전용,2,3,2,0,2,3,0,5,1,1,1
전체,1,0,2,5,1,2,4,2,1,2,2
전했다.,2,1,0,2,1,2,0,1,0,2,2
점유율,2,3,2,4,2,3,5,2,2,4,2
정제,2,0,1,2,1,3,1,0,2,2,3
정책,1,1,0,0,1,1,0,0,0,3,0
정확도,1,0,0,0,1,2,1,3,4,1,2
정희순,1,4,0,0,3,1,1,0,1,3,0
제공,4,3,2,3,3,4,3,1,3,5,4
제공한다.,2,3,2,0,2,3,0,5,1,1,1
제공해,1,0,0,0,1,2,1,3,4,1,2
종속기업,2,1,1,3,5,4,2,1,2,2,2
주가,0,0,1,1,0,2,0,0,1,0,0
주민,1,1,0,0,1,1,0,0,0,3,0
주행,3,2,8,3,1,2,1,6,3,3,4
중국,3,1,7,6,2,3,5,4,2,3,3
지난,4,3,2,3,3,4,3,1,3,5,4
지배구조,5,2,0,0,2,1,0,0,1,4,1
지원,1,0,0,0,1,2,1,3,4,1,2
직원들,2,4,1,1,1,1,2,0,1,3,0
진학,2,1,0,2,1,2,0,1,0,2,2
차량,1,1,3,2,0,1,0,4,2,2,3
차체,1,1,3,2,0,1,0,4,2,2,3
창업,4,3,2,3,3,4,3,1,3,5,4
책임,5,2,0,0,2,1,0,0,1,4,1
첨단,4,1,0,1,2,2,1,1,1,4,1
체제,1,1,0,0,4,3,1,1,1,2,1
총장,4,3,2,3,3,4,3,1,3,5,4
출시,2,1,0,0,1,2,1,1,0,1,0
출하량,1,0,2,5,1,2,4,2,1,2,2
충전,1,0,1,3,0,1,3,1,1,2,3
칩은,1,1,0,1,3,4,1,5,1,1,2
카메라,1,1,0,1,3,4,1,5,1,1,2
캠페인,2,1,0,0,1,2,1,1,0,1,0
커넥트웨이브,1,1,1,1,1,4,0,5,2,2,0
코스모신소재,0,0,1,1,0,2,0,0,1,0,0
크림,2,1,0,0,1,2,1,1,0,1,0
토론회,1,1,0,0,1,1,0,0,0,3,0
통해,7,9,3,7,8,8,6,1,7,14,7
투자,2,0,1,2,1,3,1,0,2,2,3
트림에,2,1,5,1,1,1,1,2,1,1,1
특화,0,2,0,2,1,0,1,0,1,4,0
팀이,1,1,1,0,2,2,0,0,0,2,0
패널,6,4,3,5,5,8,9,7,10,7,9
편도욱,1,1,1,1,1,4,0,5,2,2,0
포용적,5,2,0,0,2,1,0,0,1,4,1
포항,4,1,0,1,2,2,1,1,1,4,1
포항시,4,1,0,1,2,2,1,1,1,4,1
폴더,2,1,0,0,1,2,1,1,0,1,0
폴더블,2,3,2,4,2,3,5,2,2,4,2
퓨리오사AI,1,2,0,0,3,2,0,0,0,1,0
프레데터,3,1,1,1,2,3,3,2,4,2,5
프로그램,2,3,2,0,2,3,0,5,1,1,1
플러그인,2,1,5,1,1,1,1,2,1,1,1
한다,1,2,0,0,3,2,0,0,0,1,0
함께,1,0,1,3,0,1,3,1,1,2,3
합격률,2,4,1,1,1,1,2,0,1,3,0
합리적인,1,0,0,0,1,2,1,3,4,1,2
해외,2,1,1,3,5,4,2,1,2,2,2
했다.,2,1,0,1,1,1,1,0,1,3,0
행정,2,4,1,1,1,1,2,0,1,3,0
헬리오스,3,1,1,1,2,3,3,2,4,2,5
헬스케어,2,0,1,2,1,3,1,0,2,2,3
혁신,1,1,0,0,1,1,0,0,0,3,0
현재,1,1,1,1,1,4,0,5,2,2,0
협력,4,3,2,3,3,4,3,1,3,5,4
혜택,2,3,2,0,2,3,0,5,1,1,1
화이트,2,1,0,0,1,2,1,1,0,1,0
확대,2,0,1,2,1,3,1,0,2,2,3
환경,6,2,1,3,2,2,3,1,2,6,4
활용,5,2,0,0,2,1,0,0,1,4,1
활용한,2,5,1,0,5,3,1,0,1,5,0
효율,1,1,0,0,4,3,1,1,1,2,1
힘을,2,1,0,1,1,1,1,0,1,3,0
