org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
하고,7,2,3,0,1,3,2,2
하루,1,0,0,0,0,0,0,0
하수나,3,0,1,1,1,0,0,0
하이드로,3,4,3,8,3,0,17,0
하이센스,2,1,5,2,0,2,1,2
하지만,1,1,2,0,0,1,1,1
학생,4,1,2,0,1,0,0,3
한국,4,0,3,2,3,2,0,4
한국농어촌방송,0,1,0,0,0,0,0,0
한미반도체,2,4,2,3,2,3,2,0
한양대병원,0,1,0,0,0,0,0,0
한웅희,2,1,2,1,1,1,0,4
한층,2,0,0,0,0,0,0,0
함께,8,3,5,0,9,3,3,12
함께한,4,1,2,1,0,0,0,1
합성피혁,0,1,1,0,1,1,2,1
합작법인,2,1,0,0,0,3,1,0
핵심,2,1,2,4,1,4,1,1
행복하게,2,0,1,0,2,1,0,0
향후,2,0,2,4,0,2,0,1
헬기,4,0,1,0,2,1,0,6
혁신,2,3,7,6,1,2,5,0
현장,9,2,6,2,0,0,0,2
현장에서,1,0,2,0,1,0,0,2
현지,5,1,4,1,0,0,0,1
협상,3,2,4,4,0,2,1,1
홈런,5,1,4,1,0,0,0,1
홍보부장,0,1,0,0,0,0,0,0
화면,4,5,1,3,5,5,1,0
화장실에서,1,0,0,0,1,0,0,0
회장,5,2,7,9,0,5,2,5
회전,2,3,0,0,3,3,0,0
효과,2,2,1,3,0,0,2,0
효성,2,1,0,0,0,3,1,0
후성,2,2,1,3,1,1,1,1
후지필름,4,0,2,2,10,6,2,3
흑자,2,2,1,3,0,0,2,0
희망퇴직,3,2,4,2,1,0,1,5
히트펌프,3,4,3,8,3,0,17,0
