org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
부품,0,0,0,3,0,0,0,6,0,0,15
분야,8,16,20,0,0,0,8,0,3,4,2
뷰파인더,1,1,1,2,1,0,1,0,1,0,1
블랙,2,1,1,1,1,1,2,2,1,3,0
비가,1,0,0,1,0,1,0,0,0,0,1
비만,0,0,0,0,1,2,0,0,1,0,0
비율,0,0,0,1,0,0,0,0,0,0,0
비행정보,12,24,30,0,0,0,12,0,1,4,0
빈소,0,0,0,0,0,1,0,0,1,1,0
사고,1,0,0,0,0,0,0,0,0,4,0
사람,1,0,0,2,0,1,0,1,1,2,0
사망,1,0,0,0,1,0,0,1,1,1,0
사수자리,0,0,0,0,0,0,0,0,0,1,0
사업,7,1,1,5,1,2,3,6,5,5,2
사용,5,1,1,1,2,4,1,1,1,12,1
사용시간,1,0,0,0,0,2,0,0,0,5,0
사용자,12,20,17,5,1,0,12,1,1,21,1
사용할,1,0,0,1,1,2,0,1,4,3,1
사장,4,8,10,0,0,0,4,0,1,2,0
사진,1,1,1,4,1,0,1,1,1,2,2
사회공헌,0,0,0,0,1,2,0,1,0,0,0
사흘,1,0,0,0,1,0,0,1,1,1,0
산업,2,0,0,3,0,0,0,0,1,0,0
삶의,0,0,0,2,1,1,1,1,1,0,0
삼성,14,6,6,3,0,5,6,5,3,21,3
삼성디스플레,3,0,0,6,0,0,0,1,1,3,0
삼성디스플레이,2,0,0,4,0,0,0,0,0,1,0
삼성전자,29,8,8,8,3,8,8,14,12,32,4
상을,2,3,3,1,1,1,2,1,3,3,0
상의,3,0,0,1,0,0,0,0,0,1,0
새로운,0,0,0,0,0,2,0,0,3,1,0
생각,0,0,0,0,0,0,0,0,1,0,0
생산,4,0,0,11,0,3,1,17,1,4,30
생산능력,2,0,0,3,0,0,0,0,1,0,0
생산라인,2,0,0,3,0,2,0,1,0,1,1
생산법인,0,0,0,5,0,1,0,10,0,0,25
생산성,3,1,1,0,1,0,1,1,1,5,0
생산지,0,0,0,6,0,1,0,10,0,0,25
생활가전,3,0,0,2,1,1,0,1,2,1,1
샤프,2,0,0,4,0,1,0,0,1,1,0
서로,0,0,0,0,0,1,0,0,0,0,0
서울경제TV,2,4,5,0,0,0,2,0,2,1,2
선봬,2,4,5,0,0,0,2,0,2,1,2
선행,12,6,6,3,0,3,6,5,3,12,3
설비,2,0,0,4,0,1,0,0,1,1,0
설치,2,4,4,2,0,0,5,0,0,3,1
성능,1,0,0,0,0,2,0,0,0,5,0
세계,7,4,5,6,1,2,2,1,3,3,1
세로,4,8,10,0,0,0,4,0,0,0,0
세미나,3,0,0,2,0,1,0,1,1,1,0
센서,0,0,0,2,0,1,0,0,0,2,1
셔터,0,0,0,2,0,0,0,1,0,2,1
소병홍,0,0,0,0,1,2,0,1,0,0,0
소비쿠폰,0,0,0,0,1,1,0,0,0,0,0
소액결제,3,0,0,3,2,3,0,3,1,3,1
소재,2,0,0,1,0,0,0,3,2,0,0
소통,2,4,5,0,0,0,2,0,0,1,0
손에,0,0,0,0,0,1,0,0,0,0,0
손잡,1,0,0,0,1,2,0,1,3,2,0
손흥민,0,0,0,0,2,3,0,1,0,0,0
솔루션,1,0,0,2,0,1,1,4,0,3,0
송승헌,0,0,0,0,0,1,0,0,1,1,0
수상,7,13,15,4,0,0,14,0,2,4,4
수상하며,2,5,4,1,0,0,2,0,0,3,0
수상한,6,12,15,0,0,0,6,0,0,1,0
수요,3,1,1,1,0,0,1,0,0,3,0
수익성,3,1,1,1,0,0,2,1,3,1,1
수험생,0,0,0,0,3,4,0,0,0,0,0
숙면매트,3,6,6,4,0,0,10,0,0,4,2
순환,0,0,0,0,1,1,0,1,2,2,0
숨진,1,0,0,0,1,0,0,1,1,1,0
스마트폰,5,2,2,3,1,0,2,0,1,7,1
스크린,2,0,0,1,2,4,0,2,7,5,1
스타,0,0,0,0,4,2,0,0,0,0,0
스탠드,2,0,0,1,2,4,0,2,7,5,1
스테인리스,2,0,0,1,0,0,0,3,2,0,0
스튜디오,0,0,0,0,0,1,0,0,0,0,0
스포츠,0,0,0,2,1,1,1,1,1,0,0
스포트백,2,1,1,1,1,1,2,2,1,3,0
시그마인텔,3,0,0,2,0,1,0,1,1,1,0
시네마,0,0,0,2,0,1,0,0,0,2,1
시는,0,0,0,2,1,1,1,1,1,0,0
시대,0,0,0,2,0,0,0,1,0,2,1
시대에,1,0,0,2,0,0,0,1,1,2,0
시도해,0,0,0,0,0,0,0,0,0,1,0
시리즈,8,3,3,4,1,2,3,3,3,10,1
시민,0,0,0,2,1,2,1,1,3,0,0
시민들,0,0,0,0,0,1,0,0,2,0,0
시스템,8,10,12,1,0,1,6,2,1,4,1
시절,0,0,0,2,0,0,0,1,0,2,1
시청률,0,0,0,3,19,11,0,3,0,0,3
신개념,6,12,15,0,0,0,6,0,0,1,0
신공장,0,0,0,2,0,0,0,4,0,0,10
신규,0,0,0,7,0,1,0,12,0,0,30
신동빈,3,0,0,1,0,0,0,0,0,1,0
신성이엔지,3,0,0,2,0,2,0,4,0,2,1
신용,0,0,0,0,1,1,0,0,0,0,0
신제품,5,2,2,4,0,2,2,2,2,5,1
신청,0,0,0,0,1,1,0,0,0,0,0
신한은행,0,0,0,0,1,1,0,0,0,0,0
신한카드,0,0,0,0,1,1,0,0,0,0,0
실적,3,1,1,1,0,0,2,1,3,1,1
싶다,0,0,0,0,0,0,0,0,1,0,0
썼다,1,0,0,0,0,0,0,0,0,4,0
씨는,0,0,0,0,3,4,0,0,0,0,0
아동,0,0,0,0,1,1,0,1,2,2,0
아들,0,0,0,0,1,1,0,0,0,0,0
아무,0,0,0,0,1,1,0,0,0,0,0
아산캠퍼스,3,0,0,1,0,0,0,0,0,1,0
아우디,2,1,1,1,1,1,2,2,1,3,0
아이콘,12,30,24,6,0,0,13,0,0,17,0
아이폰,3,0,0,3,2,4,0,3,1,3,1
아주,1,0,0,1,0,1,0,0,0,0,1
알리바바,3,0,0,3,2,3,0,3,1,3,1
알코올,1,0,0,0,1,0,0,1,1,1,0
약정,1,0,0,1,1,2,0,0,0,2,1
양산,2,0,0,3,0,2,0,1,0,1,1
어워드,26,57,56,9,1,1,30,1,6,28,3
엄마,0,0,0,0,1,1,0,0,0,0,0
업그레이드,1,0,0,0,0,2,0,0,0,5,0
업데이트,1,0,0,0,0,2,0,0,0,5,0
업무,1,0,0,0,1,0,0,1,1,1,0
업무상,1,0,0,0,1,0,0,1,1,1,0
없이,1,0,0,1,1,2,0,1,4,3,1
에너지,3,5,5,4,0,0,10,0,0,2,2
에디션,2,1,1,1,1,1,2,2,1,3,0
에서,8,4,4,2,1,3,4,3,2,8,2
에어컨,3,6,6,4,0,0,10,0,0,4,2
엔비디아,2,0,0,0,0,1,0,2,0,2,0
여왕,0,0,0,0,1,1,0,0,0,0,0
역으로,0,0,0,0,1,1,0,0,0,0,0
연애,0,0,0,0,2,3,0,1,0,0,0
연예,0,0,0,0,2,3,0,1,0,0,0
열린,6,4,5,3,0,0,2,1,1,4,0
영상,1,0,0,3,1,3,0,0,0,4,2
영업이익,3,1,1,1,0,0,2,1,3,1,1
영포티,0,0,0,0,0,1,0,0,0,0,0
옆커폰,1,0,0,1,1,2,0,0,0,2,1
예고,0,0,0,0,2,3,0,1,0,0,0
예능,0,0,0,2,10,6,0,2,0,0,2
예방,0,0,0,0,1,2,0,0,1,0,0
오늘,0,0,0,0,0,0,0,0,0,1,0
오동건,2,4,5,0,0,0,2,0,2,1,2
온라인,0,0,0,0,0,1,0,0,0,0,0
온수,1,2,2,2,0,0,5,0,0,1,1
온수기,7,13,13,8,0,0,20,0,0,8,4
올레드,3,0,0,1,0,0,0,0,0,1,0
올해,2,0,0,4,0,0,0,0,1,0,0
외부,1,0,0,0,0,0,0,0,0,4,0
요금제,1,0,0,1,1,2,0,0,0,2,1
요인,1,0,0,0,0,0,0,0,0,4,0
우선,0,0,0,0,1,1,0,0,0,0,0
운영체제,1,0,0,0,0,2,0,0,0,5,0
운전자,1,0,0,0,0,0,0,0,0,4,0
운항,2,4,5,0,0,0,2,0,2,1,2
울트라,1,0,0,0,0,2,0,0,0,5,0
울트라로,1,0,0,0,0,2,0,0,0,5,0
원UI,1,0,0,0,0,2,0,0,0,5,0
원가,5,0,0,5,0,1,0,6,3,1,5
원에,0,0,0,1,0,0,0,0,0,0,0
위기,2,0,0,4,0,1,0,0,1,1,0
위한,0,0,0,0,3,4,0,0,0,0,0
위해,0,0,0,1,5,3,0,1,0,0,1
유료,0,0,0,0,3,4,0,0,0,0,0
유세윤,0,0,0,0,0,1,0,0,0,0,0
유족급여,1,0,0,0,1,0,0,1,1,1,0
은상,10,13,13,7,0,1,17,1,1,11,4
은지원,0,0,0,0,0,1,0,0,0,0,0
음악,0,0,0,0,0,1,0,0,2,0,0
의사결정,2,0,0,4,0,1,0,0,1,1,0
이데일리,1,0,0,2,0,0,0,1,1,2,0
이도,0,0,0,3,28,20,0,4,0,0,3
이동형,2,0,0,1,2,4,0,2,7,5,1
이렇게,0,0,0,0,0,0,0,0,1,0,0
이미지,0,0,0,0,0,1,0,0,0,0,0
이번,18,30,34,7,1,6,23,6,7,15,4
이어,0,0,0,1,5,3,0,1,0,0,1
이에,0,0,0,0,3,4,0,0,0,0,0
이원화,0,0,0,4,0,1,0,8,0,0,20
이율예,0,0,0,0,0,0,0,0,1,0,0
이재명,0,0,0,1,0,0,0,0,0,0,0
이재용,3,0,0,1,0,0,0,0,0,1,0
이지혜,0,0,0,0,0,1,0,0,0,0,0
이차전지,1,0,0,2,0,1,1,4,0,3,0
이학재,4,8,10,0,0,0,4,0,1,2,0
이혜영,0,0,0,0,0,1,0,0,0,0,0
익산,1,0,0,1,0,1,0,0,0,0,1
익산에,1,0,0,1,0,1,0,0,0,0,1
인구,0,0,0,0,0,1,0,0,1,0,0
인바,2,0,0,1,0,0,0,3,2,0,0
인생,1,0,0,1,0,1,0,0,0,0,1
인천공항,14,28,35,0,0,0,14,0,3,5,2
인천국제공항공사,12,24,30,0,0,0,12,0,3,4,2
인터뷰,0,0,0,0,2,3,0,1,0,0,0
인텔,2,0,0,0,0,1,0,2,0,2,0
인텔에,2,0,0,0,0,1,0,2,0,2,0
일본,5,0,0,5,0,1,0,0,1,2,0
일상,0,0,0,3,19,11,0,3,0,0,3
일체형,2,0,0,1,3,6,0,3,7,5,1
입국장,2,4,5,0,0,0,2,0,0,1,0
입지,0,0,0,2,0,0,0,2,0,0,5
있는,5,3,3,7,1,4,2,3,3,6,3
있는데,1,0,0,0,0,2,0,0,0,5,0
있다,3,0,0,5,1,2,0,2,2,2,0
있다.,46,33,29,47,9,24,20,32,22,43,36
있습니다.,2,0,0,0,0,1,0,2,0,3,0
있었다.,1,0,0,1,0,1,0,0,1,0,1
자원,0,0,0,0,1,1,0,1,2,2,0
자율주행,1,0,0,2,0,0,0,1,1,2,0
자족도시,0,0,0,2,1,1,1,1,1,0,0
작은,1,1,1,2,1,0,1,0,1,0,1
장비,4,0,0,4,0,3,1,8,0,5,1
장점,1,0,0,0,0,2,0,0,0,5,0
재정,0,0,0,1,0,0,0,0,0,0,0
저시력자,4,2,2,1,0,1,2,2,1,4,1
저장,1,0,0,1,1,2,0,0,0,2,1
저희,0,0,0,0,2,3,0,1,0,0,0
적용해,2,4,4,2,0,0,5,0,0,3,1
전국,0,0,0,0,2,3,0,1,3,2,0
전기,7,13,13,8,0,0,20,0,0,8,4
전년,3,1,1,1,0,0,1,0,0,3,0
전망,2,0,0,0,0,0,0,5,0,1,0
전무,0,0,0,0,1,2,0,1,0,0,0
전작,3,1,1,1,0,0,1,0,0,3,0
전주,1,0,0,1,0,1,0,0,0,0,1
전참시,0,0,0,1,9,5,0,1,0,0,1
전체,3,0,0,2,1,1,0,1,2,1,1
전현무,0,0,0,3,19,11,0,3,0,0,3
전환,2,0,0,4,0,1,0,0,1,1,0
절반으로,2,0,0,1,0,0,0,3,2,0,0
점유율,2,0,0,3,0,2,0,1,0,1,1
정말,0,0,0,0,1,1,0,0,0,0,0
정부,0,0,0,1,0,0,0,0,0,0,0
정부부채,0,0,0,1,0,0,0,0,0,0,0
정수기,12,30,24,6,0,0,13,0,0,17,0
정품,1,0,0,0,0,0,0,0,0,4,0
제2여객터미널,2,4,5,0,0,0,2,0,0,1,0
제공하,4,2,2,1,0,1,2,2,1,4,1
제공한다.,7,6,6,5,1,2,7,3,3,10,2
제목,0,0,0,0,0,1,0,0,0,0,0
제조,1,0,0,2,0,1,1,4,0,3,0
제조사,3,0,0,2,0,1,0,1,1,1,0
제품,34,53,47,22,2,4,42,8,7,40,13
조성,0,0,0,0,1,2,0,0,1,0,0
조절,1,0,0,1,1,2,0,1,4,3,1
조지영,0,0,0,0,4,2,0,0,0,0,0
조형우,0,0,0,0,0,0,0,0,1,0,0
조화,2,4,4,2,0,0,5,0,0,3,1
종합,0,0,0,0,2,3,0,1,0,0,0
주가,5,0,0,2,0,2,0,9,0,3,1
주민,0,0,0,0,0,1,0,0,1,0,0
주민들,0,0,0,0,1,2,0,0,1,0,0
주요,3,0,0,2,0,2,0,4,0,2,1
중구,0,0,0,0,0,1,0,0,1,0,0
중국,10,0,0,7,1,4,0,8,3,4,2
중년,0,0,0,0,0,1,0,0,0,0,0
즐길,1,0,0,1,1,2,0,1,4,3,1
증설,0,0,0,1,0,0,0,2,0,0,5
지금,1,0,0,1,0,1,0,0,0,0,1
지급,0,0,0,0,1,1,0,0,0,0,0
지난,13,5,6,10,3,5,3,4,1,9,1
지리,0,0,0,3,26,17,0,3,0,0,3
지리에,0,0,0,0,3,4,0,0,0,0,0
지원,1,0,0,1,2,4,0,0,1,2,1
직관적인,6,15,12,3,0,0,6,0,0,9,0
진짜,0,0,0,0,0,0,0,0,1,0,0
짝사랑,0,0,0,0,1,1,0,0,0,0,0
짬뽕,1,0,0,1,0,1,0,0,0,0,1
차량,1,0,0,0,0,0,0,0,0,4,0
차별화된,2,4,5,0,0,0,2,0,0,1,0
처분,1,0,0,0,1,0,0,1,1,1,0
천옌순,2,0,0,3,0,0,0,0,1,0,0
체감할,1,0,0,1,1,2,0,0,0,2,1
초점,0,0,0,2,0,1,0,0,0,2,1
촬영,1,1,1,6,1,1,1,1,1,4,3
최면,0,0,0,3,19,11,0,3,0,0,3
최면에,0,0,0,3,19,11,0,3,0,0,3
최신,1,0,0,0,0,2,0,0,0,5,0
최현우,0,0,0,3,19,11,0,3,0,0,3
추가,1,0,0,1,1,2,0,0,0,2,1
추억,0,0,0,0,0,1,0,0,2,0,0
출력,2,1,1,3,0,2,1,2,2,2,1
출하량,3,1,1,1,0,0,1,0,0,3,0
충전,1,1,1,2,1,0,1,0,1,0,1
치어리더,0,0,0,0,2,3,0,1,0,0,0
